A1	B1	B2	Mean_classification_prob
38	7.0	59.0	0.6613633187106904
39	7.0	59.0	0.9848017026693308
40	7.0	59.0	0.5622371553485098
41	7.0	59.0	0.5655246666873043
42	7.0	59.0	0.207281569786318
43	7.0	59.0	0.09671145235645598
44	7.0	59.0	0.1812060220163968
45	7.0	59.0	0.22744556106535835
46	7.0	59.0	0.2608737973244912
47	7.0	59.0	0.19808138725217705
1	7.0	60.0	0.11188193460953942
6	7.0	60.0	0.0228987198250045
22	7.0	60.0	0.036132208907095606
2	7.0	60.0	0.7289769460382705
7	7.0	60.0	0.02705749188666276
23	7.0	60.0	0.028609724233100164
3	7.0	60.0	0.9449228185613456
8	7.0	60.0	0.8536460043838574
13	7.0	60.0	0.02726979831103667
24	7.0	60.0	0.029775721540551383
4	7.0	60.0	0.8255182812141485
9	7.0	60.0	0.9854011046882848
14	7.0	60.0	0.1318092377965402
17	7.0	60.0	0.6439702777961337
18	7.0	60.0	0.5296688259090808
25	7.0	60.0	0.045425004927038375
32	7.0	60.0	0.038895711667343125
5	7.0	60.0	0.8088684114187653
10	7.0	60.0	0.9794115188543048
34	7.0	60.0	0.63642224621841
20	7.0	60.0	0.04373135136481985
21	7.0	60.0	0.5984946450907465
26	7.0	60.0	0.8491912750909059
30	7.0	60.0	0.8557083075942831
33	7.0	60.0	0.42488450815404216
35	7.0	60.0	0.7173852463421392
36	7.0	60.0	0.7127366792384838
37	7.0	60.0	0.7011402741667733
38	7.0	60.0	0.6825956609854592
39	7.0	60.0	0.7555147961494151
40	7.0	60.0	0.5859432781672352
41	7.0	60.0	0.5999053433373372
42	7.0	60.0	0.2174203339511865
43	7.0	60.0	0.10928476767128388
44	7.0	60.0	0.10385985532527554
45	7.0	60.0	0.0923771159969295
46	7.0	60.0	0.1276582784070328
47	7.0	60.0	0.08503423792671402
6	8.0	9.0	0.009863065224541442
22	8.0	9.0	0.01060358839876712
7	8.0	9.0	0.021764645971400237
23	8.0	9.0	0.011342774817105643
8	8.0	9.0	0.9827425003365292
11	8.0	9.0	0.12396277268623032
13	8.0	9.0	0.03252967469677572
24	8.0	9.0	0.01214068494485195
9	8.0	9.0	0.992351843377294
14	8.0	9.0	0.21131129562839368
17	8.0	9.0	0.8723809892380253
18	8.0	9.0	0.8463347571192374
25	8.0	9.0	0.01827621032650996
32	8.0	9.0	0.013899480060575252
10	8.0	9.0	0.7844649015744142
34	8.0	9.0	0.9896032281574204
20	8.0	9.0	0.01300608198328615
21	8.0	9.0	0.8598092736344183
26	8.0	9.0	0.6936318870159389
30	8.0	9.0	0.949844990302917
33	8.0	9.0	0.8276179289456342
35	8.0	9.0	0.9852968820075841
36	8.0	9.0	0.9839784300346806
37	8.0	9.0	0.9794234756007464
38	8.0	9.0	0.9817874949510872
39	8.0	9.0	0.9948435566081316
40	8.0	9.0	0.8926317025766088
41	8.0	9.0	0.8981785295374742
42	8.0	9.0	0.5073880278696923
43	8.0	9.0	0.4177307777310949
44	8.0	9.0	0.5156245290860528
45	8.0	9.0	0.4340099304963579
46	8.0	9.0	0.7229725782328159
47	8.0	9.0	0.33659819944450103
1	8.0	10.0	0.3681856167000747
6	8.0	10.0	0.011528771356278106
22	8.0	10.0	0.012827854573105849
2	8.0	10.0	0.5275207367762532
7	8.0	10.0	0.046875067761857785
23	8.0	10.0	0.014329831739539016
3	8.0	10.0	0.27566355693461697
8	8.0	10.0	0.9846647640520938
11	8.0	10.0	0.3627506938467998
13	8.0	10.0	0.04645136980502188
24	8.0	10.0	0.015359528783493663
4	8.0	10.0	0.2597198535210475
9	8.0	10.0	0.9867104191667158
14	8.0	10.0	0.7119844724448575
17	8.0	10.0	0.6181831376081537
18	8.0	10.0	0.8596657982568537
25	8.0	10.0	0.028407154082690875
32	8.0	10.0	0.016945303122037597
5	8.0	10.0	0.253662714118505
10	8.0	10.0	0.5803436350822283
34	8.0	10.0	0.9954956846752984
20	8.0	10.0	0.017057804385101027
21	8.0	10.0	0.8625717623116325
26	8.0	10.0	0.3641909936709147
30	8.0	10.0	0.9410749009860132
33	8.0	10.0	0.8517223414656704
35	8.0	10.0	0.9948974556496956
36	8.0	10.0	0.9948074728628364
37	8.0	10.0	0.9922578378711696
38	8.0	10.0	0.9935539232739768
39	8.0	10.0	0.9966236469680988
40	8.0	10.0	0.965778030972103
41	8.0	10.0	0.963687992543622
42	8.0	10.0	0.8653702202419341
43	8.0	10.0	0.7993587359580181
44	8.0	10.0	0.7720039270762501
45	8.0	10.0	0.7100018596375537
46	8.0	10.0	0.8664198940497027
47	8.0	10.0	0.5821044715105288
1	8.0	11.0	0.4482973304480791
6	8.0	11.0	0.21147080868415896
22	8.0	11.0	0.21839812837215816
2	8.0	11.0	0.6011448564766722
7	8.0	11.0	0.3271109388223692
23	8.0	11.0	0.22966625781359734
3	8.0	11.0	0.16683842724696551
8	8.0	11.0	0.9490332514248042
11	8.0	11.0	0.3849425741558554
13	8.0	11.0	0.3496351804676125
24	8.0	11.0	0.2393817684888345
31	8.0	11.0	0.21945729804454944
4	8.0	11.0	0.15437623773550865
9	8.0	11.0	0.8240227735938445
14	8.0	11.0	0.6633849369323592
16	8.0	11.0	0.30511684711871856
17	8.0	11.0	0.702035269802292
18	8.0	11.0	0.8772047621764255
25	8.0	11.0	0.4244402182544843
32	8.0	11.0	0.28254064219679964
5	8.0	11.0	0.15710602625492606
10	8.0	11.0	0.25756198404136194
34	8.0	11.0	0.9898289059670244
20	8.0	11.0	0.2542217371898133
21	8.0	11.0	0.8796473508801607
26	8.0	11.0	0.4472588101716407
30	8.0	11.0	0.9326389322328434
33	8.0	11.0	0.8853723889542883
35	8.0	11.0	0.9894597096744812
36	8.0	11.0	0.9892082267898032
37	8.0	11.0	0.9888676414123592
38	8.0	11.0	0.987272755805708
39	8.0	11.0	0.9896077356078384
40	8.0	11.0	0.9498398468785344
41	8.0	11.0	0.9556740796231276
42	8.0	11.0	0.7962135059464706
43	8.0	11.0	0.6878934713273426
44	8.0	11.0	0.6696802669272448
45	8.0	11.0	0.6382504711789811
46	8.0	11.0	0.7868997480899885
47	8.0	11.0	0.5862832516585861
22	8.0	12.0	0.00801043886391679
23	8.0	12.0	0.00828068482211952
11	8.0	12.0	0.1762676758155908
24	8.0	12.0	0.00897607979081762
14	8.0	12.0	0.3341660952692981
17	8.0	12.0	0.08888647795897772
25	8.0	12.0	0.03163672292870237
32	8.0	12.0	0.01994286097031258
34	8.0	12.0	0.9877321920604022
20	8.0	12.0	0.01055303104102906
26	8.0	12.0	0.8359274690600118
30	8.0	12.0	0.8629741498845603
33	8.0	12.0	0.7513216960733888
35	8.0	12.0	0.9924984092732426
36	8.0	12.0	0.9925482680341328
37	8.0	12.0	0.9920601993519648
38	8.0	12.0	0.9917321476600809
39	8.0	12.0	0.9942748267977968
40	8.0	12.0	0.9468310585918626
41	8.0	12.0	0.9566704260917556
42	8.0	12.0	0.7751305103580051
43	8.0	12.0	0.6630898096694201
44	8.0	12.0	0.6168683747616747
45	8.0	12.0	0.5199360995249898
46	8.0	12.0	0.8060091644355216
47	8.0	12.0	0.3629490684067022
6	8.0	13.0	0.006761693214207575
22	8.0	13.0	0.00817893172865107
7	8.0	13.0	0.024621207098564427
23	8.0	13.0	0.008716259767260379
8	8.0	13.0	0.9682608268245516
11	8.0	13.0	0.25011677786329944
13	8.0	13.0	0.02169385188656937
24	8.0	13.0	0.009461848075772371
31	8.0	13.0	0.0071696803364932685
9	8.0	13.0	0.8823933053026114
14	8.0	13.0	0.6328944005382515
17	8.0	13.0	0.5273297489452774
18	8.0	13.0	0.7685929493849001
25	8.0	13.0	0.04734499938702474
32	8.0	13.0	0.013838097142202896
10	8.0	13.0	0.4000620150342749
34	8.0	13.0	0.9939044743051472
20	8.0	13.0	0.012650638524546351
21	8.0	13.0	0.7575699636764789
26	8.0	13.0	0.9018717153220952
30	8.0	13.0	0.8670508516835241
33	8.0	13.0	0.7932953982838523
35	8.0	13.0	0.99378062295909
36	8.0	13.0	0.9935716279305316
37	8.0	13.0	0.9923289321660068
38	8.0	13.0	0.9911727604858058
39	8.0	13.0	0.9946627770891616
40	8.0	13.0	0.9523039262200791
41	8.0	13.0	0.9741854510283066
42	8.0	13.0	0.8272807585259903
43	8.0	13.0	0.7396194165843668
44	8.0	13.0	0.6981891038094774
45	8.0	13.0	0.6083540162612637
46	8.0	13.0	0.7683020728768659
47	8.0	13.0	0.4625624163593841
6	8.0	14.0	0.006392155979785854
22	8.0	14.0	0.00813395897344913
7	8.0	14.0	0.020422861290022597
23	8.0	14.0	0.00859117552701421
8	8.0	14.0	0.9260210369003208
11	8.0	14.0	0.2693337871555938
13	8.0	14.0	0.01894940800611097
24	8.0	14.0	0.009399497611612913
31	8.0	14.0	0.0072666954154879185
9	8.0	14.0	0.6509479841524716
14	8.0	14.0	0.6207471270190567
17	8.0	14.0	0.5157719159922269
18	8.0	14.0	0.746972985340056
25	8.0	14.0	0.028814887563744826
32	8.0	14.0	0.012070318880309912
10	8.0	14.0	0.30476408196557403
34	8.0	14.0	0.9939346673155888
20	8.0	14.0	0.011341270797029521
21	8.0	14.0	0.7400226912334459
26	8.0	14.0	0.7480644217091937
30	8.0	14.0	0.6244777941845276
33	8.0	14.0	0.7695066550527806
35	8.0	14.0	0.9938908086628012
36	8.0	14.0	0.9937769734160714
37	8.0	14.0	0.9909944389228676
38	8.0	14.0	0.9923529671707704
39	8.0	14.0	0.994668348366862
40	8.0	14.0	0.9538294215920224
41	8.0	14.0	0.956486633937406
42	8.0	14.0	0.8366305230333002
43	8.0	14.0	0.7353240545858779
44	8.0	14.0	0.7036541798166828
45	8.0	14.0	0.6242688416436267
46	8.0	14.0	0.7751564222563128
47	8.0	14.0	0.47872535106674
22	8.0	15.0	0.00554679692381754
23	8.0	15.0	0.007697172988465843
11	8.0	15.0	0.30898001598372743
24	8.0	15.0	0.008523011303797533
31	8.0	15.0	0.005288076402398775
14	8.0	15.0	0.6505101619797904
17	8.0	15.0	0.0462371885140696
25	8.0	15.0	0.015511621366568872
32	8.0	15.0	0.008255081993179512
34	8.0	15.0	0.9948974389827048
20	8.0	15.0	0.04846971068577904
26	8.0	15.0	0.6482806988837992
30	8.0	15.0	0.7251695716842359
33	8.0	15.0	0.6350250783323045
35	8.0	15.0	0.9945685129314826
36	8.0	15.0	0.9943488448196398
37	8.0	15.0	0.9934054624152038
38	8.0	15.0	0.9916516959365476
39	8.0	15.0	0.9932268586076124
40	8.0	15.0	0.9621236694880259
41	8.0	15.0	0.9774866586693683
42	8.0	15.0	0.8328198125589974
43	8.0	15.0	0.7557299397985282
44	8.0	15.0	0.7344073838003218
45	8.0	15.0	0.6696642066263248
46	8.0	15.0	0.7000968713766555
47	8.0	15.0	0.5119974689528196
22	8.0	16.0	0.007313826310504949
23	8.0	16.0	0.007807270231141828
11	8.0	16.0	0.2648129987824202
24	8.0	16.0	0.008506461525672663
31	8.0	16.0	0.006674334816760168
14	8.0	16.0	0.6458882571919695
16	8.0	16.0	0.01390750794325524
17	8.0	16.0	0.04036096080424161
25	8.0	16.0	0.01660440962946425
32	8.0	16.0	0.009876902820428695
34	8.0	16.0	0.994164642475958
20	8.0	16.0	0.01041580322217109
26	8.0	16.0	0.7040307492725296
30	8.0	16.0	0.8340580657679558
33	8.0	16.0	0.777193318819669
35	8.0	16.0	0.9925697345930796
36	8.0	16.0	0.9922109807915078
37	8.0	16.0	0.992474262343268
38	8.0	16.0	0.9929036748256918
39	8.0	16.0	0.9942627040874245
40	8.0	16.0	0.9644570022656752
41	8.0	16.0	0.9671316702529668
42	8.0	16.0	0.8223033529274497
43	8.0	16.0	0.7374720591697169
44	8.0	16.0	0.7071005062227707
45	8.0	16.0	0.6319238301065975
46	8.0	16.0	0.7837295426586365
47	8.0	16.0	0.4880928377707294
22	8.0	36.0	0.007323784981872632
23	8.0	36.0	0.007510386458398585
14	8.0	36.0	0.16582905687772592
17	8.0	36.0	0.08523800701730308
32	8.0	36.0	0.013142620688104971
34	8.0	36.0	0.9832985994111456
20	8.0	36.0	0.012126579085208516
26	8.0	36.0	0.8109872059027892
30	8.0	36.0	0.8273315161457148
33	8.0	36.0	0.7166250986018927
35	8.0	36.0	0.9838301216869048
36	8.0	36.0	0.9821217588966514
37	8.0	36.0	0.982766627308326
38	8.0	36.0	0.9802059889135
39	8.0	36.0	0.993094880599958
40	8.0	36.0	0.8808763289061768
41	8.0	36.0	0.9001859061873168
42	8.0	36.0	0.4890842346884528
43	8.0	36.0	0.30905172591984753
44	8.0	36.0	0.469628045684995
45	8.0	36.0	0.4251459582501261
46	8.0	36.0	0.7861232500846004
47	8.0	36.0	0.3137616792748554
6	8.0	40.0	0.004630219529442747
22	8.0	40.0	0.005570157952328295
7	8.0	40.0	0.016901572945476753
23	8.0	40.0	0.005604508044267205
8	8.0	40.0	0.9478369431709144
13	8.0	40.0	0.015920408125309992
24	8.0	40.0	0.006166912326018059
9	8.0	40.0	0.8521899254128324
14	8.0	40.0	0.3278611774582705
17	8.0	40.0	0.69614991030872
18	8.0	40.0	0.6597641993717619
10	8.0	40.0	0.3877574831676097
34	8.0	40.0	0.9304374953504596
20	8.0	40.0	0.007059489308670044
21	8.0	40.0	0.6427883291914243
26	8.0	40.0	0.8131147004407083
30	8.0	40.0	0.8007446514828933
33	8.0	40.0	0.6614960522266089
35	8.0	40.0	0.9285453428670458
36	8.0	40.0	0.9220114069473582
37	8.0	40.0	0.9420179283528951
38	8.0	40.0	0.9699848158441962
39	8.0	40.0	0.9260116368846772
40	8.0	40.0	0.8507452374255658
41	8.0	40.0	0.8739900043388971
42	8.0	40.0	0.5794347305365991
43	8.0	40.0	0.4416374699815673
44	8.0	40.0	0.5326834676176146
45	8.0	40.0	0.4666195209025266
46	8.0	40.0	0.8799311457592471
47	8.0	40.0	0.3534141348567001
1	8.0	45.0	0.008001579309276977
6	8.0	45.0	0.005035899426715531
22	8.0	45.0	0.005586466807508941
2	8.0	45.0	0.05753816277147821
7	8.0	45.0	0.011289658642045288
23	8.0	45.0	0.005802991202374946
3	8.0	45.0	0.04137332648247676
8	8.0	45.0	0.6106229819718487
13	8.0	45.0	0.015620114481701206
24	8.0	45.0	0.006271323736008655
4	8.0	45.0	0.06508005379715641
9	8.0	45.0	0.43325690812040535
14	8.0	45.0	0.0746074584603547
17	8.0	45.0	0.3845265124114786
18	8.0	45.0	0.4985187807037719
5	8.0	45.0	0.07947968929504431
10	8.0	45.0	0.1438168237661149
34	8.0	45.0	0.7627872551527695
20	8.0	45.0	0.006683782691437856
21	8.0	45.0	0.4886761586185944
26	8.0	45.0	0.2873441384652931
30	8.0	45.0	0.5888089470253332
33	8.0	45.0	0.44771147460271854
35	8.0	45.0	0.7545562423441456
36	8.0	45.0	0.7467749261395443
37	8.0	45.0	0.7263702335304166
38	8.0	45.0	0.7158591673833192
39	8.0	45.0	0.7214533669546663
40	8.0	45.0	0.5340233659919743
41	8.0	45.0	0.5838722353994991
42	8.0	45.0	0.22531628218641894
43	8.0	45.0	0.12278945410977478
44	8.0	45.0	0.0966525469255002
45	8.0	45.0	0.08240796509361617
46	8.0	45.0	0.5178258653194574
47	8.0	45.0	0.07328058464390486
22	6.0	8.0	0.0057336742299769075
23	6.0	8.0	0.005947880955373998
11	6.0	8.0	0.06302208401239562
24	6.0	8.0	0.0064285420890217
31	6.0	8.0	0.0056989085391247795
14	6.0	8.0	0.11720458800612993
16	6.0	8.0	0.018833459489090442
17	6.0	8.0	0.03075821485090037
25	6.0	8.0	0.01660572273117301
32	6.0	8.0	0.012559945243204158
34	6.0	8.0	0.9202677017702467
20	6.0	8.0	0.010442537660835059
26	6.0	8.0	0.5581065784374425
30	6.0	8.0	0.6699057449629818
33	6.0	8.0	0.4715282792481904
35	6.0	8.0	0.9189016533288396
36	6.0	8.0	0.9137950020100158
37	6.0	8.0	0.9247090840154096
38	6.0	8.0	0.9123581941955576
39	6.0	8.0	0.9820794569748196
40	6.0	8.0	0.6931706945429477
41	6.0	8.0	0.7286253770673982
42	6.0	8.0	0.4128143042948421
43	6.0	8.0	0.3373852746942425
44	6.0	8.0	0.3299608038173764
45	6.0	8.0	0.2679212821512716
46	6.0	8.0	0.64799592599889
47	6.0	8.0	0.19441545907811
22	8.0	17.0	0.0073616539276880185
23	8.0	17.0	0.00782903417375445
24	8.0	17.0	0.008705625821326154
17	8.0	17.0	0.06931614044362455
32	8.0	17.0	0.01584317120681751
34	8.0	17.0	0.9022525116568518
20	8.0	17.0	0.014455683732340054
26	8.0	17.0	0.7133169633085615
30	8.0	17.0	0.7266145140830569
33	8.0	17.0	0.4549567114858846
35	8.0	17.0	0.9071584188039152
36	8.0	17.0	0.9024930954062138
37	8.0	17.0	0.9508201808968572
38	8.0	17.0	0.9416113587539352
39	8.0	17.0	0.9823154263401676
40	8.0	17.0	0.6630653961959037
41	8.0	17.0	0.6661846055030729
42	8.0	17.0	0.2399057111588976
43	8.0	17.0	0.11578745174863556
44	8.0	17.0	0.1002935669061498
45	8.0	17.0	0.08611808354588682
46	8.0	17.0	0.6694105536887004
47	8.0	17.0	0.06849407929216537
6	8.0	18.0	0.006064566632427038
7	8.0	18.0	0.008896735119167967
8	8.0	18.0	0.9497956056834612
13	8.0	18.0	0.010048539041393712
9	8.0	18.0	0.9949136354786836
17	8.0	18.0	0.6117612914618755
18	8.0	18.0	0.5865347740880099
10	8.0	18.0	0.9602614179455541
21	8.0	18.0	0.7223321494916355
26	8.0	18.0	0.9129264658206846
30	8.0	18.0	0.8849714266019644
39	8.0	18.0	0.9951032113682968
6	8.0	19.0	0.009815844355038657
7	8.0	19.0	0.01370211717962498
8	8.0	19.0	0.98337768933435
13	8.0	19.0	0.01500472317801746
9	8.0	19.0	0.9952915432833616
17	8.0	19.0	0.8773962901590444
18	8.0	19.0	0.7396997917558586
10	8.0	19.0	0.9623561716253723
21	8.0	19.0	0.8591125553795509
26	8.0	19.0	0.9204991643150052
30	8.0	19.0	0.9470173271730916
38	8.0	19.0	0.9866769970569036
39	8.0	19.0	0.9963510200760493
46	8.0	19.0	0.6822932042919057
1	8.0	20.0	0.4306753923987307
6	8.0	20.0	0.011686565866870087
2	8.0	20.0	0.9191572046158564
7	8.0	20.0	0.017671425038910102
3	8.0	20.0	0.5902421480246918
8	8.0	20.0	0.9879257898187332
13	8.0	20.0	0.019356282223131405
4	8.0	20.0	0.4791253497795621
9	8.0	20.0	0.9958321598330492
17	8.0	20.0	0.8937977351266283
18	8.0	20.0	0.8054981562923151
5	8.0	20.0	0.4676732115504445
10	8.0	20.0	0.969647518183883
21	8.0	20.0	0.8894614367983521
26	8.0	20.0	0.8862590895732652
30	8.0	20.0	0.9619940011249608
38	8.0	20.0	0.9960613911096674
39	8.0	20.0	0.9968120518381054
46	8.0	20.0	0.6495659046296232
1	8.0	21.0	0.2856194486653629
6	8.0	21.0	0.010273067491580577
2	8.0	21.0	0.8707363216693083
7	8.0	21.0	0.014348204144586263
3	8.0	21.0	0.3483284337218157
8	8.0	21.0	0.9837230091670705
13	8.0	21.0	0.016584178484112474
4	8.0	21.0	0.315045128840584
9	8.0	21.0	0.9947810915713478
17	8.0	21.0	0.8753980011477637
18	8.0	21.0	0.7839378414002025
5	8.0	21.0	0.3121450030573775
10	8.0	21.0	0.9273444138801944
21	8.0	21.0	0.8727549476596453
26	8.0	21.0	0.7686457624468196
30	8.0	21.0	0.9569135509973392
1	8.0	22.0	0.2948893928603173
6	8.0	22.0	0.007655111034031451
2	8.0	22.0	0.8224816154812183
7	8.0	22.0	0.011959536279035746
3	8.0	22.0	0.20560084423933955
8	8.0	22.0	0.9768259858153652
13	8.0	22.0	0.013998938797078891
4	8.0	22.0	0.1946090163827303
9	8.0	22.0	0.9921084617632748
17	8.0	22.0	0.8034751989956611
18	8.0	22.0	0.7791601842787729
5	8.0	22.0	0.2032193100915356
10	8.0	22.0	0.8936446323344728
21	8.0	22.0	0.8003482477550483
26	8.0	22.0	0.38765413057902
30	8.0	22.0	0.9216464134557588
6	8.0	23.0	0.00541554551459411
22	8.0	23.0	0.006224483546772482
7	8.0	23.0	0.008314433776136457
23	8.0	23.0	0.0064343148862928525
8	8.0	23.0	0.9632828270534944
11	8.0	23.0	0.1885041466150281
13	8.0	23.0	0.010820899052897834
24	8.0	23.0	0.007545942917419861
31	8.0	23.0	0.005724155121156166
9	8.0	23.0	0.9893758703430996
14	8.0	23.0	0.36643758224980144
16	8.0	23.0	0.020216387597233786
17	8.0	23.0	0.6988645196599822
18	8.0	23.0	0.7363728177685241
25	8.0	23.0	0.011806366628561904
32	8.0	23.0	0.017048321311217002
10	8.0	23.0	0.8683023285884982
34	8.0	23.0	0.9752210267983468
20	8.0	23.0	0.011514787248324564
21	8.0	23.0	0.7473495201976186
26	8.0	23.0	0.9071969856411624
30	8.0	23.0	0.8933645068267374
33	8.0	23.0	0.6785248109017754
35	8.0	23.0	0.9749135888175268
36	8.0	23.0	0.9863021036867792
37	8.0	23.0	0.9895083217333892
38	8.0	23.0	0.9867674052021076
39	8.0	23.0	0.9912661590863782
40	8.0	23.0	0.9189368122949388
41	8.0	23.0	0.9468950435788004
42	8.0	23.0	0.6717409621026179
43	8.0	23.0	0.6670059517097778
44	8.0	23.0	0.6491390769720395
45	8.0	23.0	0.5616088877390065
46	8.0	23.0	0.6409934480685446
47	8.0	23.0	0.4176325694976308
22	8.0	24.0	0.005602374347382651
23	8.0	24.0	0.00782781556851107
11	8.0	24.0	0.3133646806771355
24	8.0	24.0	0.00972537335118764
14	8.0	24.0	0.6823065344323164
25	8.0	24.0	0.03682242562687768
32	8.0	24.0	0.0140495068214189
34	8.0	24.0	0.9906857308101116
20	8.0	24.0	0.07256628419282173
26	8.0	24.0	0.5378109699490753
30	8.0	24.0	0.6462695714735539
33	8.0	24.0	0.4777595090560132
35	8.0	24.0	0.9909636842993548
36	8.0	24.0	0.9900407914134488
37	8.0	24.0	0.9892841576810082
38	8.0	24.0	0.987689521298835
39	8.0	24.0	0.991483911376262
40	8.0	24.0	0.9464087141079696
41	8.0	24.0	0.9729774892861012
42	8.0	24.0	0.8344181135691512
43	8.0	24.0	0.7598889877868042
44	8.0	24.0	0.7467546760696303
45	8.0	24.0	0.6817488208759621
46	8.0	24.0	0.7037017213190937
47	8.0	24.0	0.5249761757085999
22	8.0	25.0	0.008760682846025424
23	8.0	25.0	0.009545391600593606
11	8.0	25.0	0.2733368689376013
24	8.0	25.0	0.011273115313694815
31	8.0	25.0	0.007882659808508372
14	8.0	25.0	0.6692046567611878
16	8.0	25.0	0.032625238970104116
17	8.0	25.0	0.054076109151879576
25	8.0	25.0	0.042430338679573465
32	8.0	25.0	0.0226629971010232
34	8.0	25.0	0.9895776218913449
20	8.0	25.0	0.019507638759910097
26	8.0	25.0	0.666744407483315
30	8.0	25.0	0.7830865172822117
33	8.0	25.0	0.6600789187356247
35	8.0	25.0	0.9876957394861796
36	8.0	25.0	0.9868452653135852
37	8.0	25.0	0.9893333282651898
38	8.0	25.0	0.9874843362399834
39	8.0	25.0	0.9928294499790314
40	8.0	25.0	0.933441392246986
41	8.0	25.0	0.9661513593686945
42	8.0	25.0	0.8362556073791257
43	8.0	25.0	0.7579185611066076
44	8.0	25.0	0.7286145635482031
45	8.0	25.0	0.6554414493939265
46	8.0	25.0	0.7876775350994093
47	8.0	25.0	0.5165107252411518
17	8.0	37.0	0.09609000221696302
26	8.0	37.0	0.8163668370044699
30	8.0	37.0	0.7085441300052109
38	8.0	37.0	0.9859034785704436
39	8.0	37.0	0.9922915830870312
46	8.0	37.0	0.7785952629774213
6	8.0	41.0	0.00752452802094562
7	8.0	41.0	0.01124932262696298
8	8.0	41.0	0.9645615082274578
13	8.0	41.0	0.013971179293293244
9	8.0	41.0	0.990428679908562
17	8.0	41.0	0.6647202733586461
18	8.0	41.0	0.6442970889883469
10	8.0	41.0	0.8967732337838532
21	8.0	41.0	0.7603724313838939
26	8.0	41.0	0.9022018760343788
30	8.0	41.0	0.8770675735035603
39	8.0	41.0	0.9915413168944304
6	8.0	43.0	0.00749605595073975
22	8.0	43.0	0.009987453063113784
7	8.0	43.0	0.011593485067637656
23	8.0	43.0	0.010225441204113388
8	8.0	43.0	0.9678808590175104
13	8.0	43.0	0.01597149961822571
24	8.0	43.0	0.012974331734617844
9	8.0	43.0	0.9899094465522796
14	8.0	43.0	0.1828137029489962
17	8.0	43.0	0.7949193322470401
18	8.0	43.0	0.701604439890834
10	8.0	43.0	0.8980743070426582
34	8.0	43.0	0.9299055121831036
21	8.0	43.0	0.7635623494833551
26	8.0	43.0	0.816585284704645
30	8.0	43.0	0.8956909269227928
33	8.0	43.0	0.5768273356470687
35	8.0	43.0	0.9319572007023328
36	8.0	43.0	0.9275055034977762
37	8.0	43.0	0.9531320045335696
38	8.0	43.0	0.9443119711364176
39	8.0	43.0	0.9811972175143844
40	8.0	43.0	0.7827262937280682
41	8.0	43.0	0.8218862032752741
42	8.0	43.0	0.41848795452330667
43	8.0	43.0	0.21369153515606065
44	8.0	43.0	0.18384131635563947
45	8.0	43.0	0.2388295945740691
46	8.0	43.0	0.5983319483006787
47	8.0	43.0	0.27432392401559896
1	8.0	46.0	0.007335911927497863
6	8.0	46.0	0.003363559539142093
22	8.0	46.0	0.003294156526422279
2	8.0	46.0	0.1979912547223404
7	8.0	46.0	0.004076793539850234
23	8.0	46.0	0.0035547073063087174
3	8.0	46.0	0.0802516195929736
8	8.0	46.0	0.45033901382401337
13	8.0	46.0	0.0053996611139384785
24	8.0	46.0	0.004140469513873928
4	8.0	46.0	0.07729407589277186
9	8.0	46.0	0.7268927610579706
14	8.0	46.0	0.05483855312544899
17	8.0	46.0	0.4891283762288085
18	8.0	46.0	0.2431301021076913
5	8.0	46.0	0.09455706317594648
10	8.0	46.0	0.6700512965077748
34	8.0	46.0	0.6234149115058271
20	8.0	46.0	0.008309207765553266
21	8.0	46.0	0.3020445115440254
26	8.0	46.0	0.4069089738159434
30	8.0	46.0	0.5353711025340723
33	8.0	46.0	0.35031186617915044
35	8.0	46.0	0.591003262531213
36	8.0	46.0	0.5860700758075137
37	8.0	46.0	0.578243516379739
38	8.0	46.0	0.572481993613131
39	8.0	46.0	0.7528059380691019
40	8.0	46.0	0.4168868239720333
41	8.0	46.0	0.4489189871179902
42	8.0	46.0	0.16245546080529166
43	8.0	46.0	0.08168938334155268
44	8.0	46.0	0.07194175803964258
45	8.0	46.0	0.06320481349459865
46	8.0	46.0	0.4204443279080101
47	8.0	46.0	0.057856102423288536
22	8.0	47.0	0.007706816971910095
23	8.0	47.0	0.006877828868775303
24	8.0	47.0	0.007862951783699411
14	8.0	47.0	0.08420763371917415
17	8.0	47.0	0.06677577701743129
32	8.0	47.0	0.012362611047178612
20	8.0	47.0	0.011490411994367645
26	8.0	47.0	0.6589483901892996
30	8.0	47.0	0.6585759804321588
33	8.0	47.0	0.3278908963990371
35	8.0	47.0	0.6977145378746087
36	8.0	47.0	0.6905443937982777
37	8.0	47.0	0.8641508455877748
38	8.0	47.0	0.8586880731732076
39	8.0	47.0	0.9191641212297066
40	8.0	47.0	0.5308628766427903
41	8.0	47.0	0.5051264591612475
42	8.0	47.0	0.16847110350651046
43	8.0	47.0	0.07508723905586866
44	8.0	47.0	0.06610262328546204
45	8.0	47.0	0.05513434912600716
46	8.0	47.0	0.5377739110655576
47	8.0	47.0	0.04789189158280336
6	8.0	26.0	0.00592478134064816
22	8.0	26.0	0.006528682503748522
7	8.0	26.0	0.009017064798448488
23	8.0	26.0	0.006918707995037001
8	8.0	26.0	0.9530977742454192
13	8.0	26.0	0.010592587592252822
24	8.0	26.0	0.008023111317923574
9	8.0	26.0	0.9949034422729488
14	8.0	26.0	0.12406487298604466
17	8.0	26.0	0.6287350015652293
