A1	A2	B1	Mean_classification_prob
24.0	36.0	9	0.621878827453052
24.0	36.0	10	0.6720938237017586
24.0	36.0	11	0.6416177303135376
24.0	36.0	12	0.7597824349754511
24.0	36.0	13	0.5646922614139304
24.0	36.0	14	0.6175272109324123
24.0	36.0	17	0.3636103122656831
24.0	36.0	19	0.566146986155236
24.0	36.0	20	0.4083550521866077
24.0	36.0	22	0.3820734466282434
24.0	36.0	23	0.08853604363296824
24.0	36.0	37	0.4652721750842224
24.0	36.0	43	0.1127994614826204
24.0	36.0	47	0.33431407848713635
24.0	36.0	27	0.5046382196219894
24.0	36.0	31	0.14641888224956653
24.0	36.0	32	0.03381389293948292
24.0	36.0	38	0.3311880873485837
24.0	36.0	42	0.06839605642291786
24.0	36.0	44	0.11324481803722902
24.0	36.0	48	0.3329261762110691
24.0	36.0	49	0.3576816543767053
24.0	36.0	50	0.3465475848526033
24.0	36.0	51	0.3460299701888907
24.0	36.0	52	0.3490063601372469
24.0	36.0	53	0.35250292853055765
24.0	36.0	54	0.3673206302488491
24.0	36.0	55	0.3655124142740304
24.0	36.0	56	0.3848231756480156
24.0	36.0	58	0.3248566514038721
24.0	36.0	59	0.32258748316480024
24.0	36.0	60	0.294780780234048
24.0	37.0	34	0.011913073187044269
24.0	37.0	35	0.5810409509267023
24.0	37.0	7	0.4582597416678089
24.0	37.0	8	0.4372927004178509
24.0	37.0	9	0.5707807267946655
24.0	37.0	10	0.6245212250883609
24.0	37.0	11	0.5796341175075388
24.0	37.0	12	0.6727939520331161
24.0	37.0	13	0.5363082008870842
24.0	37.0	14	0.5586622416899565
24.0	37.0	15	0.4567289651047933
24.0	37.0	17	0.3428892211911245
24.0	37.0	19	0.4992843644038197
24.0	37.0	20	0.3858079257305116
24.0	37.0	22	0.34827190275267794
24.0	37.0	23	0.08085113629035735
24.0	37.0	24	0.33389892889454564
24.0	37.0	37	0.43369978220177896
24.0	37.0	43	0.1171104803804549
24.0	37.0	47	0.3169880102867205
24.0	37.0	27	0.4418515416513207
24.0	37.0	31	0.12613539596904838
24.0	37.0	32	0.03015089726547845
24.0	37.0	38	0.3171872780331265
24.0	37.0	42	0.05650885319551409
24.0	37.0	44	0.11055070051407034
24.0	37.0	48	0.3168835017017677
24.0	37.0	49	0.3406078194135901
24.0	37.0	50	0.3272492573591796
24.0	37.0	51	0.3293572806059767
24.0	37.0	52	0.32942719311774515
24.0	37.0	53	0.3313508089554741
24.0	37.0	54	0.33748850019843524
24.0	37.0	55	0.3306035046785894
24.0	37.0	56	0.3373029573832839
24.0	37.0	58	0.3119029690231132
24.0	37.0	59	0.3072389355735154
24.0	37.0	60	0.28234741221899295
24.0	38.0	34	0.011558668386397318
24.0	38.0	35	0.5248720099819677
24.0	38.0	7	0.4246386776405767
24.0	38.0	8	0.35486470916848456
24.0	38.0	9	0.5359451226120754
24.0	38.0	10	0.5752483325605626
24.0	38.0	11	0.559765100311979
24.0	38.0	12	0.6277498965074292
24.0	38.0	13	0.5102340337015955
24.0	38.0	14	0.5150299869302786
24.0	38.0	15	0.4190931128575664
24.0	38.0	17	0.3223641266609566
24.0	38.0	19	0.3935126763432908
24.0	38.0	20	0.34737877888589
24.0	38.0	22	0.3185883902777705
24.0	38.0	23	0.06123940874088511
24.0	38.0	24	0.33045230432728323
24.0	38.0	37	0.4108045711029168
24.0	38.0	43	0.11022966736584686
24.0	38.0	47	0.29731790620838583
24.0	38.0	27	0.4156270891588355
24.0	38.0	31	0.11226358032080586
24.0	38.0	32	0.024666607701082158
24.0	38.0	38	0.29999703251167403
24.0	38.0	42	0.0444655865760273
24.0	38.0	44	0.09942516209803977
24.0	38.0	48	0.29766569908302365
24.0	38.0	50	0.30710688392969065
24.0	38.0	51	0.30957341813081085
24.0	38.0	52	0.3096062267147864
24.0	38.0	53	0.31128526174865234
24.0	38.0	54	0.3128477733770569
24.0	38.0	55	0.3069840087495709
24.0	38.0	56	0.31277389845738585
24.0	38.0	58	0.2956940013882937
24.0	38.0	59	0.28311239876931965
24.0	38.0	60	0.2660844838360981
24.0	39.0	34	0.012720957789005564
24.0	39.0	35	0.4937453101148529
24.0	39.0	7	0.3907984139552064
24.0	39.0	8	0.5018814689399053
24.0	39.0	9	0.5199221885851555
24.0	39.0	10	0.551573414479652
24.0	39.0	11	0.5406164114071831
24.0	39.0	12	0.613329925911525
24.0	39.0	13	0.4678134190708673
24.0	39.0	14	0.4773864171689351
24.0	39.0	15	0.37647122545049705
24.0	39.0	17	0.2870019325647536
24.0	39.0	19	0.4814188952792528
24.0	39.0	20	0.39505831661302
24.0	39.0	22	0.2942178419698035
24.0	39.0	23	0.05264386014332377
24.0	39.0	24	0.2890598291403708
24.0	39.0	37	0.3700785950375747
24.0	39.0	43	0.09175816728299728
24.0	39.0	47	0.2643324625221653
24.0	39.0	27	0.4429874411316337
24.0	39.0	31	0.13788154636534286
24.0	39.0	32	0.02153954462197806
24.0	39.0	38	0.25953834041636714
24.0	39.0	42	0.041417855834200414
24.0	39.0	44	0.0862904341645377
24.0	39.0	48	0.2630566574900958
24.0	39.0	49	0.2907728759165699
24.0	39.0	51	0.271474617459185
24.0	39.0	52	0.2739673141625896
24.0	39.0	53	0.27566493167083245
24.0	39.0	54	0.2784339298608295
24.0	39.0	55	0.2715361520317479
24.0	39.0	56	0.275930703402341
24.0	39.0	58	0.2584976549484669
24.0	39.0	59	0.2998887858142614
24.0	39.0	60	0.23001709143049676
24.0	40.0	34	0.0136709321973329
24.0	40.0	35	0.4441616883353409
24.0	40.0	7	0.34552326502212216
24.0	40.0	8	0.4393922076245143
24.0	40.0	9	0.4682490008253693
24.0	40.0	10	0.5119255599820102
24.0	40.0	11	0.5047126456636206
24.0	40.0	12	0.5834049222666363
24.0	40.0	13	0.43501140691176704
24.0	40.0	14	0.4415052218371767
24.0	40.0	15	0.3262917677254542
24.0	40.0	17	0.2381267563105084
24.0	40.0	19	0.3878530018360045
24.0	40.0	20	0.2643601339417296
24.0	40.0	22	0.2533981678485434
24.0	40.0	23	0.05782317409913156
24.0	40.0	24	0.2476431372420642
24.0	40.0	37	0.318514896159382
24.0	40.0	43	0.0737044270235201
24.0	40.0	47	0.2185239890531873
24.0	40.0	27	0.3261610812304529
24.0	40.0	31	0.07322195239904136
24.0	40.0	32	0.017403153606474573
24.0	40.0	38	0.22173523815454732
24.0	40.0	42	0.04490693986703377
24.0	40.0	44	0.07184725564669013
24.0	40.0	48	0.21740197154753116
24.0	40.0	49	0.24276305228729755
24.0	40.0	50	0.2263022331497509
24.0	40.0	51	0.2258576742606485
24.0	40.0	52	0.2264973272822661
24.0	40.0	53	0.2307774150327029
24.0	40.0	54	0.23379832395953254
24.0	40.0	55	0.22744158027151676
24.0	40.0	56	0.2316271831326914
24.0	40.0	58	0.21731731788780265
24.0	40.0	59	0.21588566453898972
24.0	40.0	60	0.18890030085046736
24.0	41.0	34	0.0072020810903440325
24.0	41.0	35	0.1618948497026319
24.0	41.0	7	0.0713797637573736
24.0	41.0	8	0.11460848033617048
24.0	41.0	9	0.14826717748869833
24.0	41.0	10	0.1986946751996872
24.0	41.0	11	0.13575648727869716
24.0	41.0	12	0.3046523545976079
24.0	41.0	13	0.18800590046971816
24.0	41.0	17	0.04292225376092875
24.0	41.0	19	0.10000541165983967
24.0	41.0	20	0.07729024556581499
24.0	41.0	22	0.10511916620806283
24.0	41.0	23	0.017821025550250117
24.0	41.0	37	0.06408063322780774
24.0	41.0	43	0.017076844399083288
24.0	41.0	47	0.03865518787748288
24.0	41.0	27	0.07558012263642122
24.0	41.0	31	0.024267819285055087
24.0	41.0	32	0.009551386667036126
24.0	41.0	44	0.015275328870426319
24.0	41.0	48	0.03842107147723295
24.0	41.0	49	0.04598098079488765
24.0	41.0	50	0.041177964813862405
24.0	41.0	51	0.04059455372650167
24.0	41.0	52	0.04082192140582061
24.0	41.0	53	0.040994800859139535
24.0	41.0	54	0.045330570950683914
24.0	41.0	55	0.043072715999498815
24.0	41.0	56	0.04509709506048968
24.0	41.0	58	0.03245295473429622
24.0	41.0	59	0.04166847529194599
24.0	41.0	60	0.0288178133387493
24.0	42.0	34	0.007108582736902058
24.0	42.0	35	0.12887826010283154
24.0	42.0	7	0.0560230665869643
24.0	42.0	8	0.08973536388413493
24.0	42.0	9	0.12828823891852514
24.0	42.0	10	0.17299094886393507
24.0	42.0	11	0.11724132082816408
24.0	42.0	12	0.2628688423187583
24.0	42.0	13	0.16406659926852668
24.0	42.0	14	0.1660909625764806
24.0	42.0	15	0.07053978174554558
24.0	42.0	17	0.035767978257436536
24.0	42.0	19	0.0814035771933266
24.0	42.0	20	0.0659798543756569
24.0	42.0	22	0.09044692882962599
24.0	42.0	23	0.01638552471798275
24.0	42.0	24	0.03718989278430766
24.0	42.0	37	0.05010728400742103
24.0	42.0	43	0.015331206073419291
24.0	42.0	47	0.032763286877740966
24.0	42.0	27	0.06091217775592229
24.0	42.0	31	0.022595738125804
24.0	42.0	32	0.009404232817557905
24.0	42.0	38	0.029948174890934036
24.0	42.0	42	0.016057399583313932
24.0	42.0	44	0.014161605509941362
24.0	42.0	48	0.032539969034260256
24.0	42.0	49	0.03885887082559023
24.0	42.0	50	0.03443528415942205
24.0	42.0	52	0.034642781299221534
24.0	42.0	53	0.034925908572539466
24.0	42.0	54	0.03718159461762273
24.0	42.0	55	0.03683080146051807
24.0	42.0	56	0.039009736366681626
24.0	42.0	58	0.02724095537393948
24.0	42.0	59	0.03514931313321354
24.0	42.0	60	0.02421709260361161
24.0	43.0	34	0.0071223142203773815
24.0	43.0	35	0.11939090733053745
24.0	43.0	7	0.045982694010135015
24.0	43.0	8	0.07498327412539067
24.0	43.0	9	0.11541715137975632
24.0	43.0	10	0.15356665017114712
24.0	43.0	11	0.08988612922323616
24.0	43.0	12	0.2649415806768509
24.0	43.0	13	0.15937813818131644
24.0	43.0	14	0.11141687443432244
24.0	43.0	15	0.06580592317417883
24.0	43.0	17	0.03104112947151195
24.0	43.0	19	0.06200520817094012
24.0	43.0	20	0.059710632487250614
24.0	43.0	22	0.07687438300109876
24.0	43.0	23	0.015110576467949803
24.0	43.0	24	0.03193421301165622
24.0	43.0	37	0.042280957321313664
24.0	43.0	43	0.014012364376757949
24.0	43.0	47	0.02852759364483824
24.0	43.0	27	0.0454565524436533
24.0	43.0	31	0.019063897623410642
24.0	43.0	32	0.008647316125556586
24.0	43.0	38	0.027104638338733174
24.0	43.0	42	0.015297536611933928
24.0	43.0	44	0.013039673930150887
24.0	43.0	48	0.028337691819046155
24.0	43.0	49	0.03423108484903276
24.0	43.0	50	0.03004403697188985
24.0	43.0	51	0.0302533224521022
24.0	43.0	53	0.030882299696632438
24.0	43.0	54	0.03303075923122087
24.0	43.0	55	0.030868311977992682
24.0	43.0	56	0.034367402262865
24.0	43.0	58	0.023720047913274856
24.0	43.0	59	0.03041014857982832
24.0	43.0	60	0.021306625144875
24.0	44.0	34	0.006356290098794653
24.0	44.0	35	0.11631905518845613
24.0	44.0	7	0.030764809355652727
24.0	44.0	8	0.052795818687983324
24.0	44.0	9	0.08823197071249295
24.0	44.0	10	0.11925664280482225
24.0	44.0	11	0.0649807299128857
24.0	44.0	12	0.16674284769855996
24.0	44.0	13	0.13750850546132284
24.0	44.0	14	0.08929657621808115
24.0	44.0	15	0.07555713799599995
24.0	44.0	17	0.022136962635419352
24.0	44.0	19	0.03736028338348756
24.0	44.0	20	0.048986508344229324
24.0	44.0	22	0.061433934599720214
24.0	44.0	23	0.01211251144403466
24.0	44.0	24	0.023199138082832426
24.0	44.0	37	0.030356043349876474
24.0	44.0	43	0.011084912314398251
24.0	44.0	47	0.020550801267554583
24.0	44.0	27	0.026537084836327524
24.0	44.0	31	0.015591119437518853
24.0	44.0	32	0.007109060495543123
24.0	44.0	38	0.01881655039855609
24.0	44.0	42	0.0121950382035431
24.0	44.0	44	0.0101967830746602
24.0	44.0	48	0.020385505088943292
24.0	44.0	49	0.026507175079503283
24.0	44.0	50	0.02131988268205047
24.0	44.0	51	0.02155623295072286
24.0	44.0	52	0.02165222367941492
24.0	44.0	54	0.023385719001469088
24.0	44.0	55	0.022043685455496436
24.0	44.0	56	0.02321532211723837
24.0	44.0	58	0.017079784942898243
24.0	44.0	59	0.02166284085442399
24.0	44.0	60	0.015138106517164669
24.0	45.0	34	0.0066085904317350706
24.0	45.0	35	0.11030178128831697
24.0	45.0	7	0.030426624949806132
24.0	45.0	8	0.049372438674607465
24.0	45.0	9	0.08353103995636076
24.0	45.0	10	0.11513569884788664
24.0	45.0	11	0.06504375445998478
24.0	45.0	12	0.14950480512104114
24.0	45.0	13	0.10977270376885692
24.0	45.0	14	0.06994201935124789
24.0	45.0	15	0.0505462541523602
24.0	45.0	17	0.02192190949569639
24.0	45.0	19	0.033589253383619705
24.0	45.0	20	0.0491297018625264
24.0	45.0	22	0.06406828095395557
24.0	45.0	23	0.012451007698887665
24.0	45.0	24	0.022746857524572915
24.0	45.0	37	0.029604617970036388
24.0	45.0	43	0.011309833960076943
24.0	45.0	47	0.02050010240379037
24.0	45.0	27	0.02395501101073617
24.0	45.0	31	0.017042038826526155
24.0	45.0	32	0.006999646949556313
24.0	45.0	38	0.01835238302426721
24.0	45.0	42	0.012627470884051157
24.0	45.0	44	0.010221876911317256
24.0	45.0	48	0.02015968386759236
24.0	45.0	49	0.027767868126419556
24.0	45.0	50	0.0210969470172278
24.0	45.0	51	0.02139903781902897
24.0	45.0	52	0.02149901419749161
24.0	45.0	53	0.02176338729316836
24.0	45.0	55	0.02185111539123693
24.0	45.0	56	0.02302453290838036
24.0	45.0	58	0.016715892919688734
24.0	45.0	59	0.02107624554531676
24.0	45.0	60	0.014860507275655457
24.0	46.0	34	0.009100983656813291
24.0	46.0	35	0.11099145374663136
24.0	46.0	7	0.062279510291088636
24.0	46.0	8	0.31534316654360195
24.0	46.0	9	0.12997044107965744
24.0	46.0	10	0.21617090286178495
24.0	46.0	11	0.14235833618729268
24.0	46.0	12	0.2359732139560395
24.0	46.0	13	0.1561137883899506
24.0	46.0	14	0.11377197202530225
24.0	46.0	15	0.05943048748985606
24.0	46.0	17	0.05171332018297119
24.0	46.0	19	0.08166761062967884
24.0	46.0	20	0.09791668201176318
24.0	46.0	22	0.10576453726164578
24.0	46.0	23	0.01766869815673171
24.0	46.0	24	0.040151706609682314
24.0	46.0	37	0.06401523494453472
24.0	46.0	43	0.016546691659382842
24.0	46.0	47	0.049086089250672135
24.0	46.0	27	0.3217566036068483
24.0	46.0	31	0.02900583300059579
24.0	46.0	32	0.008940006921578626
24.0	46.0	38	0.03431311984042393
24.0	46.0	42	0.021933528671618505
24.0	46.0	44	0.017455943691265054
24.0	46.0	48	0.04840474093614886
24.0	46.0	49	0.06446770083313166
24.0	46.0	50	0.048512924696666064
24.0	46.0	51	0.04869047594178433
24.0	46.0	52	0.048980953658284164
24.0	46.0	53	0.04989637145512628
24.0	46.0	54	0.05094476785747825
24.0	46.0	56	0.05064487827326848
24.0	46.0	58	0.03950190629806533
24.0	46.0	59	0.04651228123629585
24.0	46.0	60	0.0352166879034314
24.0	47.0	34	0.0061605616994283505
24.0	47.0	35	0.059106396735817926
24.0	47.0	7	0.02245159305460492
24.0	47.0	8	0.04461475430658883
24.0	47.0	9	0.05370655777503442
24.0	47.0	10	0.10473154084317696
24.0	47.0	11	0.05739311899961234
24.0	47.0	12	0.11297358612231825
24.0	47.0	13	0.07556191166142785
24.0	47.0	14	0.0577328106252752
24.0	47.0	15	0.03802278343639957
24.0	47.0	17	0.017673499913714967
24.0	47.0	19	0.0247429391502076
24.0	47.0	20	0.03905612256679438
24.0	47.0	22	0.05674107200151659
24.0	47.0	23	0.01066583605826397
24.0	47.0	24	0.01900457960162146
24.0	47.0	37	0.02457249771072325
24.0	47.0	43	0.009675976622897394
24.0	47.0	47	0.016704823341887255
24.0	47.0	27	0.017988303214256658
24.0	47.0	31	0.014963929416014756
24.0	47.0	32	0.006266029178127856
24.0	47.0	38	0.01433329888660384
24.0	47.0	42	0.011198256099663306
24.0	47.0	44	0.008769402486485695
24.0	47.0	48	0.016356438680887018
24.0	47.0	49	0.02243143062365436
24.0	47.0	50	0.016921843509540048
24.0	47.0	51	0.017134352641549062
24.0	47.0	52	0.01721596374401033
24.0	47.0	53	0.017462178613597622
24.0	47.0	54	0.01796241407440407
24.0	47.0	55	0.01757498126608236
24.0	47.0	58	0.013122855368892595
24.0	47.0	59	0.015788113365015084
24.0	47.0	60	0.01159277850727982
4.0	28.0	8	0.7710123803991155
4.0	28.0	9	0.7305829412662229
4.0	28.0	10	0.5991451802960464
4.0	28.0	11	0.6834354522217277
4.0	28.0	13	0.6271720595990903
4.0	28.0	14	0.5283201578112291
4.0	28.0	19	0.8210071751421092
4.0	28.0	20	0.5614975072856259
4.0	28.0	21	0.7689321548579363
4.0	28.0	22	0.4370334437383753
4.0	28.0	23	0.07660916765462998
4.0	28.0	27	0.7354925487406322
4.0	28.0	28	0.4247286217814546
4.0	28.0	29	0.6770944499786612
4.0	28.0	30	0.22266903993912804
4.0	28.0	31	0.20394528225352326
4.0	28.0	32	0.09405965678198153
4.0	28.0	42	0.05079261791365128
4.0	28.0	44	0.22746004724595814
4.0	28.0	48	0.4773891740742285
4.0	28.0	58	0.5633601023569423
4.0	28.0	59	0.5686845220155059
4.0	28.0	60	0.5676781825547759
9.0	28.0	34	0.017852047208483615
9.0	28.0	35	0.2525512660401342
9.0	28.0	39	0.06064249118584562
9.0	28.0	7	0.1228728833393374
9.0	28.0	8	0.7811671773693246
9.0	28.0	9	0.8081804133663266
9.0	28.0	10	0.8216976778069998
9.0	28.0	11	0.8160111346411996
9.0	28.0	12	0.4910235364918462
9.0	28.0	13	0.652657592708453
9.0	28.0	14	0.6010558719109687
9.0	28.0	15	0.10485589922301336
9.0	28.0	36	0.14010197297378504
9.0	28.0	45	0.1023571161098436
9.0	28.0	17	0.0912549568263274
9.0	28.0	19	0.761768576546378
9.0	28.0	20	0.5646857584218979
9.0	28.0	22	0.5048494126124113
9.0	28.0	23	0.19537359449482888
9.0	28.0	24	0.06300849682027926
9.0	28.0	37	0.09115805388705184
9.0	28.0	43	0.02670122950107958
9.0	28.0	46	0.0926050748586034
9.0	28.0	47	0.08437575199054771
9.0	28.0	26	0.4203881093784991
9.0	28.0	27	0.6506716385946123
9.0	28.0	31	0.23075877115626944
9.0	28.0	32	0.0477798231351857
9.0	28.0	38	0.0601321815478108
9.0	28.0	42	0.09356930572607372
9.0	28.0	44	0.15428372490306694
9.0	28.0	48	0.4678111689633087
9.0	28.0	49	0.09263047361330544
9.0	28.0	50	0.08460428512435529
9.0	28.0	51	0.08399564471960225
9.0	28.0	52	0.08415730157016194
9.0	28.0	53	0.08436679018456802
9.0	28.0	54	0.09001143998812333
9.0	28.0	55	0.0843140459230929
9.0	28.0	56	0.09095114621317804
9.0	28.0	57	0.2542861472481778
9.0	28.0	58	0.3711208281713987
9.0	28.0	59	0.382738512792187
9.0	28.0	60	0.3757921736670097
14.0	28.0	27	0.02329036666836392
14.0	28.0	31	0.012351480912909416
14.0	28.0	58	0.01124990624704403
14.0	28.0	59	0.01636242391901541
14.0	28.0	60	0.01051432836401495
17.0	28.0	34	0.02902925575621313
17.0	28.0	35	0.08110449030318012
17.0	28.0	39	0.09475333218215884
17.0	28.0	7	0.05880343601630519
17.0	28.0	8	0.42927046755868004
17.0	28.0	9	0.4764151297982716
17.0	28.0	10	0.4598183528264673
17.0	28.0	11	0.4612147887324784
17.0	28.0	12	0.10671352063720284
17.0	28.0	13	0.35530893741878944
17.0	28.0	14	0.3792785540690517
17.0	28.0	36	0.07121786212292754
17.0	28.0	45	0.09006911246666152
17.0	28.0	17	0.0560731947639439
17.0	28.0	18	0.4732879017145995
17.0	28.0	19	0.43084025980117796
17.0	28.0	20	0.3169842212669496
17.0	28.0	21	0.7739182896761035
17.0	28.0	22	0.2940307622085338
17.0	28.0	23	0.15819479752518514
17.0	28.0	37	0.056695667686284736
17.0	28.0	41	0.5188110717733401
17.0	28.0	46	0.08130256755195263
17.0	28.0	47	0.05563178595361984
17.0	28.0	26	0.334699518845782
17.0	28.0	27	0.3516272668921345
17.0	28.0	28	0.3598526583244471
17.0	28.0	29	0.7041038301258172
17.0	28.0	30	0.2656306705851858
17.0	28.0	31	0.14202456295870594
17.0	28.0	32	0.03231045850196214
17.0	28.0	38	0.0583107937626429
17.0	28.0	42	0.07092153791274362
17.0	28.0	44	0.11588527452045347
17.0	28.0	48	0.16560595611325798
17.0	28.0	49	0.058567816798333124
17.0	28.0	50	0.05592691294670419
17.0	28.0	51	0.05728211424358558
17.0	28.0	52	0.057521036298616775
17.0	28.0	53	0.05780633163863452
17.0	28.0	54	0.05781860667187243
17.0	28.0	55	0.05889694247010384
17.0	28.0	56	0.05775140715861363
17.0	28.0	57	0.21399769756996453
17.0	28.0	58	0.2019813514520402
17.0	28.0	59	0.21076929600320526
17.0	28.0	60	0.21110786722106967
18.0	28.0	34	0.006618620395200061
18.0	28.0	35	0.019222266403781062
18.0	28.0	39	0.025462100909166976
18.0	28.0	7	0.008668849345155057
18.0	28.0	8	0.0909182087620954
18.0	28.0	9	0.11486911389408586
18.0	28.0	10	0.14310657688323875
18.0	28.0	11	0.12441195547595985
18.0	28.0	12	0.03571556104530383
18.0	28.0	13	0.11978969573976027
18.0	28.0	14	0.10974438948175276
18.0	28.0	15	0.012783856409744108
18.0	28.0	36	0.014543081258849231
18.0	28.0	45	0.014486800016260187
18.0	28.0	17	0.007917397400014728
18.0	28.0	19	0.0755495413364027
18.0	28.0	20	0.06285794975634768
18.0	28.0	22	0.07113847769731901
18.0	28.0	23	0.020627500904944
18.0	28.0	24	0.008289686774359631
18.0	28.0	37	0.008976451910697153
18.0	28.0	43	0.006056523463734572
18.0	28.0	46	0.00567490212085956
18.0	28.0	47	0.007558786517003616
18.0	28.0	26	0.042824355714715504
18.0	28.0	27	0.05229610992105997
18.0	28.0	31	0.019871810930562013
18.0	28.0	32	0.008310251039442464
18.0	28.0	38	0.007217826330068569
18.0	28.0	42	0.010001593281991327
18.0	28.0	44	0.020669930317550912
18.0	28.0	48	0.031238692416552614
18.0	28.0	49	0.009919581884482814
18.0	28.0	50	0.007441573389252939
18.0	28.0	51	0.007411704436324679
18.0	28.0	52	0.007505194060956644
18.0	28.0	53	0.007596444009926201
18.0	28.0	54	0.00760682718804817
18.0	28.0	55	0.0076456228470856095
18.0	28.0	56	0.007540814868898669
18.0	28.0	57	0.025975981895269947
18.0	28.0	58	0.024429572653569848
18.0	28.0	59	0.029217982016219706
18.0	28.0	60	0.023657527823441944
5.0	28.0	8	0.8907993760572438
5.0	28.0	9	0.7342986133120544
5.0	28.0	10	0.5822849181660528
5.0	28.0	11	0.6847111382388902
5.0	28.0	13	0.5842496355469852
5.0	28.0	14	0.5791532506908909
5.0	28.0	19	0.8933912725449938
5.0	28.0	20	0.5866548308351635
5.0	28.0	21	0.7001353433439589
5.0	28.0	22	0.4456995891531035
5.0	28.0	23	0.17605793591813526
5.0	28.0	27	0.811689693758136
5.0	28.0	28	0.346478938908057
5.0	28.0	29	0.4916613462751019
5.0	28.0	30	0.13292724368278486
5.0	28.0	31	0.2081858663093389
5.0	28.0	32	0.11063681246525696
5.0	28.0	42	0.10374569382429973
5.0	28.0	44	0.3312246230044453
5.0	28.0	48	0.6403246679935596
5.0	28.0	58	0.6512448381048281
5.0	28.0	59	0.6545053004935389
5.0	28.0	60	0.6561049910478643
10.0	28.0	34	0.02364132318824301
10.0	28.0	35	0.8547522311982121
10.0	28.0	39	0.04945105939648557
10.0	28.0	7	0.708555597308805
10.0	28.0	8	0.9153523041504058
10.0	28.0	9	0.9270666172981658
10.0	28.0	10	0.8941897099837934
10.0	28.0	11	0.8533422793132475
10.0	28.0	12	0.9435468998508034
10.0	28.0	13	0.5434711725405745
10.0	28.0	14	0.498653953113073
10.0	28.0	15	0.6700960557303456
10.0	28.0	36	0.8925411588773612
10.0	28.0	45	0.1365904282402273
10.0	28.0	17	0.5517359986082279
10.0	28.0	19	0.921396260387052
10.0	28.0	20	0.7214068521288747
10.0	28.0	22	0.6135968699373715
10.0	28.0	23	0.2945142246498478
10.0	28.0	24	0.5516840111543967
10.0	28.0	37	0.7099852840341314
10.0	28.0	43	0.19171470734054416
10.0	28.0	46	0.12995552354409282
10.0	28.0	47	0.5059779726856803
10.0	28.0	26	0.5621874522673433
10.0	28.0	27	0.829112537945642
10.0	28.0	31	0.3160792726586505
10.0	28.0	32	0.09208025591089336
10.0	28.0	38	0.4625306378557299
10.0	28.0	42	0.16840076921072966
10.0	28.0	44	0.2845672699510076
10.0	28.0	48	0.6701088208305391
10.0	28.0	49	0.5393008153626533
10.0	28.0	50	0.5260192675727223
10.0	28.0	51	0.5285622951207261
10.0	28.0	52	0.5337928161939532
10.0	28.0	53	0.537204306757807
10.0	28.0	54	0.5404205174013068
10.0	28.0	55	0.5541292361259845
10.0	28.0	56	0.5667348220339155
10.0	28.0	57	0.40304508822415375
10.0	28.0	58	0.5559276410845854
10.0	28.0	59	0.5611818876247502
10.0	28.0	60	0.5643201541986389
28.0	34.0	39	0.06667297656523326
28.0	34.0	26	0.4853426331329812
28.0	34.0	27	0.4934671284198374
28.0	34.0	31	0.2027993551224189
28.0	34.0	57	0.30301380656747745
28.0	34.0	58	0.30503734295640866
28.0	34.0	59	0.321246933333396
28.0	34.0	60	0.2989930365545284
19.0	28.0	34	0.007714411206939169
19.0	28.0	35	0.033976028802033736
19.0	28.0	36	0.017788382461688134
19.0	28.0	17	0.014215415156851603
19.0	28.0	47	0.014489880916441187
19.0	28.0	27	0.012556763414843145
19.0	28.0	31	0.011664214168883764
19.0	28.0	44	0.010211074475065777
19.0	28.0	48	0.013535844491122582
19.0	28.0	51	0.013468807277662672
19.0	28.0	52	0.013600604707356741
19.0	28.0	53	0.013777878339649031
19.0	28.0	54	0.01379259607693988
19.0	28.0	56	0.013701324941758974
19.0	28.0	58	0.010856822874723565
19.0	28.0	59	0.011812137963537113
19.0	28.0	60	0.010156109794710074
20.0	28.0	34	0.007642236770487086
20.0	28.0	35	0.054488591240380815
20.0	28.0	17	0.014242161697083491
20.0	28.0	47	0.014815118911721587
20.0	28.0	31	0.011953701506322271
20.0	28.0	44	0.010184795394765741
20.0	28.0	48	0.013654577610845993
20.0	28.0	51	0.013508188353296922
20.0	28.0	52	0.01363992436809452
20.0	28.0	53	0.013811926635103515
20.0	28.0	54	0.01382642355564758
20.0	28.0	56	0.013734019382263969
20.0	28.0	58	0.011422310646536976
20.0	28.0	59	0.011610648697761369
20.0	28.0	60	0.010466121166692368
21.0	28.0	34	0.008739567103510353
21.0	28.0	35	0.03456992767925399
21.0	28.0	39	0.04727873620159325
21.0	28.0	7	0.018821077246377427
21.0	28.0	8	0.3344952564599242
21.0	28.0	9	0.3689246965808717
21.0	28.0	10	0.39453556675682855
21.0	28.0	11	0.36908003879478657
21.0	28.0	12	0.05796111547981909
21.0	28.0	13	0.3198955042044305
21.0	28.0	14	0.33298923961703925
21.0	28.0	15	0.02110023623078959
21.0	28.0	36	0.06411988146194099
21.0	28.0	45	0.020334193070236928
21.0	28.0	17	0.015577987875881563
21.0	28.0	19	0.2902369872005122
21.0	28.0	20	0.22512115025644133
21.0	28.0	22	0.22136097074747976
21.0	28.0	23	0.08675638312711066
21.0	28.0	24	0.017381563058453054
21.0	28.0	37	0.016544903384655304
21.0	28.0	43	0.011548323960987952
21.0	28.0	46	0.011696629932278851
21.0	28.0	47	0.014867010596792529
21.0	28.0	26	0.14292608946804547
21.0	28.0	27	0.21342496804070132
21.0	28.0	31	0.08264089256886452
21.0	28.0	32	0.018330205290458482
21.0	28.0	38	0.01327529030570478
21.0	28.0	42	0.0387073270768844
