A1Num	B1Num	B2Num	Mean_classification_prob
1	15	10	0.242715040269298
14	15	30	0.2247043875742283
13	15	19	0.20900027639179694
1	15	43	0.1946929133813652
14	15	13	0.1924154778192919
15	15	4	0.1906285633839534
9	15	19	0.18072489734887864
13	15	28	0.1791463988175989
8	15	19	0.17099285415180318
3	15	28	0.1689696317304137
11	15	34	0.14943346433093388
14	15	28	0.14906780220125915
4	15	28	0.1489378402121345
1	15	28	0.14647544593355588
15	15	12	0.14313684350281666
7	15	34	0.13896912688178353
10	15	19	0.13333485360933034
5	15	28	0.12405245744487305
6	15	34	0.12230860058877158
14	15	19	0.11653985750639645
14	15	31	0.09713180370294296
10	15	12	0.09529623951275294
1	15	44	0.09378765447630633
16	15	19	0.08755080901470898
15	15	28	0.05361445241355746
15	15	19	0.05010647177473709
11	15	6	0.048885406281401804
11	15	7	0.040571131892324204
7	15	7	0.039880076286379934
7	15	6	0.038841541779245516
11	15	20	0.03554742595232605
11	15	4	0.03233358275246105
7	15	12	0.0271682963371807
7	15	20	0.026654759774829576
11	15	16	0.02583333549039651
11	15	12	0.024607127218709564
11	15	23	0.024328444803625456
11	15	29	0.0222559948866256
11	15	21	0.021803014372913414
7	15	16	0.021456817453680426
7	15	23	0.02024461219697303
6	15	12	0.019786094319741144
7	15	21	0.0191660595683278
7	15	29	0.018488373888748674
6	15	16	0.01831937096660353
6	15	23	0.017360652259092342
7	15	1	0.016203810745720856
7	15	19	0.016171029754635084
6	15	29	0.016075511371153574
7	15	4	0.015752844488082774
11	15	19	0.014636227508954894
11	15	22	0.0139811592999411
6	15	21	0.013232790014030028
6	15	7	0.01316303588094651
7	15	17	0.013056860569936372
11	15	17	0.012763554916194741
11	15	1	0.012642672103261728
7	15	22	0.012543911948212406
6	15	6	0.012043268329312122
6	15	20	0.01178315935285977
7	15	28	0.011717118644091971
7	15	32	0.011613109808650482
7	15	8	0.01155822664981777
6	15	19	0.011326464835810571
11	15	28	0.010754287001243758
11	15	8	0.010059342400342902
6	15	17	0.009928602722178107
6	15	22	0.009838385187010464
6	15	1	0.00983275080584864
6	15	4	0.009635805439872065
11	15	32	0.009238258183647716
6	15	8	0.00909623587482644
6	15	32	0.00886953578218323
6	15	28	0.007294959170694353
11	15	39	0.006694247929359561
11	15	36	0.006673208049828136
11	15	38	0.006648290263248442
11	15	37	0.006647767881823939
11	15	41	0.006509276073733935
11	15	40	0.006412839086919321
11	15	35	0.0063315550797161365
7	15	38	0.0063056107775060705
7	15	37	0.006305045619439906
7	15	39	0.006304923037941159
7	15	36	0.006291807362599676
11	15	33	0.006264375364117488
7	15	41	0.006043270630290257
7	15	35	0.005950172700014328
7	15	33	0.005858957676196084
7	15	40	0.00584939843752436
