SimulatedComposition	O p-band center (eV)	Predicted Log k* (cm/s)	Bandgap	Charge transfer gap (eV)	Ehull	Formation energy
"La4Ca4Co4Ni4O24
"	-2.131	-5.3756	0	0	"177.317832168
"	"-1.34457285296
"
"Pr4Ca4Co4Ni4O24
"	-1.919	-4.6663	0	0	"184.516538918
"	"-1.30187138721
"
"Sr4Ca4Co4Ni4O24
"	-1.633	-3.7094	0	0	"247.005095074
"	"-1.00440965221
"
"Y4Ca4Co4Ni4O24
"	-2.059	-5.1347	0	0	"280.854292168
"	"-1.26388682721
"
"Ba4Ca4Mn7Co1O24
"	-1.628	-3.6927	0	0	"206.610133579
"	"-1.47141067457
"
"La4Ca4Mn7Co1O24
"	-2.636	-7.0652	0	0.215	"96.9267962097
"	"-1.86360098832
"
"Pr4Ca4Mn7Co1O24
"	-2.263	-5.8172	0	0.188	"103.456135482
"	"-1.81705877257
"
"Sr4Ca4Mn7Co1O24
"	-1.724	-4.0139	0	0	"154.641811103
"	"-1.54044703757
"
"Y4Ca4Mn7Co1O24
"	-2.499	-6.6069	0	0.218	"192.088746793
"	"-1.77506496257
"
"Ba4Ca4Mn6Co2O24
"	-1.544	-3.4116	0	0	"198.592673799
"	"-1.43212441416
"
"La4Ca4Mn6Co2O24
"	-2.607	-6.9682	0	0	"100.117426727
"	"-1.81944422791
"
"Pr4Ca4Mn6Co2O24
"	-2.354	-6.1217	0	0	"98.3944607723
"	"-1.77440376216
"
"Sr4Ca4Mn6Co2O24
"	-1.763	-4.1443	0	0	"141.921101323
"	"-1.50586402716
"
"Y4Ca4Mn6Co2O24
"	-2.536	-6.7306	0	0	"193.969855727
"	"-1.73029195216
"
"Pr4Ca4Mn4Co4O24
"	-2.203	-5.6165	0.38	0.411	"88.4773613525
"	"-1.68888749134
"
"Sr4Ca4Mn4Co4O24
"	-1.737	-4.0574	0	0.161	"140.265181764
"	"-1.41291250634
"
"Y4Ca4Mn4Co4O24
"	-2.326	-6.028	0.345	0.376	"187.885254882
"	"-1.64618093134
"
"Ba4Ca4Mn7Fe1O24
"	-1.538	-3.3915	0	0	"192.712755435
"	"-1.51768645995
"
"La4Ca4Mn7Fe1O24
"	-2.535	-6.7273	0	0.345	"94.433508918
"	"-1.9011995237
"
"Pr4Ca4Mn7Fe1O24
"	-2.261	-5.8106	0	0.318	"100.763646126
"	"-1.85586055795
"
"Sr4Ca4Mn7Fe1O24
"	-1.727	-4.0239	0	0	"135.408932958
"	"-1.59205832295
"
"Y4Ca4Mn7Fe1O24
"	-2.469	-6.5065	0	0.351	"188.51316397
"	"-1.80991599795
"
"Ba4Ca4Mn6Fe2O24
"	-1.451	-3.1005	0	0	"192.01041751
"	"-1.50346348491
"
"La4Ca4Mn6Fe2O24
"	-2.56	-6.8109	0	0.103	"94.837602144
"	"-1.89493454866
"
"Pr4Ca4Mn6Fe2O24
"	-2.281	-5.8775	0	0.106	"95.4547320607
"	"-1.84956208291
"
"Sr4Ca4Mn6Fe2O24
"	-1.654	-3.7797	0	0	"131.977595034
"	"-1.58056434791
"
"Y4Ca4Mn6Fe2O24
"	-2.504	-6.6236	0	0.14	"183.449190081
"	"-1.80336352291
"
"Ba4Ca4Mn7Ni1O24
"	-1.526	-3.3514	0	0.279	"213.33322768
"	"-1.43966003395
"
"La4Ca4Mn7Ni1O24
"	-2.427	-6.366	0	0.305	"102.79458377
"	"-1.8318143477
"
"Pr4Ca4Mn7Ni1O24
"	-2.149	-5.4358	0	0	"108.425979583
"	"-1.78706138195
"
"Sr4Ca4Mn7Ni1O24
"	-1.639	-3.7295	0	0.358	"159.401405204
"	"-1.51065989695
"
"Y4Ca4Mn7Ni1O24
"	-2.301	-5.9444	0	0.311	"197.309000251
"	"-1.74702307195
"
"Ba4Ca4Mn6Ni2O24
"	-1.473	-3.1741	0	0	"234.968862002
"	"-1.34569313291
"
"La4Ca4Mn6Ni2O24
"	-2.286	-5.8942	0	0.114	"116.278718092
"	"-1.74599894666
"
"Pr4Ca4Mn6Ni2O24
"	-2.005	-4.954	0	0	"121.127398975
"	"-1.70161573091
"
"Sr4Ca4Mn6Ni2O24
"	-1.567	-3.4886	0	0	"185.807039526
"	"-1.41192299591
"
"Y4Ca4Mn6Ni2O24
"	-2.119	-5.3355	0	0.117	"216.454612644
"	"-1.66216392091
"
"Ba4Ca4Mn4Ni4O24
"	-1.379	-2.8596	0	1.195	"313.722880645
"	"-1.12227658084
"
"La4Ca4Mn4Ni4O24
"	-1.99	-4.9038	0	0.964	"154.707610893
"	"-1.56104764459
"
"Pr4Ca4Mn4Ni4O24
"	-1.713	-3.9771	0	0.986	"160.233987758
"	"-1.51702067884
"
"Sr4Ca4Mn4Ni4O24
"	-1.486	-3.2176	0	0.877	"240.576558169
"	"-1.21249094384
"
"Y4Ca4Mn4Ni4O24
"	-1.774	-4.1811	0	1.057	"259.086381287
"	"-1.47486961884
"
"Ba4Ca4Ni7Co1O24
"	-1.505	-3.2811	0	0	"354.737751878
"	"-0.779144367331
"
"La4Ca4Ni7Co1O24
"	-2.062	-5.1447	0	0	"253.019864472
"	"-1.19378818108
"
"Pr4Ca4Ni7Co1O24
"	-1.824	-4.3484	0	0	"259.216571222
"	"-1.15208871533
"
"Sr4Ca4Ni7Co1O24
"	-1.626	-3.686	0	0	"329.042834288
"	"-0.833985480331
"
"Y4Ca4Ni7Co1O24
"	-1.936	-4.7232	0	0	"353.349574472
"	"-1.11630890533
"
"Ba4Ca4Ni6Co2O24
"	-1.546	-3.4183	0	0	"364.707101324
"	"-0.822637507956
"
"La4Ca4Ni6Co2O24
"	-2.088	-5.2317	0	0	"238.522270371
"	"-1.23331332171
"
"Pr4Ca4Ni6Co2O24
"	-1.841	-4.4053	0	0	"245.488977121
"	"-1.19084385596
"
"Sr4Ca4Ni6Co2O24
"	-1.687	-3.8901	0	0	"315.514875145
"	"-0.878091870956
"
"Y4Ca4Ni6Co2O24
"	-1.889	-4.5659	0	0	"338.955480371
"	"-1.15573054596
"
"Ba4Ca4Ni4Co4O24
"	-1.529	-3.3614	0	0	"330.939913121
"	"-0.906459789206
"
"La4Ca4Ni4Co4O24
"	-2.17	-5.5061	0	0	"179.999332168
"	"-1.34189135296
"
"Pr4Ca4Ni4Co4O24
"	-1.95	-4.77	0	0	"186.717788918
"	"-1.29967013721
"
"Sr4Ca4Ni4Co4O24
"	-1.637	-3.7228	0	0	"250.995845074
"	"-1.00041890221
"
"Y4Ca4Ni4Co4O24
"	-1.651	-3.7696	0	0.2	"144.889042168
"	"-1.39985207721
"
"Ba4Ca4Fe1Ni7O24
"	-1.491	-3.2343	0	0	"332.21213694
"	"-0.817964402706
"
"La4Ca4Fe1Ni7O24
"	-2.066	-5.1581	0	0	"252.001050484
"	"-1.23078596646
"
"Pr4Ca4Fe1Ni7O24
"	-1.816	-4.3217	0	0	"258.640046797
"	"-1.18918750071
"
"Sr4Ca4Fe1Ni7O24
"	-1.613	-3.6425	0	0	"317.205543003
"	"-0.880811515706
"
"Y4Ca4Fe1Ni7O24
"	-1.927	-4.6931	0	0	"350.052570547
"	"-1.15325269071
"
"Ba4Ca4Fe2Ni6O24
"	-1.499	-3.2611	0	0.12	"317.356871449
"	"-0.902576578706
"
"La4Ca4Fe2Ni6O24
"	-2.038	-5.0644	0	0	"230.917642395
"	"-1.31287589246
"
"Pr4Ca4Fe2Ni6O24
"	-1.797	-4.2581	0	0	"238.98817827
"	"-1.27038917671
"
"Sr4Ca4Fe2Ni6O24
"	-1.632	-3.706	0	0.482	"298.525792574
"	"-0.965058441706
"
"Y4Ca4Fe2Ni6O24
"	-1.957	-4.7934	0	0	"328.54172252
"	"-1.23343786671
"
"Ba4Ca4Mn1Ni7O24
"	-1.479	-3.1941	0	0	"349.605405068
"	"-0.82397937774
"
"La4Ca4Mn1Ni7O24
"	-2.074	-5.1849	0	0	"247.474246653
"	"-1.24779994149
"
"Pr4Ca4Mn1Ni7O24
"	-1.823	-4.3451	0	0	"252.611495932
"	"-1.20641047574
"
"Sr4Ca4Mn1Ni7O24
"	-1.575	-3.5153	0	0	"323.63415062
"	"-0.89483749074
"
"Y4Ca4Mn1Ni7O24
"	-1.885	-4.5525	0	0	"346.902034252
"	"-1.17006016574
"
"Ba4Ca4Mn2Ni6O24
"	-1.451	-3.1005	0	0	"346.087907705
"	"-0.920662028775
"
"La4Ca4Mn2Ni6O24
"	-2.036	-5.0577	0	0	"218.137284733
"	"-1.35063059252
"
"Pr4Ca4Mn2Ni6O24
"	-1.769	-4.1644	0	0	"223.307826541
"	"-1.30845837677
"
"Sr4Ca4Mn2Ni6O24
"	-1.547	-3.4217	0	0	"305.414507809
"	"-0.999078891775
"
"Y4Ca4Mn2Ni6O24
"	-1.85	-4.4354	0	0	"318.43464993
"	"-1.27085881677
"
"Pr4Ca4Mn4Ni4O24
"	-1.718	-3.9938	0	0.947	"164.002237758
"	"-1.51325242884
"
"Ba4Sr4Fe1Co7O24
"	-1.609	-3.6291	0	0	"120.403529576
"	"-1.22320472108
"
"Ca4Sr4Fe1Co7O24
"	-1.929	-4.6997	0	0	"141.453455481
"	"-1.24322850008
"
"La4Sr4Fe1Co7O24
"	-2.578	-6.8712	0	0	"71.0448978223
"	"-1.55987628483
"
"Pr4Sr4Fe1Co7O24
"	-2.272	-5.8474	0	0	"85.4936441348
"	"-1.51046806908
"
"Y4Sr4Fe1Co7O24
"	-1.954	-4.7834	0	0	"89.577908623
"	"-1.56137175908
"
"Ca4Sr4Fe2Co6O24
"	-1.888	-4.5626	0	0	"142.826192293
"	"-1.27501278546
"
"La4Sr4Fe2Co6O24
"	-2.438	-6.4028	0	0	"78.9063338342
"	"-1.58799382021
"
"Pr4Sr4Fe2Co6O24
"	-2.214	-5.6533	0	0	"84.9348697092
"	"-1.54754910446
"
"Y4Sr4Fe2Co6O24
"	-1.892	-4.576	0	0	"104.459645435
"	"-1.57964704446
"
"Ba4Sr4Mn1Co7O24
"	-1.589	-3.5622	0	0	"124.842572407
"	"-1.23835394612
"
"Ca4Sr4Mn1Co7O24
"	-1.922	-4.6763	0	0	"144.154498313
"	"-1.26011572512
"
"La4Sr4Mn1Co7O24
"	-2.586	-6.8979	0	0	"68.4009027332
"	"-1.58071425987
"
"Pr4Sr4Mn1Co7O24
"	-2.14	-5.4057	0	0	"79.9859482049
"	"-1.53219879412
"
"Y4Sr4Mn1Co7O24
"	-1.948	-4.7633	0	0	"88.5969514549
"	"-1.58194098412
"
"Ba4Sr4Mn2Co6O24
"	-1.545	-3.415	0	0	"134.599602052
"	"-1.28134220652
"
"Ca4Sr4Mn2Co6O24
"	-1.804	-4.2815	0	0	"150.042027957
"	"-1.30697348552
"
"La4Sr4Mn2Co6O24
"	-2.46	-6.4764	0	0.121	"55.9498436559
"	"-1.64733827027
"
"Pr4Sr4Mn2Co6O24
"	-2.028	-5.031	0.194	0.226	"65.6442278493
"	"-1.59928580452
"
"Y4Sr4Mn2Co6O24
"	-2.187	-5.563	0.225	0.257	"170.005981099
"	"-1.55327724452
"
"Ca4Sr4Mn4Co4O24
"	-1.73	-4.0339	0	0	"138.575931764
"	"-1.41460175634
"
"Ba4Sr4Co7Ni1O24
"	-1.559	-3.4618	0	0	"148.873886864
"	"-1.13654979508
"
"Ca4Sr4Co7Ni1O24
"	-1.846	-4.422	0	0	"179.65931277
"	"-1.14683807408
"
"La4Sr4Co7Ni1O24
"	-2.323	-6.018	0	0	"79.3248059118
"	"-1.49058985883
"
"Pr4Sr4Co7Ni1O24
"	-1.839	-4.3986	0	0	"89.5472626618
"	"-1.44486464308
"
"Y4Sr4Co7Ni1O24
"	-1.85	-4.4354	0	0	"109.381015912
"	"-1.48338408308
"
"Ba4Sr4Co6Ni2O24
"	-1.52	-3.3313	0	0	"182.220980966
"	"-1.07817515446
"
"Ca4Sr4Co6Ni2O24
"	-1.836	-4.3886	0	0	"213.365656871
"	"-1.08810418346
"
"La4Sr4Co6Ni2O24
"	-2.231	-5.7102	0	0	"97.3721500131
"	"-1.44751496821
"
"Pr4Sr4Co6Ni2O24
"	-1.939	-4.7332	0	0	"118.314106763
"	"-1.39107025246
"
"Y4Sr4Co6Ni2O24
"	-1.888	-4.5626	0	0	"123.035360013
"	"-1.44470219246
"
"Ba4Sr4Co4Ni4O24
"	-1.377	-2.8529	0	0	"223.624761037
"	"-0.978963373206
"
"Ca4Sr4Co4Ni4O24
"	-1.63	-3.6994	0	0	"244.800345074
"	"-1.00661440221
"
"La4Sr4Co4Ni4O24
"	-2.121	-5.3421	0	0	"136.443088216
"	"-1.35838893696
"
"Pr4Sr4Co4Ni4O24
"	-1.698	-3.9269	0	0.121	"139.928044966
"	"-1.31940122121
"
"Y4Sr4Co4Ni4O24
"	-1.682	-3.8733	0	0	"147.525298216
"	"-1.37015716121
"
"Ba4Sr4Mn7Co1O24
"	-1.442	-3.0703	0	0	"162.784212621
"	"-1.49830275857
"
"Ca4Sr4Mn7Co1O24
"	-1.718	-3.9938	0	0	"151.898311103
"	"-1.54319053757
"
"La4Sr4Mn7Co1O24
"	-2.447	-6.4329	0	0.245	"60.2850907134
"	"-1.88707032232
"
"Pr4Sr4Mn7Co1O24
"	-2.047	-5.0946	0	0.256	"64.0241718081
"	"-1.83968710657
"
"Y4Sr4Mn7Co1O24
"	-2.098	-5.2652	0	0	"55.5045541958
"	"-1.89039454657
"
"Ba4Sr4Mn6Co2O24
"	-1.414	-2.9767	0	0	"165.109729704
"	"-1.45074549816
"
"Ca4Sr4Mn6Co2O24
"	-1.765	-4.151	0	0	"139.231351323
"	"-1.50855377716
"
"La4Sr4Mn6Co2O24
"	-2.445	-6.4262	0	0	"59.5241562349
"	"-1.84232881191
"
"Pr4Sr4Mn6Co2O24
"	-1.924	-4.683	0	0	"64.5557198987
"	"-1.79201684616
"
"Y4Sr4Mn6Co2O24
"	-2.325	-6.0247	0	0	"158.202912866
"	"-1.74372178616
"
"Ba4Sr4Mn4Co4O24
"	-1.381	-2.8662	0	0.326	"138.09122581
"	"-1.37854997734
"
"La4Sr4Mn4Co4O24
"	-2.426	-6.3626	0.305	0.335	"54.6384029447
"	"-1.75414029109
"
"Pr4Sr4Mn4Co4O24
"	-2.023	-5.0143	0.322	0.354	"54.158767202
"	"-1.70733632534
"
"Y4Sr4Mn4Co4O24
"	-1.795	-4.2514	0	0	"77.4665625486
"	"-1.73642751534
"
"Ba4Sr4Mn7Fe1O24
"	-1.391	-2.8997	0	0.219	"133.883367445
"	"-1.55692454395
"
"Ca4Sr4Mn7Fe1O24
"	-1.69	-3.9001	0	0	"132.392432958
"	"-1.59507482295
"
"La4Sr4Mn7Fe1O24
"	-2.351	-6.1117	0	0.311	"53.128244668
"	"-1.9256103577
"
"Pr4Sr4Mn7Fe1O24
"	-1.949	-4.7667	0	0.323	"61.576363168
"	"-1.87809714195
"
"Y4Sr4Mn7Fe1O24
"	-2.169	-5.5027	0	0	"150.801863418
"	"-1.82532233195
"
"Ba4Sr4Mn6Fe2O24
"	-1.31	-2.6287	0	0	"126.818170219
"	"-1.54888331891
"
"Ca4Sr4Mn6Fe2O24
"	-1.658	-3.793	0	0	"129.155595034
"	"-1.58338634791
"
"La4Sr4Mn6Fe2O24
"	-2.368	-6.1686	0	0	"45.293214144
"	"-1.91932613266
"
"Pr4Sr4Mn6Fe2O24
"	-1.972	-4.8436	0	0	"56.852612394
"	"-1.87180441691
"
"Y4Sr4Mn6Fe2O24
"	-2.202	-5.6132	0	0.108	"143.519281311
"	"-1.81885560691
"
"Ba4Sr4Mn7Ni1O24
"	-1.387	-2.8863	0	0	"160.434806722
"	"-1.47562461795
"
"Ca4Sr4Mn7Ni1O24
"	-1.642	-3.7395	0	0.319	"158.413405204
"	"-1.51164789695
"
"La4Sr4Mn7Ni1O24
"	-2.234	-5.7202	0	0	"69.2085003268
"	"-1.8527586817
"
"Pr4Sr4Mn7Ni1O24
"	-1.846	-4.422	0	0	"72.8852659094
"	"-1.80579846595
"
"Y4Sr4Mn7Ni1O24
"	-2.04	-5.0711	0	0.278	"165.45646046
"	"-1.75803640595
"
"Ba4Sr4Mn6Ni2O24
"	-1.332	-2.7023	0	0	"180.035167907
"	"-1.38576496691
"
"Ca4Sr4Mn6Ni2O24
"	-1.566	-3.4852	0	0	"184.330789526
"	"-1.41339924591
"
"La4Sr4Mn6Ni2O24
"	-2.131	-5.3756	0	0	"83.1507295945
"	"-1.76639778066
"
"Pr4Sr4Mn6Ni2O24
"	-1.717	-3.9904	0	0	"86.8301581013
"	"-1.71968731491
"
"Y4Sr4Mn6Ni2O24
"	-1.861	-4.4722	0	0.119	"184.907725394
"	"-1.67220450491
"
"Ba4Sr4Mn4Ni4O24
"	-1.284	-2.5417	0	0.683	"199.57809553
"	"-1.20044541484
"
"Ca4Sr4Mn4Ni4O24
"	-1.481	-3.2008	0	0.877	"238.535058169
"	"-1.21453244384
"
"La4Sr4Mn4Ni4O24
"	-1.893	-4.5793	0	0.924	"117.792276816
"	"-1.58256997859
"
"Pr4Sr4Mn4Ni4O24
"	-1.484	-3.2109	0	0.919	"125.571143607
"	"-1.53581376284
"
"Y4Sr4Mn4Ni4O24
"	-1.615	-3.6492	0	0.957	"233.383665668
"	"-1.48480795284
"
"Ba4Sr4Ni7Co1O24
"	-1.372	-2.8361	0	0	"272.871579878
"	"-0.815097201331
"
"Ca4Sr4Ni7Co1O24
"	-1.633	-3.7094	0	0	"324.945084288
"	"-0.838083230331
"
"La4Sr4Ni7Co1O24
"	-1.977	-4.8603	0	0	"193.51782743
"	"-1.21292776508
"
"Pr4Sr4Ni7Co1O24
"	-1.588	-3.5588	0	0	"202.52553418
"	"-1.16841729933
"
"Y4Sr4Ni7Co1O24
"	-1.47	-3.164	0	0	"210.32978743
"	"-1.21896623933
"
"Ba4Sr4Ni6Co2O24
"	-1.406	-2.9499	0	0	"283.042429324
"	"-0.858388841956
"
"Ca4Sr4Ni6Co2O24
"	-1.684	-3.88	0	0	"312.115625145
"	"-0.881491120956
"
"La4Sr4Ni6Co2O24
"	-1.955	-4.7867	0	0	"178.519868287
"	"-1.25850415571
"
"Pr4Sr4Ni6Co2O24
"	-1.611	-3.6358	0	0	"184.420825037
"	"-1.21710043996
"
"Y4Sr4Ni6Co2O24
"	-1.763	-4.1443	0	0	"299.112578287
"	"-1.16076187996
"
"Ba4Sr4Ni4Co4O24
"	-1.371	-2.8328	0	0	"227.717761037
"	"-0.974870373206
"
"Ca4Sr4Ni4Co4O24
"	-1.635	-3.7161	0	0.923	"247.909595074
"	"-1.00350515221
"
"La4Sr4Ni4Co4O24
"	-2.112	-5.312	0	0	"132.211588216
"	"-1.36262043696
"
"Pr4Sr4Ni4Co4O24
"	-1.718	-3.9938	0	0	"144.135044966
"	"-1.31519422121
"
"Y4Sr4Ni4Co4O24
"	-1.715	-3.9837	0	0.12	"148.340548216
"	"-1.36934191121
"
"Ba4Sr4Fe1Ni7O24
"	-1.34	-2.7291	0	0.406	"242.96546494
"	"-0.861297736706
"
"Ca4Sr4Fe1Ni7O24
"	-1.606	-3.6191	0	0	"313.927543003
"	"-0.884089515706
"
"La4Sr4Fe1Ni7O24
"	-1.946	-4.7566	0	0	"191.404536145
"	"-1.25002980046
"
"Pr4Sr4Fe1Ni7O24
"	-1.569	-3.4953	0	0	"200.760492895
"	"-1.20517108471
"
"Y4Sr4Fe1Ni7O24
"	-1.731	-4.0373	0	0	"304.851246145
"	"-1.15943352471
"
"Ba4Sr4Fe2Ni6O24
"	-1.346	-2.7491	0	0	"228.169699449
"	"-0.945850412706
"
"Ca4Sr4Fe2Ni6O24
"	-1.621	-3.6692	0	0	"295.582042574
"	"-0.968002191706
"
"La4Sr4Fe2Ni6O24
"	-1.928	-4.6964	0	0	"173.746535716
"	"-1.33325497646
"
"Pr4Sr4Fe2Ni6O24
"	-1.557	-3.4551	0	0	"183.572992466
"	"-1.28792576071
"
"Y4Sr4Fe2Ni6O24
"	-1.705	-3.9503	0	0	"287.755495716
"	"-1.24209645071
"
"Ba4Sr4Mn1Ni7O24
"	-1.358	-2.7893	0	0	"251.703483068
"	"-0.87596796174
"
"Ca4Sr4Mn1Ni7O24
"	-1.502	-3.2711	0	0	"347.29590062
"	"-0.87117574074
"
"La4Sr4Mn1Ni7O24
"	-1.963	-4.8135	0	0	"204.554893762
"	"-1.25733402549
"
"Pr4Sr4Mn1Ni7O24
"	-1.57	-3.4986	0	0	"204.542100512
"	"-1.22184405974
"
"Y4Sr4Mn1Ni7O24
"	-1.724	-4.0139	0	0	"318.785353762
"	"-1.16595399974
"
"Ba4Ba4Mn2Fe6O24
"	-1.335	-2.7123	0	0.161	"271.906597528
"	"-0.931270106416
"
"Ca4Ba4Mn2Fe6O24
"	-1.543	-3.4083	0	0	"956.831955747
"	"-0.666962334775
"
"La4Ba4Mn2Fe6O24
"	-1.939	-4.7332	0	0.23	"845.337300308
"	"-1.03493736952
"
"Pr4Ba4Mn2Fe6O24
"	-1.543	-3.4083	0	0	"857.231665308
"	"-0.989713403775
"
"Y4Ba4Mn2Fe6O24
"	-1.67	-3.8332	0	0	"950.227905877
"	"-0.933862093775
"
Co7Ba8O24Al1	-1.317	-2.6521	0	0	"151.155130357
"	"-1.28212616808
"
Co6Ba8O24Al2	-1.215	-2.3108	0.226	0	"161.637649904
"	"-1.40848876346
"
Co4Ba8O24Al4	-1.199	-2.2573	0	0.114	"209.325438998
"	"-1.63449120421
"
O24Co7Ba8Ga1	-1.3	-2.5952	0.131	0	"142.416121086
"	"-1.21865134996
"
O24Co6Ba8Ga2	-1.239	-2.3911	0	0	"128.639131361
"	"-1.29705962721
"
O24Co4Ba8Ga4	-0.937	-1.3807	0	0	"181.019901912
"	"-1.37394143171
"
Co7Ba8O24In1	-1.351	-2.7659	0.15	0	"110.4724554
"	"-1.22453326958
"
Co6Ba8O24In2	-1.228	-2.3543	0	0	"120.15829999
"	"-1.25341696646
"
Co4Ba8O24In4	-0.892	-1.2302	0	0	"135.42648917
"	"-1.31528786021
"
Sc1Co7Ba8O24	-1.403	-2.9399	0	0	"105.932372244
"	"-1.35149103583
"
Sc2Co6Ba8O24	-1.369	-2.8261	0	0	"84.2083836779
"	"-1.53420224896
"
Sc4Co4Ba8O24	-1.272	-2.5016	0	0	"98.8049065454
"	"-1.84158017521
"
Y1Co7Ba8O24	-1.382	-2.8696	0.543	0.109	"101.883875697
"	"-1.35554346133
"
Y2Co6Ba8O24	-1.31	-2.6287	0	0	"95.7786405842
"	"-1.52263984996
"
Y4Co4Ba8O24	-1.157	-2.1168	0	0	"107.655170358
"	"-1.83274562721
"
Sr8Co7Al1O24	-1.613	-3.6425	0	0	"67.7164974253
"	"-1.39271789408
"
Sr8Co6Al2O24	-1.587	-3.5555	0.509	0	"82.1190201348
"	"-1.51428348946
"
Sr8Co4Al4O24	-1.459	-3.1272	0	0	"123.367069795
"	"-1.74371718021
"
Sr8Co7O24Ga1	-1.508	-3.2912	0	0	"81.0050963674
"	"-1.30939482596
"
Sr8Co6O24Ga2	-1.497	-3.2544	0	0	"92.706468019
"	"-1.36362710321
"
Sr8Co4O24Ga4	-1.354	-2.7759	0	0	"138.844995876
"	"-1.44851865771
"
Sr8Co7O24In1	-1.585	-3.5488	0	0	"78.215252519
"	"-1.28674649558
"
Sr8Co6O24In2	-1.471	-3.1674	0	0	"96.9622803223
"	"-1.30849494246
"
Sr8Co4O24In4	-1.22	-2.3276	0.115	0	"141.354043251
"	"-1.34007083621
"
Sc1Sr8Co7O24	-1.65	-3.7663	0	0	"57.4165433628
"	"-1.42753551183
"
Sc2Sr8Co6O24	-1.609	-3.6291	0	0	"51.9883620098
"	"-1.59344947496
"
Sc4Sr8Co4O24	-1.354	-2.7759	0	0	"46.578206626
"	"-1.91480790121
"
Y1Sr8Co7O24	-1.616	-3.6525	0	0	"77.0898973223
"	"-1.40783993733
"
Y2Sr8Co6O24	-1.487	-3.2209	0	0	"84.6282081436
"	"-1.55741632596
"
Y4Sr8Co4O24	-1.42	-2.9967	0	0	"104.682468001
"	"-1.84824260321
"
Sr2Co7Ba6O24Al1	-1.445	-3.0804	0.647	0	"110.065846334
"	"-1.33022297458
"
Sr2Co6Ba6O24Al2	-1.337	-2.719	0	0	"143.722365881
"	"-1.43341156996
"
Sr2Co4Ba6O24Al4	-1.25	-2.428	0	0.325	"190.046404974
"	"-1.66077776071
"
O24Sr2Co7Ba6Ga1	-1.392	-2.9031	0	0	"109.913096508
"	"-1.25959615646
"
O24Sr2Co6Ba6Ga2	-1.268	-2.4882	0	0	"131.79861623
"	"-1.30377618371
"
O24Sr2Co4Ba6Ga4	-1.076	-1.8458	0	0	"194.691059745
"	"-1.37110248821
"
Sr2Co7Ba6O24In1	-1.369	-2.8261	0	0.161	"105.83615073
"	"-1.23836682608
"
Sr2Co6Ba6O24In2	-1.244	-2.4079	0	0	"115.142224674
"	"-1.26982002296
"
Sr2Co4Ba6O24In4	-1.064	-1.8056	0.161	0	"151.08912256
"	"-1.31539166671
"
Sc1Sr2Co7Ba6O24	-1.428	-3.0235	0	0	"94.5208382205
"	"-1.36991009233
"
Sc2Sr2Co6Ba6O24	-1.41	-2.9633	0	0	"82.8280996542
"	"-1.54259005546
"
Sc4Sr2Co4Ba6O24	-1.177	-2.1837	0	0.491	"92.7983292286
"	"-1.85411898171
"
Y1Sr2Co7Ba6O24	-1.398	-2.9231	0	0	"94.3913416736
"	"-1.37004351783
"
Y2Sr2Co6Ba6O24	-1.358	-2.7893	0	0	"95.4271065605
"	"-1.52999890646
"
Y4Sr2Co4Ba6O24	-1.195	-2.2439	0	0	"108.312182269
"	"-1.83521968371
"
Sr4Co7Ba4O24Al1	-1.427	-3.0202	0	0	"126.95531231
"	"-1.32034103108
"
Sr4Co6Ba4O24Al2	-1.372	-2.8361	0	0	"130.568581857
"	"-1.45357287646
"
Sr4Co4Ba4O24Al4	-1.348	-2.7558	0	0.117	"178.159873417
"	"-1.67863531721
"
O24Sr4Co7Ba4Ga1	-1.407	-2.9532	0	0	"125.309562485
"	"-1.25120721296
"
O24Sr4Co6Ba4Ga2	-1.348	-2.7558	0	0	"122.028582207
"	"-1.32055374021
"
O24Sr4Co4Ba4Ga4	-1.134	-2.0398	0	0	"189.42037165
"	"-1.38529304471
"
Sr4Co7Ba4O24In1	-1.441	-3.067	0	0	"106.913116707
"	"-1.24429738258
"
Sr4Co6Ba4O24In2	-1.311	-2.632	0	0	"122.18519065
"	"-1.26978457946
"
Sr4Co4Ba4O24In4	-1.125	-2.0097	0	0	"156.518088537
"	"-1.31697022321
"
Sc1Sr4Co7Ba4O24	-1.492	-3.2376	0	0	"90.4495541968
"	"-1.38098889883
"
Sc2Sr4Co6Ba4O24	-1.477	-3.1874	0	0	"83.2175656305
"	"-1.54920811196
"
Sc4Sr4Co4Ba4O24	-1.254	-2.4413	0	1.719	"83.5342519118
"	"-1.86991528821
"
Y1Sr4Co7Ba4O24	-1.503	-3.2744	0	0	"102.21705765
"	"-1.36922532433
"
Y2Sr4Co6Ba4O24	-1.391	-2.8997	0	0	"96.4735725368
"	"-1.53595996296
"
Y4Sr4Co4Ba4O24	-1.475	-3.1808	0	0.106	"110.480194179
"	"-1.83618274021
"
Fe7Ba8O24Al1	-1.105	-1.9428	0	0	"39.0465522292
"	"-1.56993241571
"
Fe6Ba8O24Al2	-1.099	-1.9227	0	0.442	"68.9800767672
"	"-1.64632572571
"
Fe4Ba8O24Al4	-1.044	-1.7387	0	1.878	"125.312625843
"	"-1.80264684571
"
O24Ba8Ga1Fe7	-1.039	-1.722	0	0.478	"36.006686282
"	"-1.50312909758
"
O24Ba8Ga2Fe6	-1.008	-1.6183	0	0	"62.8478448729
"	"-1.51277158946
"
