	A1	A1_frac	A2	A2_frac	B1	B1_frac	B2	B2_frac	CrystalClass	All_phases	Multiple_phases	How_many_phases	StructuredFormula
2798	La	1.0	_	0.0	Cr	0.85	Mg	0.15	orthorhombic	['orthorhombic']	0	1	La(Cr0.85Mg0.15)O3
2799	La	1.0	_	0.0	Cr	0.8	Mg	0.2	orthorhombic	['orthorhombic']	0	1	La(Cr0.8Mg0.2)O3
2800	La	0.95	Al	0.05	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.95Al0.05)(FeO3)
2801	La	0.9	Al	0.1	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.9Al0.1)(FeO3)
2802	La	0.85	Al	0.15	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.85Al0.15)(FeO3)
2803	La	0.8	Al	0.2	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.8Al0.2)(FeO3)
2805	Sr	1.0	_	0.0	Ti	0.9	Zr	0.1	tetragonal	['tetragonal']	0	1	Sr((Ti0.9Zr0.1)O3)
2806	Sr	1.0	_	0.0	Ti	0.8	Zr	0.2	tetragonal	['tetragonal']	0	1	Sr((Ti0.8Zr0.2)O3)
2807	Sr	1.0	_	0.0	Ti	0.7	Zr	0.3	tetragonal	['tetragonal']	0	1	Sr((Ti0.70Zr0.30)O3)
2808	Sr	1.0	_	0.0	Ti	0.6	Zr	0.4	tetragonal	['tetragonal']	0	1	Sr((Ti0.60Zr0.40)O3)
2809	Sr	1.0	_	0.0	Ti	0.5	Zr	0.5	tetragonal	['tetragonal']	0	1	Sr((Ti0.50Zr0.50)O3)
2810	Sr	1.0	_	0.0	Ti	0.4	Zr	0.6	orthorhombic	['orthorhombic']	0	1	Sr((Ti0.40Zr0.60)O3)
2811	Sr	1.0	_	0.0	Ti	0.3	Zr	0.7	orthorhombic	['orthorhombic']	0	1	Sr((Ti0.30Zr0.70)O3)
2812	Sr	1.0	_	0.0	Ti	0.2	Zr	0.8	orthorhombic	['orthorhombic']	0	1	Sr((Ti0.20Zr0.80)O3)
2813	Sr	1.0	_	0.0	Ti	0.1	Zr	0.9	orthorhombic	['orthorhombic']	0	1	Sr((Ti0.10Zr0.90)O3)
2817	Eu	0.5	Sr	0.5	Co	1.0	_	0.0	cubic	['cubic']	0	1	(Eu0.5Sr0.5)CoO3
2818	Eu	0.75	Y	0.25	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Eu0.75Y0.25)(MnO3)
2825	La	0.85	Ag	0.15	Mn	1.0	_	0.0	trigonal	['trigonal', 'orthorhombic']	1	2	(La0.85Ag0.15)(MnO3)
2829	Ho	0.5	Ca	0.5	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ho0.5Ca0.5)(MnO3)
2830	La	0.9	K	0.1	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.9K0.1)(MnO3)
2831	La	0.875	K	0.125	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.875K0.125)(MnO3)
2834	Ba	0.99	Sr	0.01	Sn	1.0	_	0.0	cubic	['cubic']	0	1	(Ba0.99Sr0.01)(SnO3)
2835	Ba	0.95	Sr	0.05	Sn	1.0	_	0.0	cubic	['cubic']	0	1	(Ba0.95Sr0.05)(SnO3)
2843	Ca	0.99	Cu	0.01	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.99Cu0.01)(TiO3)
2844	Ca	0.98	Cu	0.02	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.98Cu0.02)(TiO3)
2845	La	0.32	Eu	0.68	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.32Eu0.68)(MnO3)
2846	Eu	0.8	Y	0.2	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Eu0.8Y0.2)(MnO3)
2847	Dy	1.0	_	0.0	Mn	0.5	Co	0.5	orthorhombic	['orthorhombic']	0	1	Dy(Mn0.5Co0.5)O3
2853	Bi	0.7	La	0.3	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.7La0.3)(FeO3)
2857	Sr	0.98	Pr	0.02	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Sr0.98Pr0.02)(TiO3)
2858	Sr	0.95	Pr	0.05	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Sr0.95Pr0.05)(TiO3)
2861	Sr	1.0	_	0.0	Ir	0.8	Co	0.2	orthorhombic	['orthorhombic']	0	1	Sr((Ir0.8Co0.2)O3)
2862	Sr	1.0	_	0.0	Ir	0.75	Co	0.25	orthorhombic	['orthorhombic']	0	1	Sr((Ir0.75Co0.25)O3)
2863	Sr	1.0	_	0.0	Ir	0.8	Ni	0.2	orthorhombic	['orthorhombic']	0	1	Sr((Ir0.8Ni0.2)O3)
2864	Sr	1.0	_	0.0	Ir	0.78	Ni	0.22	orthorhombic	['orthorhombic']	0	1	Sr((Ir0.78Ni0.22)O3)
2865	Sr	1.0	_	0.0	Ir	0.8	Zn	0.2	orthorhombic	['orthorhombic']	0	1	Sr((Ir0.8Zn0.2)O3)
2866	Sr	1.0	_	0.0	Ir	0.75	Zn	0.25	orthorhombic	['orthorhombic']	0	1	Sr((Ir0.75Zn0.25)O3)
2867	Sr	0.9	Pr	0.1	Mn	1.0	_	0.0	cubic	['cubic']	0	1	(Sr0.9Pr0.1)(MnO3)
2868	Sr	0.85	Pr	0.15	Mn	1.0	_	0.0	cubic	['cubic']	0	1	(Sr0.85Pr0.15)(MnO3)
2869	Sr	0.825	Pr	0.175	Mn	1.0	_	0.0	cubic	['cubic']	0	1	(Sr0.825Pr0.175)(MnO3)
2870	Sr	0.8	Pr	0.2	Mn	1.0	_	0.0	cubic	['cubic']	0	1	(Sr0.8Pr0.2)(MnO3)
2871	Sr	0.75	Pr	0.25	Mn	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Sr0.75Pr0.25)(MnO3)
2872	Sr	0.7	Pr	0.3	Mn	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Sr0.7Pr0.3)(MnO3)
2874	Sr	0.6	Pr	0.4	Mn	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Sr0.6Pr0.4)(MnO3)
2875	Sr	0.55	Pr	0.45	Mn	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Sr0.55Pr0.45)(MnO3)
2876	Sr	0.525	Pr	0.475	Mn	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Sr0.525Pr0.475)(MnO3)
2877	Sr	0.5	Pr	0.5	Mn	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Sr0.5Pr0.5)(MnO3)
2878	Sr	0.475	Pr	0.525	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.475Pr0.525)(MnO3)
2879	Sr	0.45	Pr	0.55	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.45Pr0.55)(MnO3)
2880	Sr	0.425	Pr	0.575	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.425Pr0.575)(MnO3)
2881	Sr	0.4	Pr	0.6	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.4Pr0.6)(MnO3)
2883	Pr	0.6	Sr	0.4	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.6Sr0.4)(FeO3)
2885	La	0.667	Zn	0.33299999999999996	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.667Zn0.333)(MnO3)
2886	Bi	0.89	Ca	0.11	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.89Ca0.11)(FeO3)
2887	Bi	0.86	Ca	0.14	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.86Ca0.14)(FeO3)
2889	Ca	1.0	_	0.0	Ti	0.5	Cr	0.5	orthorhombic	['orthorhombic']	0	1	Ca2((TiCr)O6)
2894	La	0.25	Sr	0.75	Mn	1.0	_	0.0	cubic	['cubic', 'trigonal']	1	2	(La0.25Sr0.75)(MnO3)
2898	La	0.15	Sr	0.85	Mn	1.0	_	0.0	cubic	['cubic', 'trigonal']	1	2	(La0.15Sr0.85)(MnO3)
2902	Dy	1.0	_	0.0	Al	0.9259999999999999	Cr	0.07400000000000001	orthorhombic	['orthorhombic']	0	1	Dy(Al0.926Cr0.074)O3
2905	Y	0.93	Ca	0.07	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.93Ca0.07)(MnO3)
2906	Y	0.45	Ca	0.55	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.45Ca0.55)(MnO3)
2907	Y	0.35	Ca	0.65	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.35Ca0.65)(MnO3)
2908	Ba	0.95	Sr	0.05	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Ba0.95Sr0.05)(TiO3)
2909	Ba	0.9	Sr	0.1	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Ba0.9Sr0.1)(TiO3)
2910	Ba	0.85	Sr	0.15	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Ba0.85Sr0.15)(TiO3)
2912	Bi	0.6	Sr	0.4	Mn	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Bi0.6Sr0.4)(MnO3)
2913	Bi	0.55	Sr	0.45	Mn	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Bi0.55Sr0.45)(MnO3)
2915	Bi	0.45	Sr	0.55	Mn	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Bi0.45Sr0.55)(MnO3)
2916	Bi	0.825	Nd	0.175	Fe	1.0	_	0.0	triclinic	['triclinic']	0	1	(Bi0.825Nd0.175)(FeO3)
2924	Sr	1.0	_	0.0	Ru	0.33	Fe	0.67	cubic	['cubic']	0	1	Sr(Ru0.33Fe0.67)O3
2925	Bi	0.85	Pr	0.15	Fe	1.0	_	0.0	triclinic	['triclinic']	0	1	(Bi0.85Pr0.15)FeO3
2926	Bi	0.75	Pr	0.25	Fe	1.0	_	0.0	triclinic	['triclinic']	0	1	(Bi0.75Pr0.25)FeO3
2928	La	1.0	_	0.0	Co	0.95	Fe	0.05	trigonal	['trigonal']	0	1	La((Co0.95Fe0.05)O3)
2929	La	1.0	_	0.0	Co	0.9	Fe	0.1	trigonal	['trigonal']	0	1	La((Co0.9Fe0.1)O3)
2930	La	1.0	_	0.0	Co	0.85	Fe	0.15	trigonal	['trigonal']	0	1	La((Co0.85Fe0.15)O3)
2931	La	1.0	_	0.0	Co	0.8	Fe	0.2	trigonal	['trigonal']	0	1	La((Co0.8Fe0.2)O3)
2932	La	1.0	_	0.0	Co	0.75	Fe	0.25	trigonal	['trigonal']	0	1	La((Co0.75Fe0.25)O3)
2934	Yb	0.1	Ca	0.9	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Yb0.1Ca0.9)(MnO3)
2935	Yb	0.2	Ca	0.8	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Yb0.2Ca0.8)(MnO3)
2936	Y	0.75	Gd	0.25	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.75Gd0.25)(FeO3)
2937	Y	0.5	Gd	0.5	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.5Gd0.5)(FeO3)
2938	Y	0.25	Gd	0.75	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Y0.25Gd0.75)(FeO3)
2940	Sm	0.6	Sr	0.4	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sm0.6Sr0.4)(MnO3)
2941	Bi	0.6	Ca	0.4	Fe	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Bi0.6Ca0.4)(FeO3)
2942	Bi	0.5	Ca	0.5	Fe	1.0	_	0.0	tetragonal	['tetragonal', 'cubic']	1	2	(Bi0.5Ca0.5)(FeO3)
2945	Tb	1.0	_	0.0	Mn	0.5	Cr	0.5	orthorhombic	['orthorhombic']	0	1	Tb(Mn0.5Cr0.5)O3
2946	La	0.65	Ca	0.35	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.65Ca0.35)(MnO3)
2951	Dy	1.0	_	0.0	Ni	0.5	Mn	0.5	monoclinic	['monoclinic']	0	1	Dy2Ni(MnO6)
2953	La	0.53	Sr	0.47	Mn	1.0	_	0.0	cubic	['cubic']	0	1	(La0.53Sr0.47)(MnO3)
2959	La	1.0	_	0.0	Mn	0.95	Ti	0.05	trigonal	['trigonal']	0	1	La(Mn0.95Ti0.05)O3
2960	La	1.0	_	0.0	Mn	0.9	Ti	0.1	trigonal	['trigonal']	0	1	La(Mn0.9Ti0.1)O3
2961	La	1.0	_	0.0	Mn	0.85	Ti	0.15	trigonal	['trigonal']	0	1	La(Mn0.85Ti0.15)O3
2962	La	1.0	_	0.0	Mn	0.8	Ti	0.2	trigonal	['trigonal']	0	1	La(Mn0.8Ti0.2)O3
2963	Bi	0.75	Sr	0.25	Mn	1.0	_	0.0	orthorhombic	['orthorhombic', 'monoclinic']	1	2	(Bi0.75Sr0.25)(MnO3)
2964	Li	0.5	Nd	0.5	Ti	1.0	_	0.0	monoclinic	['monoclinic', 'orthorhombic']	1	2	(Li0.5Nd0.5)(TiO3)
2968	Bi	0.6	Nd	0.4	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.6Nd0.4)(FeO3)
2969	Bi	0.7	Nd	0.3	Fe	1.0	_	0.0	orthorhombic	['orthorhombic', 'triclinic']	1	2	(Bi0.7Nd0.3)(FeO3)
2970	Sr	0.9	Ba	0.1	Ru	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.9Ba0.1)(RuO3)
2971	Sr	1.0	_	0.0	Ru	0.9	Ti	0.1	orthorhombic	['orthorhombic']	0	1	Sr((Ru0.9Ti0.1)O3)
2974	La	0.9	Pb	0.1	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.9Pb0.1)(FeO3)
2975	La	1.0	_	0.0	Co	0.31	Mn	0.69	orthorhombic	['orthorhombic']	0	1	La((Co0.31Mn0.69)O3)
2978	La	1.0	_	0.0	Co	0.32	Mn	0.68	orthorhombic	['orthorhombic', 'trigonal']	1	2	La((Co0.32Mn0.68)O3)
2981	Tb	1.0	_	0.0	Fe	0.5	Mn	0.5	orthorhombic	['orthorhombic']	0	1	Tb(Fe0.5Mn0.5)O3
2984	Nd	0.86	Na	0.14	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.86Na0.14)(MnO3)
2985	Nd	0.855	K	0.145	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Nd0.855K0.145)(MnO3)
2994	Bi	0.75	Ba	0.25	Fe	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Bi0.75Ba0.25)(FeO3)
2999	Bi	0.825	Pb	0.175	Fe	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Bi0.825Pb0.175)(FeO3)
3000	Bi	0.5	Sr	0.5	Fe	1.0	_	0.0	cubic	['cubic', 'tetragonal']	1	2	(Bi0.5Sr0.5)(FeO3)
3009	Sr	1.0	_	0.0	Fe	0.5	Ru	0.5	monoclinic	['monoclinic']	0	1	Sr2Fe(RuO6)
3011	La	1.0	_	0.0	Co	0.5	Cr	0.5	trigonal	['trigonal']	0	1	La(Co0.5Cr0.5)O3
3013	La	1.0	_	0.0	Zn	0.5	Mn	0.5	orthorhombic	['orthorhombic']	0	1	La2Zn(MnO6)
3018	Bi	0.77	Ca	0.23	Fe	1.0	_	0.0	cubic	['cubic']	0	1	(Bi0.770Ca0.230)FeO3
3019	Y	1.0	_	0.0	Cr	0.85	Mn	0.15	orthorhombic	['orthorhombic']	0	1	Y(Cr0.85Mn0.15)O3
3024	La	0.9620000000000001	Sr	0.038	Co	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.962Sr0.038)CoO3
3025	Sm	1.0	_	0.0	Fe	0.9	Mn	0.1	orthorhombic	['orthorhombic']	0	1	Sm(Fe0.9Mn0.1)O3
3026	Sm	1.0	_	0.0	Fe	0.7	Mn	0.3	orthorhombic	['orthorhombic']	0	1	Sm(Fe0.7Mn0.3)O3
3030	Na	0.5	Gd	0.5	Ti	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Na0.5Gd0.5)TiO3
3031	La	1.0	_	0.0	Co	0.75	Nb	0.25	monoclinic	['monoclinic']	0	1	La(Co0.75Nb0.25)O3
3032	La	1.0	_	0.0	Co	0.8	Nb	0.2	orthorhombic	['orthorhombic']	0	1	La(Co0.8Nb0.2)O3
3033	La	1.0	_	0.0	Co	0.85	Nb	0.15	orthorhombic	['orthorhombic']	0	1	La(Co0.85Nb0.15)O3
3035	Bi	0.8	Gd	0.2	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Bi0.8Gd0.2)FeO3
3036	Pb	1.0	_	0.0	Fe	0.67	W	0.33	cubic	['cubic']	0	1	Pb(Fe0.67W0.33)O3
3037	K	0.85	Ba	0.15	Ta	1.0	_	0.0	cubic	['cubic']	0	1	(K0.85Ba0.15)TaO3
3040	Sr	1.0	_	0.0	Fe	0.39	Mo	0.61	tetragonal	['tetragonal']	0	1	Sr2(Fe0.78Mo1.22)O6
3041	Pr	0.9	Ca	0.1	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Pr0.9Ca0.1)MnO3
3042	Y	1.0	_	0.0	Co	0.5	Fe	0.5	orthorhombic	['orthorhombic']	0	1	Y(Co0.5Fe0.5)O3
3043	Dy	1.0	_	0.0	Fe	0.6	Mn	0.4	orthorhombic	['orthorhombic']	0	1	Dy(Fe0.6Mn0.4)O3
3046	La	0.925	Ag	0.075	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.925Ag0.075)MnO3
3047	La	0.9	Ag	0.1	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.9Ag0.1)MnO3
3048	La	0.875	Ag	0.125	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.875Ag0.125)MnO3
3050	Ho	1.0	_	0.0	Fe	0.8	Cr	0.2	orthorhombic	['orthorhombic']	0	1	Ho(Fe0.8Cr0.2)O3
3051	Ho	1.0	_	0.0	Fe	0.6	Cr	0.4	orthorhombic	['orthorhombic']	0	1	Ho(Fe0.6Cr0.4)O3
3052	Ho	1.0	_	0.0	Fe	0.4	Cr	0.6	orthorhombic	['orthorhombic']	0	1	Ho(Fe0.4Cr0.6)O3
3053	Ho	1.0	_	0.0	Fe	0.2	Cr	0.8	orthorhombic	['orthorhombic']	0	1	Ho(Fe0.2Cr0.8)O3
3054	La	0.75	Ba	0.25	Co	1.0	_	0.0	orthorhombic	['orthorhombic', 'trigonal']	1	2	(La0.75Ba0.25)CoO3
3061	Pr	1.0	_	0.0	Fe	0.667	Mo	0.33299999999999996	orthorhombic	['orthorhombic']	0	1	Pr(Fe0.667Mo0.333)O3
3062	Ce	1.0	_	0.0	Fe	0.667	Mo	0.33299999999999996	orthorhombic	['orthorhombic']	0	1	Ce(Fe0.667Mo0.333)O3
3064	Ho	0.67	Gd	0.33	Cr	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ho0.67Gd0.33)CrO3
3067	La	1.0	_	0.0	Sc	0.43	Lu	0.57	orthorhombic	['orthorhombic']	0	1	La(Sc0.43Lu0.57)O3
3068	La	1.0	_	0.0	Sc	0.35	Lu	0.65	orthorhombic	['orthorhombic']	0	1	La(Sc0.35Lu0.65)O3
3069	La	1.0	_	0.0	Sc	0.265	Lu	0.735	orthorhombic	['orthorhombic']	0	1	La(Sc0.265Lu0.735)O3
3073	Sr	0.5	Ca	0.5	Mn	1.0	_	0.0	orthorhombic	['orthorhombic', 'tetragonal', 'cubic']	1	3	(Sr0.5Ca0.5)(MnO3)
3080	Pr	1.0	_	0.0	Co	0.95	Ni	0.05	orthorhombic	['orthorhombic']	0	1	Pr(Co0.95Ni0.05)O3
3081	Nd	1.0	_	0.0	Co	0.95	Ni	0.05	orthorhombic	['orthorhombic']	0	1	Nd(Co0.95Ni0.05)O3
3082	Sm	1.0	_	0.0	Co	0.95	Ni	0.05	orthorhombic	['orthorhombic']	0	1	Sm(Co0.95Ni0.05)O3
3083	Gd	1.0	_	0.0	Co	0.95	Ni	0.05	orthorhombic	['orthorhombic']	0	1	Gd(Co0.95Ni0.05)O3
3084	Dy	1.0	_	0.0	Co	0.95	Ni	0.05	orthorhombic	['orthorhombic']	0	1	Dy(Co0.95Ni0.05)O3
3089	Ba	1.0	_	0.0	Pr	0.5	Sb	0.5	trigonal	['trigonal']	0	1	Ba2(PrSbO6)
3092	Sr	1.0	_	0.0	Cu	0.5	Os	0.5	tetragonal	['tetragonal']	0	1	Sr2(CuOsO6)
3093	Sr	0.8	Ca	0.2	Cr	1.0	_	0.0	cubic	['cubic']	0	1	(Sr0.8Ca0.2)(CrO3)
3094	Sr	0.6	Ca	0.4	Cr	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Sr0.6Ca0.4)(CrO3)
3095	Sr	0.5	Ca	0.5	Cr	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Sr0.5Ca0.5)(CrO3)
3096	Sr	0.4	Ca	0.6	Cr	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.4Ca0.6)(CrO3)
3097	Sr	0.2	Ca	0.8	Cr	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.2Ca0.8)(CrO3)
3103	Sr	0.9	Nd	0.1	Mn	1.0	_	0.0	cubic	['cubic']	0	1	(Sr0.9Nd0.1)MnO3
3105	Sr	0.8	Nd	0.2	Mn	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Sr0.8Nd0.2)MnO3
3106	Ca	0.8	Nd	0.2	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Ca0.8Nd0.2)MnO3
3107	Sr	0.9	La	0.1	Ru	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.9La0.1)(RuO3)
3108	Sr	0.8	La	0.2	Ru	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.8La0.2)(RuO3)
3109	Sr	0.7	La	0.3	Ru	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.7La0.3)(RuO3)
3110	Sr	0.6	La	0.4	Ru	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.6La0.4)(RuO3)
3111	Sr	0.5	La	0.5	Ru	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(Sr0.5La0.5)(RuO3)
3114	Sr	1.0	_	0.0	Dy	0.5	Ru	0.5	monoclinic	['monoclinic']	0	1	Sr2Dy(RuO6)
3115	La	0.63	Ca	0.37	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.63Ca0.37)MnO3
3122	Ba	0.96	Nd	0.04	Ti	1.0	_	0.0	tetragonal	['tetragonal']	0	1	(Ba0.96Nd0.04)TiO3
3123	Ba	0.9	Nd	0.1	Ti	1.0	_	0.0	cubic	['cubic']	0	1	(Ba0.9Nd0.1)TiO3
3125	La	0.9	Gd	0.1	Fe	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.9Gd0.1)FeO3
3130	La	0.8	Na	0.2	Mn	1.0	_	0.0	trigonal	['trigonal']	0	1	(La0.8Na0.2)MnO3
3131	Ba	1.0	_	0.0	Ti	0.995	Cr	0.005	tetragonal	['tetragonal', 'cubic']	1	2	Ba(Ti0.995Cr0.005)O3
3132	Ba	1.0	_	0.0	Ti	0.975	Cr	0.025	tetragonal	['tetragonal', 'cubic']	1	2	Ba(Ti0.975Cr0.025)O3
3133	Ba	1.0	_	0.0	Ti	0.95	Cr	0.05	tetragonal	['tetragonal', 'cubic']	1	2	Ba(Ti0.95Cr0.05)O3
3138	La	0.375	Ca	0.625	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.375Ca0.625)MnO3
3141	La	0.99	Bi	0.01	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.99Bi0.01)(MnO3)
3142	La	0.98	Bi	0.02	Mn	1.0	_	0.0	orthorhombic	['orthorhombic']	0	1	(La0.98Bi0.02)(MnO3)
3143	La	0.97	Bi	0.03	Mn	1.0	_	0.0	cubic	['cubic']	0	1	(La0.97Bi0.03)(MnO3)
3144	La	0.96	Bi	0.04	Mn	1.0	_	0.0	cubic	['cubic']	0	1	(La0.96Bi0.04)(MnO3)
3145	La	0.95	Bi	0.05	Mn	1.0	_	0.0	cubic	['cubic']	0	1	(La0.95Bi0.05)(MnO3)
3146	Nd	1.0	_	0.0	Fe	0.7	Co	0.3	orthorhombic	['orthorhombic']	0	1	Nd(Fe0.7Co0.3)O3
3148	Pr	1.0	_	0.0	Ni	0.5	Zr	0.5	monoclinic	['monoclinic']	0	1	Pr2Ni(ZrO6)
3152	Ba	1.0	_	0.0	Ti	0.5	Mo	0.5	cubic	['cubic']	0	1	Ba(Ti0.5Mo0.5)O3
3158	Ba	1.0	_	0.0	Ru	0.667	Bi	0.33299999999999996	monoclinic	['monoclinic']	0	1	Ba3(Ru2Bi)O9
3159	Ba	1.0	_	0.0	Ru	0.335	Bi	0.665	monoclinic	['monoclinic']	0	1	Ba2(Ru0.67Bi1.33)O6
3160	Ba	0.9	Sr	0.1	Ru	1.0	_	0.0	hexagonal	['hexagonal']	0	1	(Ba0.9Sr0.1)RuO3
3161	Ba	0.8	Sr	0.2	Ru	1.0	_	0.0	hexagonal	['hexagonal']	0	1	(Ba0.8Sr0.2)RuO3
3162	Ba	0.7	Sr	0.3	Ru	1.0	_	0.0	hexagonal	['hexagonal']	0	1	(Ba0.7Sr0.3)RuO3
3163	Ba	0.4	Sr	0.6	Ru	1.0	_	0.0	monoclinic	['monoclinic']	0	1	(Ba0.4Sr0.6)RuO3
3164	Pb	1.0	_	0.0	Hg	0.5	Cr	0.5	triclinic	['triclinic']	0	1	Pb2Hg(CrO6)
3171	Ho	0.5	Cr	0.5	B	1.0	_	0.0	trigonal	['trigonal']	0	1	(HoCr)B2O6
3172	Mg	0.75	Ca	0.25	C	1.0	_	0.0	trigonal	['trigonal']	0	1	(Mg3Ca)(CO3)4
3174	Fe	0.9	Ga	0.1	B	1.0	_	0.0	trigonal	['trigonal']	0	1	(Fe0.9Ga0.1)BO3
3175	Fe	0.65	Mg	0.35	C	1.0	_	0.0	trigonal	['trigonal']	0	1	(Fe0.65Mg0.35)(CO3)
3176	Er	1.0	_	0.0	Fe	0.7	Al	0.3	orthorhombic	['orthorhombic']	0	1	Er((Fe0.7Al0.3)O3)
3177	Er	1.0	_	0.0	Fe	0.6	Al	0.4	orthorhombic	['orthorhombic']	0	1	Er((Fe0.6Al0.4)O3)
3178	Er	1.0	_	0.0	Fe	0.97	Ga	0.03	orthorhombic	['orthorhombic']	0	1	Er((Fe0.97Ga0.03)O3)
3179	Er	1.0	_	0.0	Fe	0.94	Ga	0.06	orthorhombic	['orthorhombic']	0	1	Er((Fe0.94Ga0.06)O3)
3180	Er	1.0	_	0.0	Fe	0.9	Ga	0.1	orthorhombic	['orthorhombic']	0	1	Er((Fe0.9Ga0.1)O3)
3181	Er	1.0	_	0.0	Fe	0.85	Ga	0.15	orthorhombic	['orthorhombic']	0	1	Er((Fe0.85Ga0.15)O3)
3182	Tm	1.0	_	0.0	Fe	0.97	Al	0.03	orthorhombic	['orthorhombic']	0	1	Tm((Fe0.97Al0.03)O3)
