Chemical_formula	found_on_web
Eu(Fe0.2Sn0.8)O3	0
Sr(Pa0.55Co0.45)O3	0
Sr(Mn0.05Pd0.95)O3	0
Sr(Tc0.95Pb0.05)O3	0
Sr(Mn0.6Cu0.4)O3	0
(Sr0.35Y0.65)MnO3	0
(Tl0.2Bi0.8)MnO3	0
Sr(Tc0.6Pb0.4)O3	0
(Nd0.3Tl0.7)ZrO3	0
(Sr0.3Lu0.7)CrO3	0
(K0.1Gd0.9)MnO3	0
Sr(Cr0.15Pd0.85)O3	0
Sr(Tc0.1Sn0.9)O3	0
(Tl0.9Bi0.1)TiO3	0
(Ba0.55Ce0.45)CrO3	0
Eu(Zn0.3Ir0.7)O3	0
(Cs0.45Tm0.55)CeO3	0
Sr(V0.65Sb0.35)O3	0
Ca(Li0.05Tc0.95)O3	0
Eu(Er0.1Mn0.9)O3	0
Sr(Mn0.15Sn0.85)O3	0
Eu(Mn0.75Cd0.25)O3	0
(Cs0.45Er0.55)CeO3	0
(Eu0.25Tl0.75)TiO3	0
Sr(Tc0.75Ir0.25)O3	0
(K0.05Gd0.95)MnO3	0
Sr(Mn0.05Sn0.95)O3	0
Sr(Tc0.25Ir0.75)O3	0
(Ba0.3Pr0.7)CrO3	0
Eu(Ti0.1Mn0.9)O3	0
(Pr0.3Er0.7)FeO3	0
Ba(Th0.9Zr0.1)O3	0
(Ba0.3Gd0.7)CrO3	0
Sr(Mn0.1Sn0.9)O3	0
(Ba0.3Ce0.7)CrO3	0
Ca(Ti0.1Mo0.9)O3	0
(Sr0.8Tb0.2)MnO3	0
(Sm0.5Tl0.5)TiO3	0
Ba(Zr0.1Pb0.9)O3	0
Eu(Sr0.05Sn0.95)O3	0
Eu(Ti0.15Sn0.85)O3	0
Sr(Tc0.55Ag0.45)O3	0
(Ba0.85Tl0.15)CeO3	0
(K0.5Ho0.5)ZrO3	0
Sr(Cr0.5Pb0.5)O3	0
(K0.5Er0.5)ZrO3	0
(K0.2Sm0.8)MnO3	0
(Sr0.3Y0.7)MnO3	0
(Sr0.45Dy0.55)CrO3	0
(K0.5Tm0.5)ZrO3	0
(Sr0.35Hg0.65)ZrO3	0
(Cs0.5Gd0.5)CeO3	0
(Sr0.5Hg0.5)TiO3	0
(Sr0.45Hg0.55)TiO3	0
Pr(Co0.45Pd0.55)O3	0
Ba(Zr0.15Pb0.85)O3	0
(K0.15Sm0.85)MnO3	0
(Ba0.3La0.7)CrO3	0
Sr(Cr0.05Pd0.95)O3	0
Nd(Mn0.75Cd0.25)O3	0
Eu(Be0.05Ir0.95)O3	0
(Tl0.95Bi0.05)TiO3	0
Pr(Mn0.75Ag0.25)O3	0
(Ba0.55Hg0.45)CeO3	0
Sr(La0.45Tc0.55)O3	0
(Yb0.45Tl0.55)ZrO3	0
Sr(Cr0.3Os0.7)O3	0
Sr(Mn0.85Ag0.15)O3	0
(K0.15Eu0.85)MnO3	0
Eu(Mn0.85Zn0.15)O3	0
Sr(Ce0.95Pa0.05)O3	0
(Sr0.6Dy0.4)CrO3	0
(Sr0.55Er0.45)MnO3	0
Sr(Mn0.2Sn0.8)O3	0
(Sr0.6Hf0.4)MnO3	0
Sr(Ti0.35Sn0.65)O3	0
(K0.2Eu0.8)MnO3	0
(Tl0.7Bi0.3)ZrO3	0
(Pr0.75Tl0.25)CrO3	0
(Ce0.75Tl0.25)CrO3	0
Eu(Sc0.4Ir0.6)O3	0
Pr(Fe0.25Pd0.75)O3	0
(K0.15Yb0.85)MnO3	0
(Sr0.45Tm0.55)CrO3	0
(Sr0.7Lu0.3)MnO3	0
(Sr0.4Y0.6)MnO3	0
(Sr0.4Hg0.6)TiO3	0
Eu(Mn0.85Cd0.15)O3	0
Sr(Ti0.4Sn0.6)O3	0
Ca(Zr0.15Mo0.85)O3	0
Ce(Cr0.65Cd0.35)O3	0
(Nd0.75Tl0.25)CrO3	0
Sr(Ti0.3Sn0.7)O3	0
Ba(Th0.8Mn0.2)O3	0
(Sm0.6Tl0.4)MnO3	0
Ca(Zr0.05Re0.95)O3	0
Eu(Sc0.3Ir0.7)O3	0
Ba(Hf0.85Ti0.15)O3	0
(K0.5Lu0.5)ZrO3	0
Sm(Na0.05Ru0.95)O3	0
(K0.1Sm0.9)MnO3	0
(Sr0.65Hf0.35)MnO3	0
Eu(Na0.05Ru0.95)O3	0
(Cs0.45Lu0.55)CeO3	0
Sr(Tc0.1Ir0.9)O3	0
Sr(Ti0.45Sn0.55)O3	0
(Sr0.55Hf0.45)MnO3	0
Eu(Mn0.55Zn0.45)O3	0
Eu(Th0.35Sn0.65)O3	0
Sr(Zn0.6Tc0.4)O3	0
Eu(Fe0.3Pd0.7)O3	0
(Cs0.45Ho0.55)CeO3	0
(Sr0.45Lu0.55)CrO3	0
(Ba0.45Yb0.55)CrO3	0
Sr(Ce0.9Pa0.1)O3	0
Sr(Hf0.1W0.9)O3	0
Eu(Fe0.25Sn0.75)O3	0
Sr(Tc0.6Ag0.4)O3	0
Eu(Th0.05Sn0.95)O3	0
Eu(Mn0.85Ni0.15)O3	0
Sm(Ni0.05Ru0.95)O3	0
Ce(Li0.35Ir0.65)O3	0
Sr(Ce0.8Pa0.2)O3	0
Eu(Ni0.35Ir0.65)O3	0
Eu(Th0.15Sn0.85)O3	0
(Sr0.55Hg0.45)TiO3	0
Sr(Ce0.6Cr0.4)O3	0
(La0.3Tl0.7)FeO3	0
(K0.1Eu0.9)MnO3	0
Pr(Fe0.1Pd0.9)O3	0
(Tb0.7La0.3)GaO3	0
(Sr0.25Y0.75)MnO3	0
Sr(Th0.75Tc0.25)O3	0
(K0.4Pb0.6)ZrO3	0
Sr(Tc0.45Ir0.55)O3	0
Nd(Mn0.85Cd0.15)O3	0
Sr(Tc0.4Ir0.6)O3	0
(Eu0.7Tl0.3)CrO3	0
Ce(Li0.45Ir0.55)O3	0
(Ba0.45Eu0.55)CrO3	0
(Nd0.8Tl0.2)MnO3	0
(Nd0.7Tl0.3)CrO3	0
Sr(Pa0.5Al0.5)O3	0
(Gd0.1Tl0.9)ZrO3	0
(Sr0.45Ho0.55)CrO3	0
(La0.7Tl0.3)MnO3	0
Eu(Mn0.15Sn0.85)O3	0
(Sr0.9Hg0.1)TiO3	0
(Sr0.85Hg0.15)TiO3	0
Sr(Tc0.3Ir0.7)O3	0
(Sr0.2Y0.8)MnO3	0
(Sr0.6Tb0.4)CrO3	0
(Sr0.6Ho0.4)CrO3	0
(Ce0.65Tl0.35)CrO3	0
(Nd0.85Tl0.15)MnO3	0
(Eu0.8Tl0.2)CrO3	0
Sr(Ce0.45Tc0.55)O3	0
(Ce0.7Tl0.3)FeO3	0
Sr(Tc0.35Ir0.65)O3	0
Eu(Sc0.35Ir0.65)O3	0
(Pr0.7Tl0.3)CrO3	0
(Sm0.75Tl0.25)CrO3	0
(Sr0.8Hg0.2)TiO3	0
(Sr0.45Er0.55)CrO3	0
(Ce0.7Tl0.3)CrO3	0
Sr(Hf0.95Re0.05)O3	0
Sr(Tc0.15Sn0.85)O3	0
(Sr0.6Er0.4)CrO3	0
(Sr0.75Hg0.25)TiO3	0
Eu(Cr0.45Pb0.55)O3	0
(Sm0.7Tl0.3)CrO3	0
(Ba0.7Yb0.3)CeO3	0
Ba(Th0.15Zr0.85)O3	0
Eu(Be0.1Ir0.9)O3	0
(Sr0.6Tm0.4)CrO3	0
(Tl0.9Bi0.1)ZrO3	0
Nd(Be0.15Cr0.85)O3	0
Eu(Th0.1Sn0.9)O3	0
(Sr0.75Er0.25)MnO3	0
(Ce0.25Pb0.75)MnO3	0
Ca(Li0.15Tc0.85)O3	0
(Pr0.65Tl0.35)MnO3	0
Ba(Sm0.5Np0.5)O3	0
Sr(Tc0.5Ir0.5)O3	0
Sr(Tc0.55Ir0.45)O3	0
(Ba0.1Hg0.9)ZrO3	0
(Sr0.75Tm0.25)MnO3	0
(Sr0.6Tm0.4)MnO3	0
Ca(Ti0.2Mo0.8)O3	0
Sr(Ti0.5Sn0.5)O3	0
Ba(Th0.75Mn0.25)O3	0
Eu(Th0.3Sn0.7)O3	0
Ce(Na0.2Cr0.8)O3	0
La(Cr0.55Cd0.45)O3	0
(Ba0.3Bi0.7)CrO3	0
Ba(Ce0.5Np0.5)O3	0
(Eu0.8Tl0.2)MnO3	0
Sm(Ni0.45Ru0.55)O3	0
(Sr0.15Y0.85)MnO3	0
(K0.5Tb0.5)ZrO3	0
Eu(Tl0.15Cr0.85)O3	0
(Ce0.3Pb0.7)MnO3	0
(Cs0.5Y0.5)ZrO3	0
Eu(Be0.25Ru0.75)O3	0
Ce(Li0.35Mo0.65)O3	0
Sm(Be0.15Cr0.85)O3	0
(Ba0.15Hg0.85)ZrO3	0
Sm(Ni0.35Ru0.65)O3	0
(Sr0.7Hf0.3)MnO3	0
Sr(Ga0.75Tc0.25)O3	0
(Ce0.95Y0.05)MnO3	0
Sm(Li0.05Ir0.95)O3	0
(Cs0.35Nd0.65)CeO3	0
(Eu0.75Tl0.25)CrO3	0
Sr(Hf0.5Re0.5)O3	0
Sm(Li0.25Ir0.75)O3	0
Eu(Mn0.05Sn0.95)O3	0
(Sr0.85Cd0.15)ZrO3	0
(Sr0.9Cd0.1)ZrO3	0
Sr(Cr0.25Pd0.75)O3	0
(La0.9Tl0.1)CoO3	0
(Sr0.8Cd0.2)ZrO3	0
(Sr0.75Cd0.25)ZrO3	0
Sr(Hf0.7Re0.3)O3	0
Ca(Ti0.25Mo0.75)O3	0
(Sr0.95Cd0.05)ZrO3	0
Sr(Tc0.35Pd0.65)O3	0
Sr(Hf0.55Re0.45)O3	0
Sr(Ce0.4Tc0.6)O3	0
Tb(Fe0.2Ir0.8)O3	0
(Sr0.7Cd0.3)ZrO3	0
(Sr0.95Hg0.05)TiO3	0
Sm(Ga0.2Ir0.8)O3	0
(Sr0.65Cd0.35)ZrO3	0
(Sr0.6Lu0.4)CrO3	0
Sr(Ce0.35Tc0.65)O3	0
Sr(Hf0.15W0.85)O3	0
Nd(Ga0.2Ru0.8)O3	0
Sr(Tc0.4Pd0.6)O3	0
(Cs0.3Tl0.7)CeO3	0
(Cs0.45Tl0.55)CeO3	0
(Pr0.7Tl0.3)MnO3	0
Sr(Hf0.75Re0.25)O3	0
Eu(Dy0.05Mn0.95)O3	0
Ca(Zr0.1Re0.9)O3	0
(Gd0.05Tl0.95)TiO3	0
Sr(Lu0.65Mn0.35)O3	0
Eu(Mn0.75Ag0.25)O3	0
Sr(Tc0.6Ir0.4)O3	0
Eu(Be0.15Ir0.85)O3	0
Sr(Mn0.3Pd0.7)O3	0
(Sm0.8Tl0.2)MnO3	0
(Nd0.3Dy0.7)MnO3	0
Sm(Fe0.25Pd0.75)O3	0
Sr(Ce0.55Cr0.45)O3	0
Ba(Dy0.5Np0.5)O3	0
(Gd0.3Tl0.7)TiO3	0
Eu(Mn0.65Cu0.35)O3	0
Sr(Mn0.25Sn0.75)O3	0
Sr(Sm0.6Tc0.4)O3	0
(Cs0.45Bi0.55)CeO3	0
(Ce0.7Y0.3)MnO3	0
Eu(Tl0.1Cr0.9)O3	0
Sr(Ti0.55Sn0.45)O3	0
Ba(Zr0.2Pb0.8)O3	0
Eu(Sr0.1Sn0.9)O3	0
Pr(Li0.05Ru0.95)O3	0
Eu(Mn0.2Sn0.8)O3	0
Pr(Co0.35Pd0.65)O3	0
Ba(Ho0.5Np0.5)O3	0
(Cs0.5La0.5)CeO3	0
Ba(Y0.5Np0.5)O3	0
(Sr0.85Lu0.15)MnO3	0
(Sr0.75Tb0.25)CrO3	0
(Nd0.8Tl0.2)CrO3	0
Sr(Tc0.65Ir0.35)O3	0
Ba(Eu0.5Np0.5)O3	0
Sm(Li0.1Ir0.9)O3	0
Eu(Be0.35Ru0.65)O3	0
(Pr0.95Tl0.05)MnO3	0
(Nd0.95Y0.05)MnO3	0
Ce(Li0.05Ru0.95)O3	0
Eu(U0.3Sn0.7)O3	0
Sr(Hf0.8Re0.2)O3	0
Sr(Hf0.85Re0.15)O3	0
Sr(Cr0.6Ag0.4)O3	0
(Nd0.9Tl0.1)MnO3	0
Sr(Tc0.7Ir0.3)O3	0
Ca(Zr0.15Re0.85)O3	0
(Sr0.65Er0.35)MnO3	0
(Sr0.85Tm0.15)MnO3	0
(Sr0.6Cd0.4)ZrO3	0
Eu(Sc0.2Co0.8)O3	0
Eu(Pa0.2Sn0.8)O3	0
Sr(La0.3Tc0.7)O3	0
(Tb0.7Eu0.3)MnO3	0
Sr(Cr0.7W0.3)O3	0
Ca(Zr0.2Mo0.8)O3	0
Sr(Ce0.25Tc0.75)O3	0
(Nd0.3Er0.7)FeO3	0
Sm(Ni0.1Ru0.9)O3	0
(Ba0.15Yb0.85)CrO3	0
Ca(Zr0.1Tc0.9)O3	0
Eu(Cd0.05Ir0.95)O3	0
(Sr0.2Yb0.8)MnO3	0
Ce(Li0.35Os0.65)O3	0
Eu(Mn0.1Sn0.9)O3	0
Eu(U0.25Sn0.75)O3	0
Eu(Cd0.1Ir0.9)O3	0
(Eu0.85Tl0.15)CrO3	0
La(Be0.15Cr0.85)O3	0
Sm(Ni0.05Ir0.95)O3	0
(Yb0.7Tl0.3)MnO3	0
Sm(Ga0.2Ru0.8)O3	0
(Sr0.6Er0.4)MnO3	0
Sr(Ce0.3Tc0.7)O3	0
(Sr0.85Er0.15)MnO3	0
(Sm0.3Ho0.7)FeO3	0
(Sr0.75Hf0.25)MnO3	0
Sr(Hf0.9Re0.1)O3	0
Eu(Hf0.7Sn0.3)O3	0
(K0.2Gd0.8)MnO3	0
Sm(Co0.45Pd0.55)O3	0
(Eu0.25Pb0.75)MnO3	0
Sr(Cr0.35Pd0.65)O3	0
(Eu0.3Pb0.7)MnO3	0
Sr(Hf0.95Sn0.05)O3	0
(Ce0.2Pb0.8)MnO3	0
(Sr0.3Hg0.7)ZrO3	0
Eu(Sc0.75Ir0.25)O3	0
(Sr0.25Hg0.75)ZrO3	0
(Tl0.95Bi0.05)ZrO3	0
(La0.7Y0.3)MnO3	0
(Sm0.85Tl0.15)MnO3	0
(Gd0.25Tl0.75)ZrO3	0
(Sm0.3Pb0.7)MnO3	0
(Sm0.2Pb0.8)MnO3	0
Sm(Li0.15Ir0.85)O3	0
Sr(Be0.1Mo0.9)O3	0
(Nd0.25Tl0.75)TiO3	0
(Gd0.5Tl0.5)TiO3	0
(Sr0.65Tm0.35)MnO3	0
Eu(Mn0.85Cu0.15)O3	0
(Ba0.35Ce0.65)CrO3	0
Ba(Zr0.25Pb0.75)O3	0
(Eu0.45Pb0.55)MnO3	0
(Ba0.4Bi0.6)MnO3	0
(La0.65Tl0.35)MnO3	0
Sr(Mn0.1Pd0.9)O3	0
(Nd0.35Tl0.65)TiO3	0
(Sm0.4Pb0.6)MnO3	0
(Rb0.3Ce0.7)ScO3	0
Ca(Ti0.3Mo0.7)O3	0
Ca(Sc0.15Tc0.85)O3	0
(Sr0.65Lu0.35)MnO3	0
(Sm0.45Pb0.55)MnO3	0
Ce(Li0.45Os0.55)O3	0
(Tl0.15Bi0.85)MnO3	0
(Cs0.35Sm0.65)CeO3	0
(Nd0.3Dy0.7)CoO3	0
Eu(Mn0.95Tl0.05)O3	0
(Ce0.3Tm0.7)FeO3	0
Eu(Ni0.4Ir0.6)O3	0
Sr(Ti0.65Sn0.35)O3	0
Eu(Ni0.75W0.25)O3	0
Eu(Sc0.7Ir0.3)O3	0
(Sm0.35Pb0.65)MnO3	0
(Sm0.25Pb0.75)MnO3	0
Ce(Li0.1Ru0.9)O3	0
Sm(Cr0.85Pd0.15)O3	0
(Eu0.85Tl0.15)MnO3	0
(Ba0.15Eu0.85)CrO3	0
Sr(Tc0.2Sn0.8)O3	0
Pr(Li0.1Ru0.9)O3	0
(Sr0.6Pb0.4)TiO3	0
(Sr0.55Pb0.45)TiO3	0
(Sr0.65Pb0.35)TiO3	0
(Sr0.7Pb0.3)TiO3	1
Sm(Li0.15Ru0.85)O3	0
Eu(In0.6Ir0.4)O3	0
Eu(U0.45Sn0.55)O3	0
Sm(Ni0.15Ru0.85)O3	0
Ca(Ti0.35Mo0.65)O3	0
Pr(Co0.25Pd0.75)O3	0
Sr(Mn0.25Au0.75)O3	0
Sr(Hf0.65Re0.35)O3	0
Ba(Th0.8Tc0.2)O3	0
Eu(Hf0.65Sn0.35)O3	0
Eu(Be0.45Ru0.55)O3	0
Ce(Na0.05Cr0.95)O3	0
(Ce0.15Pb0.85)MnO3	0
Ce(Li0.35W0.65)O3	0
Ba(Er0.5Np0.5)O3	0
Sm(Li0.2Ir0.8)O3	0
Ba(Tm0.75Tc0.25)O3	0
(La0.95Y0.05)MnO3	0
(Nd0.95Tl0.05)MnO3	0
(Sm0.15Pb0.85)MnO3	0
Eu(Ti0.15Pd0.85)O3	0
Sm(Ti0.35Pd0.65)O3	0
Ce(Li0.25Ru0.75)O3	0
(Cs0.35Eu0.65)CeO3	0
Pr(Li0.25Ru0.75)O3	0
Ce(Li0.45Au0.55)O3	0
(Sr0.15Ho0.85)CrO3	0
Eu(Ti0.25Sn0.75)O3	0
(Pr0.9Tl0.1)MnO3	0
Eu(Cd0.2Ir0.8)O3	0
Sr(Lu0.6Mn0.4)O3	0
Ca(Li0.1Tc0.9)O3	0
Sr(Sm0.15Tc0.85)O3	0
Sr(Mn0.8Zn0.2)O3	0
(Gd0.3Tl0.7)ZrO3	0
(Sr0.75Pb0.25)TiO3	0
Sr(Hf0.6Re0.4)O3	0
Sr(Ti0.6Sn0.4)O3	0
Ce(In0.2Ir0.8)O3	0
Pr(Li0.15Ru0.85)O3	0
Ca(Ti0.4Mo0.6)O3	0
(Ba0.6Ce0.4)MnO3	0
Sr(Cr0.45Pd0.55)O3	0
Ba(Tm0.5Np0.5)O3	0
Sr(Ti0.7Sn0.3)O3	0
(Gd0.65Tl0.35)MnO3	0
Sr(Hf0.9Sn0.1)O3	0
Ba(Zr0.3Pb0.7)O3	0
Eu(Cd0.15Ir0.85)O3	0
(Eu0.9Tl0.1)MnO3	0
Sr(Ce0.45Cr0.55)O3	0
Nd(Co0.35Pd0.65)O3	0
(Gd0.7Tl0.3)MnO3	0
Eu(Hf0.55Sn0.45)O3	0
Eu(Sn0.15W0.85)O3	0
(La0.95Tl0.05)CoO3	0
Eu(Mn0.85Ag0.15)O3	0
Sr(Ce0.65Nb0.35)O3	0
(Gd0.75Tl0.25)MnO3	0
(La0.05Dy0.95)FeO3	0
Ce(Li0.15Ru0.85)O3	0
Ce(Na0.25Cr0.75)O3	0
Sr(Lu0.5V0.5)O3	0
Sr(Mn0.4Ni0.6)O3	0
Sr(Cr0.4Pd0.6)O3	0
(Sm0.25Tl0.75)TiO3	0
Sr(Cr0.2Pd0.8)O3	0
Pr(Li0.2Ru0.8)O3	0
(Ba0.15Dy0.85)MnO3	0
(Ba0.25Dy0.75)MnO3	0
Eu(Cr0.05Sn0.95)O3	0
Sm(Ni0.35Ir0.65)O3	0
(Sr0.5Pb0.5)TiO3	1
La(Mn0.95Hg0.05)O3	0
Ca(Ti0.45Mo0.55)O3	0
Eu(U0.15Sn0.85)O3	0
Eu(Lu0.35Mn0.65)O3	0
(Gd0.05Tl0.95)ZrO3	0
Eu(U0.35Sn0.65)O3	0
(Ba0.2Dy0.8)MnO3	0
Eu(Be0.2Ir0.8)O3	0
Sr(Ce0.85V0.15)O3	0
Ce(Mg0.05Ir0.95)O3	0
Sr(Cr0.85Pb0.15)O3	0
Ce(Li0.2Ru0.8)O3	0
Ce(Li0.45W0.55)O3	0
(La0.7Pb0.3)CoO3	0
Sr(Cr0.5Pd0.5)O3	0
(Sr0.45Pb0.55)TiO3	1
Eu(Ni0.7W0.3)O3	0
Sm(Ni0.45Ir0.55)O3	0
(Sr0.4Pb0.6)TiO3	1
(Sr0.2Pb0.8)TiO3	0
(Sr0.25Pb0.75)TiO3	0
(Sr0.35Pb0.65)TiO3	0
(Sr0.3Pb0.7)TiO3	0
(Sr0.15Pb0.85)TiO3	0
(Sr0.1Pb0.9)TiO3	0
(Sr0.05Pb0.95)TiO3	0
Sm(Ni0.1Ir0.9)O3	0
Sm(Ni0.25Ru0.75)O3	0
Ba(Th0.7Mn0.3)O3	0
Sr(Ce0.05Tc0.95)O3	0
(Sr0.8Er0.2)MnO3	0
Sr(Ce0.95Th0.05)O3	0
(Tb0.7Nd0.3)CrO3	0
(K0.45La0.55)CeO3	0
Eu(Mn0.75Cr0.25)O3	0
(Sr0.8Tm0.2)MnO3	0
(Ba0.35Dy0.65)MnO3	0
(Sm0.9Tl0.1)MnO3	0
(Cs0.5Tl0.5)CeO3	0
Eu(Hf0.5Sn0.5)O3	0
(Sr0.7Er0.3)MnO3	0
(Eu0.95Tl0.05)MnO3	0
(Sr0.7Tm0.3)MnO3	0
Ba(Th0.75Tc0.25)O3	0
Eu(Hf0.45Sn0.55)O3	0
(Sm0.55Pb0.45)MnO3	0
Ba(Yb0.5Np0.5)O3	0
Sr(Ce0.95Zr0.05)O3	0
Sr(Hf0.85Sn0.15)O3	0
Sr(Ce0.8Cr0.2)O3	0
Eu(Co0.15Pd0.85)O3	0
(Sr0.45Y0.55)MnO3	0
(Nd0.6Tl0.4)MnO3	0
(Ba0.85Pb0.15)ZrO3	0
Eu(U0.05Sn0.95)O3	0
Eu(Hf0.35Sn0.65)O3	0
(Pr0.3Tm0.7)FeO3	0
Eu(Mn0.55Cu0.45)O3	0
(Ce0.6Tl0.4)CrO3	0
(Ba0.1Dy0.9)MnO3	0
(Ba0.35Tm0.65)MnO3	0
Eu(In0.65Ir0.35)O3	0
(Nd0.5Tl0.5)TiO3	0
(Ce0.85Tl0.15)CrO3	0
(Cs0.5Bi0.5)CeO3	0
Eu(U0.1Sn0.9)O3	0
(Pr0.85Tl0.15)CrO3	0
(Ba0.4Dy0.6)MnO3	0
Sm(Sc0.2Fe0.8)O3	0
Sr(Tc0.65Pd0.35)O3	0
(Sr0.8Lu0.2)MnO3	0
Eu(Sc0.2Cr0.8)O3	0
Ba(Zr0.35Pb0.65)O3	0
(Sm0.95Tl0.05)MnO3	0
Sr(Ce0.5Tc0.5)O3	0
(Ba0.2Ho0.8)MnO3	0
(Ba0.25Ho0.75)MnO3	0
(Gd0.5Tl0.5)ZrO3	0
(Ba0.3Dy0.7)MnO3	0
Sm(Mn0.75Cd0.25)O3	0
Sr(Tc0.85Ni0.15)O3	0
Sr(Tc0.6Pd0.4)O3	0
Eu(Be0.25Ir0.75)O3	0
(K0.45Bi0.55)CeO3	0
Eu(Cr0.15Sn0.85)O3	0
Eu(Cr0.1Sn0.9)O3	0
(Eu0.95Y0.05)FeO3	0
Sr(Ce0.35Cr0.65)O3	0
Sr(Tc0.25Sn0.75)O3	0
Ba(Hf0.95Zr0.05)O3	0
Sr(Ce0.4Cr0.6)O3	0
Eu(Be0.45Ir0.55)O3	0
Sm(Li0.05Ru0.95)O3	0
Sr(Tc0.85Pd0.15)O3	0
Sr(Ti0.95Sn0.05)O3	0
(Ba0.25Er0.75)MnO3	0
Sr(Ce0.85Th0.15)O3	0
(Ba0.15Ho0.85)MnO3	0
Sr(La0.15Tc0.85)O3	0
Ca(Zr0.15Tc0.85)O3	0
(Ba0.2Er0.8)MnO3	0
Eu(Mn0.7Ag0.3)O3	0
(Ba0.25Tm0.75)MnO3	0
Sr(Mn0.65Zn0.35)O3	0
(Sr0.2Hg0.8)ZrO3	0
(Nd0.7Y0.3)FeO3	0
Sr(Mn0.3Sn0.7)O3	0
Ca(Ti0.05Tc0.95)O3	0
La(In0.2Ir0.8)O3	0
Sr(Ti0.85Sn0.15)O3	0
Sr(Ti0.8Sn0.2)O3	0
Sr(Hf0.2W0.8)O3	0
Eu(Hf0.3Sn0.7)O3	0
(Ba0.2Tm0.8)MnO3	0
(Ba0.3Tm0.7)MnO3	0
(Ba0.35Lu0.65)MnO3	0
Ce(Mg0.15Ir0.85)O3	0
Ba(Lu0.5Np0.5)O3	0
Sr(Cr0.3Pd0.7)O3	0
Sm(Ni0.15Ir0.85)O3	0
Sr(Ti0.75Sn0.25)O3	0
(Ba0.35Ho0.65)MnO3	0
(Ba0.3Er0.7)MnO3	0
Ce(Li0.45Ru0.55)O3	0
Sr(Ce0.2Tc0.8)O3	0
Ba(Tm0.5Ta0.5)O3	0
Sr(Cr0.1Pd0.9)O3	0
Ca(Li0.25Tc0.75)O3	0
Sr(Ce0.9Th0.1)O3	0
Sr(Ce0.15Tc0.85)O3	0
Sr(Ti0.9Sn0.1)O3	0
(Sm0.7Y0.3)FeO3	0
Sr(Tc0.7Pd0.3)O3	0
Sr(Ga0.4W0.6)O3	0
Eu(Co0.2Pd0.8)O3	0
Sr(U0.35Sn0.65)O3	0
Sr(Tc0.6Sn0.4)O3	0
Sr(Tc0.65Sn0.35)O3	0
(Yb0.65Tl0.35)CrO3	0
(Sr0.75Lu0.25)MnO3	0
(Sm0.95Y0.05)FeO3	0
Sr(Hf0.8Sn0.2)O3	0
Pr(Be0.15Cr0.85)O3	0
(Ba0.4Er0.6)MnO3	0
Sr(Tc0.9Pd0.1)O3	0
Sr(Tc0.95Pd0.05)O3	0
(Ba0.4Tm0.6)MnO3	0
Tb(Fe0.2Ru0.8)O3	0
(Sm0.65Tl0.35)CrO3	0
Sr(Ce0.3Cr0.7)O3	0
(Ba0.25Lu0.75)MnO3	0
(Ba0.3Lu0.7)MnO3	0
Sr(Mn0.7Pd0.3)O3	0
(Ba0.35Er0.65)MnO3	0
Ba(Th0.65Mn0.35)O3	0
Eu(Hf0.25Sn0.75)O3	0
Sm(Mn0.85Cd0.15)O3	0
(Ba0.6La0.4)CeO3	0
Sr(Cr0.75Ag0.25)O3	0
Sr(Tc0.75Sn0.25)O3	0
Eu(Be0.3Ir0.7)O3	0
(Sr0.3Cd0.7)TiO3	0
(Sr0.25Cd0.75)TiO3	0
(Sr0.2Cd0.8)TiO3	0
Sr(Tc0.7Sn0.3)O3	0
(Ba0.55Tb0.45)MnO3	0
Nd(Co0.25Pd0.75)O3	0
(Yb0.6Tl0.4)CrO3	0
Ca(Ti0.65Mo0.35)O3	0
(Sr0.05Cd0.95)TiO3	0
(Sr0.85Pb0.15)TiO3	0
(Sr0.1Cd0.9)TiO3	0
(Sr0.15Cd0.85)TiO3	0
(Tl0.25Bi0.75)MnO3	0
(Ba0.15Er0.85)MnO3	0
(Sr0.8Pb0.2)TiO3	1
Sr(Tm0.15Mn0.85)O3	0
(Ba0.4Ho0.6)MnO3	0
Sr(Tc0.45Sn0.55)O3	0
Sr(Ce0.85Nb0.15)O3	0
(K0.5Nd0.5)CeO3	0
Sr(Yb0.75Mn0.25)O3	0
Sm(Li0.1Ru0.9)O3	0
Ca(Ti0.6Mo0.4)O3	0
Sr(Er0.15Mn0.85)O3	0
Eu(Be0.4Ir0.6)O3	0
Sr(U0.3Sn0.7)O3	0
Ba(La0.5Np0.5)O3	0
Eu(Be0.35Ir0.65)O3	0
Ce(Mg0.1Ir0.9)O3	0
Sr(Ce0.25Cr0.75)O3	0
Ba(Th0.85Tc0.15)O3	0
Eu(Cr0.2Sn0.8)O3	0
(Sr0.75Ca0.25)ZrO3	0
(Sr0.8Ca0.2)ZrO3	1
(Sr0.95Ca0.05)ZrO3	1
(Sr0.9Ca0.1)ZrO3	0
(Sr0.85Ca0.15)ZrO3	0
(Sr0.7Ca0.3)ZrO3	0
Ce(Mn0.95Hg0.05)O3	0
Ca(Ti0.55Mo0.45)O3	0
Sr(Tc0.4Sn0.6)O3	0
Sr(Tc0.35Sn0.65)O3	0
Eu(Mn0.95Ag0.05)O3	0
Ce(Li0.35Au0.65)O3	0
Sr(Eu0.45Tc0.55)O3	0
Sr(Mn0.85Pd0.15)O3	0
Sr(Tc0.8Sn0.2)O3	0
Ca(Ti0.7Mo0.3)O3	0
