Chemical_formula	found_on_web
(La0.3Tl0.7)AlO3	0
Ba(Tc0.65Pb0.35)O3	0
Sr(Th0.5Re0.5)O3	0
(Tb0.95Pr0.05)AlO3	0
(Ca0.75Gd0.25)CrO3	0
(Bi0.8Pb0.2)MnO3	0
Pr(Zn0.15Ir0.85)O3	0
Sm(Zn0.05Ir0.95)O3	0
Ba(Tc0.7Pb0.3)O3	0
(Ba0.45Sm0.55)CeO3	0
(Ba0.5Gd0.5)CeO3	0
(Pr0.05Pb0.95)FeO3	0
(Ce0.25Pb0.75)FeO3	0
Ca(Nb0.3Ru0.7)O3	0
Sr(Hf0.4Th0.6)O3	0
(Gd0.1Pb0.9)MnO3	0
Sm(Tl0.05Co0.95)O3	0
Eu(Mn0.1Pd0.9)O3	0
(Tb0.7Eu0.3)CrO3	0
Sr(Sn0.05Pb0.95)O3	0
Sr(Hf0.45Mo0.55)O3	0
Sm(Cr0.2Ga0.8)O3	0
(Cs0.15Lu0.85)MnO3	0
Ba(Zr0.8Re0.2)O3	0
(Rb0.1Dy0.9)MnO3	0
Ca(V0.35Cr0.65)O3	0
(Ba0.45Ho0.55)MnO3	0
(Sr0.75Y0.25)CrO3	0
Sr(Mn0.85Cu0.15)O3	0
Sr(Th0.55Re0.45)O3	0
(Sr0.2Cd0.8)MnO3	0
(Ce0.05Pb0.95)FeO3	0
Eu(In0.95Ir0.05)O3	0
(Sr0.25Cd0.75)MnO3	0
(Sr0.3Cd0.7)MnO3	0
(Cs0.35Tb0.65)CeO3	0
Sr(Th0.35Re0.65)O3	0
Ba(Zr0.75Tc0.25)O3	0
(K0.35La0.65)CeO3	0
Nd(Be0.15Pd0.85)O3	0
Tb(Li0.15Cr0.85)O3	0
(Nd0.05Pb0.95)CrO3	0
Eu(Ni0.25Sn0.75)O3	0
(Sr0.45Cd0.55)MnO3	0
(Ba0.45Lu0.55)CrO3	0
Nd(Zn0.1Ir0.9)O3	0
(Pr0.25Pb0.75)FeO3	0
Sr(Th0.2Mo0.8)O3	0
Ca(Cr0.65W0.35)O3	0
(Rb0.15Ho0.85)MnO3	0
(Ca0.9Gd0.1)CrO3	0
Tb(Sc0.2Fe0.8)O3	0
Ce(Zn0.25Ir0.75)O3	0
Ca(Sc0.4Mo0.6)O3	0
Eu(Tl0.8Co0.2)O3	0
(Cs0.35Hg0.65)PaO3	0
Sr(Th0.45Re0.55)O3	0
(Eu0.05Pb0.95)CrO3	0
Sr(Mn0.95Tl0.05)O3	0
Eu(In0.9Ir0.1)O3	0
(Cs0.1Er0.9)MnO3	0
Nd(Zn0.15Ir0.85)O3	0
Sr(Mn0.65Hg0.35)O3	0
Eu(Mn0.7Tl0.3)O3	0
(Sm0.05Pb0.95)CrO3	0
Sr(Th0.3Re0.7)O3	0
(Sr0.35Cd0.65)MnO3	0
(Pr0.7Pb0.3)CrO3	0
Sr(Th0.4Re0.6)O3	0
Ca(Zr0.25Os0.75)O3	0
Sr(Sn0.1Pb0.9)O3	0
Ca(Cr0.6W0.4)O3	0
Ca(Zr0.3Ir0.7)O3	0
(Rb0.15Er0.85)MnO3	0
Ba(Sm0.45Tc0.55)O3	0
(Ba0.55Eu0.45)CeO3	0
Ba(Ce0.7V0.3)O3	0
(Rb0.45Yb0.55)CeO3	0
(Rb0.2Lu0.8)MnO3	0
Pr(In0.8Fe0.2)O3	0
(Ce0.7Pb0.3)CrO3	0
(Cs0.25Pr0.75)CeO3	0
Sr(Th0.25Re0.75)O3	0
(Sr0.25Ag0.75)TcO3	0
(Cs0.55Pb0.45)CeO3	0
Nd(Mn0.65Ag0.35)O3	0
(Pr0.7Pb0.3)FeO3	0
Eu(Si0.45Mo0.55)O3	0
(Sm0.6Pb0.4)CrO3	0
(Rb0.2Hg0.8)NbO3	0
(Pr0.05Dy0.95)FeO3	0
(Sr0.8Cd0.2)TcO3	0
(Cs0.05Pb0.95)CeO3	0
Sr(Sn0.15Pb0.85)O3	0
Sr(Tl0.35Tc0.65)O3	0
Sr(Tm0.35Mn0.65)O3	0
Ba(La0.75Tc0.25)O3	0
Ba(Mn0.5Ag0.5)O3	0
(K0.35Bi0.65)CeO3	0
Eu(Yb0.15Mn0.85)O3	0
(Rb0.15Tm0.85)MnO3	0
(Ba0.45Gd0.55)CeO3	0
(Cs0.5Tb0.5)ZrO3	0
Ba(Ce0.65V0.35)O3	0
Sr(Th0.05Mo0.95)O3	0
(Cs0.5Pr0.5)ThO3	0
Sr(Th0.15Mo0.85)O3	0
(Sr0.6Tl0.4)CeO3	0
(Ba0.05Sr0.95)ReO3	0
Nd(Zn0.35Pd0.65)O3	0
Nd(Ca0.05Ir0.95)O3	0
(K0.35Pr0.65)CeO3	0
Pr(Cr0.85Hg0.15)O3	0
(La0.1Pb0.9)CrO3	0
(Cs0.4Lu0.6)CeO3	0
(Cs0.5Ce0.5)ThO3	0
Sr(Ta0.75Ag0.25)O3	0
(Ba0.5Sm0.5)CeO3	0
(Ba0.5Nd0.5)CeO3	0
(Sr0.6Nd0.4)CeO3	0
(K0.15Lu0.85)MnO3	0
(Pr0.3Tm0.7)CoO3	0
Ce(Zn0.35Ir0.65)O3	0
Pr(Sc0.2Ga0.8)O3	0
Sr(Th0.1Mn0.9)O3	0
Ce(Zn0.45Ir0.55)O3	0
(K0.4Nd0.6)CeO3	0
Pr(Mn0.05Pd0.95)O3	0
Sm(Zn0.15Ir0.85)O3	0
Sm(Zn0.1Ir0.9)O3	0
(Rb0.5Eu0.5)ZrO3	0
Ba(Tc0.65Ag0.35)O3	0
Sr(Mn0.75Os0.25)O3	0
Ba(U0.8Sn0.2)O3	0
(Cs0.3Eu0.7)CeO3	0
(Tb0.95Ce0.05)CrO3	0
Ca(V0.5Cr0.5)O3	0
(Cs0.15Tm0.85)MnO3	0
(Cs0.3Sm0.7)CeO3	0
(Yb0.65Tl0.35)MnO3	0
Ca(Mg0.2Cr0.8)O3	0
(La0.1Tl0.9)SnO3	0
(Cs0.35Ho0.65)CeO3	0
Nd(Zn0.15Pd0.85)O3	0
(Rb0.1Ho0.9)MnO3	0
Pr(Zn0.25Ru0.75)O3	0
(K0.65Ce0.35)HfO3	0
Sr(Ce0.6Sn0.4)O3	0
(Ba0.45Hg0.55)CeO3	0
(La0.05Tl0.95)SnO3	0
(Ca0.15Gd0.85)CrO3	0
(Ce0.1Pb0.9)MnO3	0
Ca(Mg0.35Cr0.65)O3	0
Ca(Fe0.35Tc0.65)O3	0
(Cs0.3Y0.7)MnO3	0
(Ba0.45Dy0.55)CrO3	0
(Cs0.35Dy0.65)CeO3	0
(K0.4Ce0.6)MnO3	0
Ce(Zn0.25Ru0.75)O3	0
(Ba0.55Gd0.45)CeO3	0
(Sr0.4Cd0.6)MnO3	0
(Sr0.15Tl0.85)CeO3	0
Ba(Zr0.9Mn0.1)O3	1
(Cs0.1Ho0.9)MnO3	0
Sr(La0.6Tc0.4)O3	0
La(Fe0.05Pd0.95)O3	0
Ba(Tc0.7Ag0.3)O3	0
(Rb0.15Yb0.85)CrO3	0
(Cs0.5Dy0.5)ZrO3	0
Sr(Ce0.4Sn0.6)O3	0
(Ba0.8Hg0.2)HfO3	0
(Cs0.15Pb0.85)CeO3	0
Ba(Mn0.4Pb0.6)O3	0
Ba(Hf0.95Mn0.05)O3	0
Nd(Tl0.05Cr0.95)O3	0
(Cs0.15Er0.85)MnO3	0
Sm(Zn0.05Ru0.95)O3	0
(Sr0.65Eu0.35)CeO3	0
(Sr0.2Tl0.8)CeO3	0
(Rb0.35Pr0.65)CeO3	0
Eu(Tl0.25Cr0.75)O3	0
(La0.3Tl0.7)SnO3	0
Ca(Zr0.2W0.8)O3	0
(Ba0.45Sm0.55)CrO3	0
(La0.55Tl0.45)SnO3	0
(Ba0.5La0.5)CeO3	0
Sr(Tm0.1Mn0.9)O3	0
(K0.45Yb0.55)CeO3	0
(K0.35Eu0.65)CeO3	0
Sr(Ce0.35Sn0.65)O3	0
(Sr0.65Sm0.35)CeO3	0
(K0.4Eu0.6)CeO3	0
(Cs0.1Dy0.9)MnO3	0
Sr(Ce0.55Sn0.45)O3	0
(Gd0.95Y0.05)MnO3	0
(Pr0.3Er0.7)AlO3	0
Ca(Mg0.3Tc0.7)O3	0
Sm(Mn0.55Cd0.45)O3	0
(Cs0.35Er0.65)CeO3	0
(Cs0.15Ho0.85)MnO3	0
(Sr0.85Cd0.15)TcO3	0
Sr(Fe0.45Tc0.55)O3	0
Nd(Mn0.1Pd0.9)O3	0
(Rb0.1Er0.9)MnO3	0
(Ba0.45Er0.55)CrO3	0
Sr(Ce0.5Sn0.5)O3	0
Sr(Fe0.6Tc0.4)O3	0
Eu(Si0.25Mo0.75)O3	0
(Yb0.4Pb0.6)CrO3	0
(Rb0.2Tm0.8)MnO3	0
Ca(Cr0.7W0.3)O3	0
Ca(Cr0.75W0.25)O3	0
(Tb0.15Tl0.85)ZrO3	0
Sr(Sn0.2Pb0.8)O3	0
Sr(Ce0.65Tc0.35)O3	0
(Rb0.55Ce0.45)ZrO3	0
Gd(Li0.05Ru0.95)O3	0
Ba(Mn0.6Tl0.4)O3	0
(K0.35Nd0.65)CeO3	0
(Sr0.2Cd0.8)TcO3	0
(Rb0.1Eu0.9)MnO3	0
(K0.2Y0.8)MnO3	0
Sr(Ce0.75Cr0.25)O3	0
(Rb0.45Tb0.55)CeO3	0
Sr(Ce0.3Sn0.7)O3	0
(Ba0.45Tm0.55)CrO3	0
Sr(V0.6Co0.4)O3	0
Eu(Mn0.6Sb0.4)O3	0
Ce(Li0.25Au0.75)O3	0
Sm(Mn0.65Ag0.35)O3	0
Ca(Ti0.05Ir0.95)O3	0
(Sr0.1Cd0.9)MnO3	0
(Tb0.25Tl0.75)ZrO3	0
(Pr0.05Pb0.95)CrO3	0
(Rb0.5Sm0.5)ZrO3	0
Pr(Zn0.35Ru0.65)O3	0
(Ba0.45La0.55)CeO3	0
(Rb0.6Ce0.4)ZrO3	0
Ce(Zn0.35Ru0.65)O3	0
Pr(Zn0.45Ru0.55)O3	0
Sr(Th0.95Mn0.05)O3	0
(Rb0.4Eu0.6)CeO3	0
(Ce0.75Pb0.25)CrO3	0
(Cs0.25Eu0.75)CeO3	0
Sr(Th0.2Re0.8)O3	0
(Cs0.25Nd0.75)CeO3	0
Ce(Zn0.45Ru0.55)O3	0
(Ba0.1Sr0.9)ReO3	0
(Tb0.35Tl0.65)ZrO3	0
(Rb0.5La0.5)ZrO3	0
(Ce0.15Ag0.85)MnO3	0
(Ce0.2Ag0.8)MnO3	0
Ba(Ce0.6V0.4)O3	0
(Eu0.85Pb0.15)MnO3	0
(Ba0.5Yb0.5)CeO3	0
(Ce0.05Pb0.95)CrO3	0
Sr(Ce0.9Tc0.1)O3	0
(Ba0.45Ho0.55)CrO3	0
Ba(Ce0.55V0.45)O3	0
(Rb0.5Pr0.5)ZrO3	0
Nd(Cr0.55Cd0.45)O3	0
(Cs0.3Gd0.7)CeO3	0
Sr(Ru0.15W0.85)O3	0
Sr(Mn0.7Hg0.3)O3	0
Sr(Ce0.95Cr0.05)O3	0
Sr(Ce0.45Sn0.55)O3	0
(Cs0.4Pb0.6)ZrO3	0
(Eu0.55Pb0.45)FeO3	0
(Rb0.5Ce0.5)ZrO3	0
Gd(Mn0.95Zn0.05)O3	0
(K0.15Y0.85)MnO3	0
Sr(Mn0.7Ni0.3)O3	0
(Rb0.45Dy0.55)CeO3	0
Ca(Fe0.45Tc0.55)O3	0
Sr(Ce0.25Sn0.75)O3	0
Sr(Ce0.1Th0.9)O3	0
Sm(Mn0.65Cd0.35)O3	0
(Tl0.4Bi0.6)MnO3	0
Sm(In0.8Co0.2)O3	0
Nd(Mn0.05Pd0.95)O3	0
(Ba0.2Tl0.8)HfO3	0
(Rb0.35Nd0.65)CeO3	0
(Ba0.95Y0.05)CeO3	0
(Rb0.65Ce0.35)ZrO3	0
(Cs0.5Ho0.5)ZrO3	0
(Eu0.8Pb0.2)MnO3	0
(Rb0.2Ca0.8)MnO3	0
(Cs0.25Sm0.75)CeO3	0
(K0.4Sm0.6)CeO3	0
Ca(Fe0.4Tc0.6)O3	0
Ba(Eu0.6Tc0.4)O3	0
(Rb0.5Nd0.5)ZrO3	0
Eu(Si0.15W0.85)O3	0
(Eu0.55Pb0.45)CrO3	0
(Rb0.4Sm0.6)CeO3	0
Sr(Er0.1Mn0.9)O3	0
Gd(Fe0.2Ru0.8)O3	0
(Ba0.55Nd0.45)CeO3	0
Sm(Ni0.35Pd0.65)O3	0
(K0.35Sm0.65)CeO3	0
Ba(U0.65Sn0.35)O3	0
(Eu0.65Pb0.35)MnO3	0
(Nd0.6Pb0.4)CrO3	0
(K0.4Hf0.6)MnO3	0
Sm(Zn0.15Ru0.85)O3	0
(Pr0.45Tl0.55)TiO3	0
(Rb0.15Ca0.85)MnO3	0
(Sr0.55Hg0.45)CrO3	0
Sm(Si0.15Mo0.85)O3	0
(Cs0.3Yb0.7)CeO3	0
(Ce0.45Tl0.55)TiO3	0
Sr(Hf0.95Ru0.05)O3	0
(Ba0.55Sm0.45)CeO3	0
(Cs0.5Lu0.5)ZrO3	0
(Ba0.7Lu0.3)CeO3	0
(Sm0.85Pb0.15)MnO3	0
(Rb0.5Lu0.5)CeO3	0
(Yb0.05Pb0.95)CrO3	0
Sr(Be0.2Mo0.8)O3	0
(K0.15Tl0.85)TiO3	0
Sr(Sn0.25Pb0.75)O3	0
(K0.5Sc0.5)ZrO3	0
Pr(Zn0.25Ir0.75)O3	0
Ba(Na0.25Np0.75)O3	0
Sr(Mn0.8Hg0.2)O3	0
(Sr0.3Hg0.7)MnO3	0
Sr(Cr0.25Ru0.75)O3	0
(La0.25Tl0.75)SnO3	0
(Rb0.5Gd0.5)ZrO3	0
(Rb0.15Gd0.85)MnO3	0
(Sr0.65Gd0.35)CeO3	0
(Gd0.1Pb0.9)CrO3	0
(Cs0.3Hg0.7)NpO3	0
Sr(Eu0.75Tc0.25)O3	0
Sm(Zn0.1Ru0.9)O3	0
Sm(Co0.05Pd0.95)O3	0
(Gd0.7Bi0.3)MnO3	0
Eu(Co0.65Pb0.35)O3	0
Sr(Fe0.55Tc0.45)O3	0
(Ba0.15Sr0.85)ReO3	0
(K0.4Gd0.6)CeO3	0
(Tb0.95Nd0.05)CrO3	0
(Yb0.45Pb0.55)CrO3	0
Sr(Mn0.85Ir0.15)O3	0
(Cs0.5Er0.5)ZrO3	0
(Sr0.15Cd0.85)MnO3	0
Sm(Na0.1Ru0.9)O3	0
Ca(Nb0.4Ru0.6)O3	0
Ba(Mn0.55Ag0.45)O3	0
Sm(Zn0.35Pd0.65)O3	0
Tb(Sc0.2Ir0.8)O3	0
Eu(Na0.25Mn0.75)O3	0
Ca(Mg0.5Cr0.5)O3	0
(Cs0.25Gd0.75)CeO3	0
Ba(U0.55Sn0.45)O3	0
(Sr0.6Sm0.4)CeO3	0
Nd(Zn0.25Ir0.75)O3	0
Eu(Mn0.65Sb0.35)O3	0
Sr(Mo0.15Ru0.85)O3	0
Ca(Ti0.1Ir0.9)O3	0
Sr(Cd0.5Mo0.5)O3	0
(Cs0.5Tm0.5)ZrO3	0
(Ba0.75Hg0.25)HfO3	0
(Ba0.6Hg0.4)HfO3	0
Pr(Cr0.2Ga0.8)O3	0
(Pr0.15Tl0.85)TiO3	0
(Ba0.65Ce0.35)MnO3	0
Sr(Cd0.4Mo0.6)O3	0
Sr(Mo0.05Ru0.95)O3	0
La(Cd0.1Ir0.9)O3	0
(La0.5Tl0.5)SnO3	0
Sr(Fe0.65Tc0.35)O3	0
(Tb0.95Sm0.05)CrO3	0
Ca(Nb0.05Ir0.95)O3	0
(Ba0.65Hg0.35)HfO3	0
(Nd0.3Ho0.7)CrO3	0
(Ba0.55Hg0.45)HfO3	0
(Rb0.15Eu0.85)MnO3	0
(K0.35Gd0.65)CeO3	0
(Ce0.15Tl0.85)TiO3	0
Ba(Ce0.4Tc0.6)O3	0
(Pr0.35Pb0.65)FeO3	0
(K0.2Bi0.8)MnO3	0
Ca(Ti0.05Os0.95)O3	0
(Ce0.3Er0.7)CrO3	0
Eu(Lu0.2Mn0.8)O3	0
(Rb0.4Gd0.6)CeO3	0
Sr(Ce0.05Th0.95)O3	0
Sm(Mg0.05Ru0.95)O3	0
(Rb0.5Bi0.5)ZrO3	0
Sm(Na0.15Ru0.85)O3	0
(Ba0.5Hg0.5)HfO3	0
(Rb0.1Nd0.9)MnO3	0
(Ba0.4Hg0.6)HfO3	0
(Rb0.05Nd0.95)MnO3	0
(Ba0.15Ca0.85)MnO3	0
(Ce0.35Pb0.65)FeO3	0
(Rb0.05Pr0.95)MnO3	0
Ba(Ca0.5Cr0.5)O3	0
Pr(Mn0.65Ag0.35)O3	0
Pr(Cr0.2Pd0.8)O3	0
Sr(Cd0.3Mo0.7)O3	0
(Sm0.65Pb0.35)CrO3	0
Sr(Re0.1Pb0.9)O3	0
Pr(Zn0.35Ir0.65)O3	0
Ca(Ti0.15Ir0.85)O3	0
(K0.1Y0.9)MnO3	0
Gd(Mn0.95Cu0.05)O3	0
Ca(Cr0.85W0.15)O3	0
Sr(Sn0.3Pb0.7)O3	0
Sr(Ce0.2Sn0.8)O3	0
(Tb0.7Sm0.3)GaO3	0
Sr(Re0.05Pb0.95)O3	0
(Cs0.65Ta0.35)CeO3	0
Pr(Zn0.45Ir0.55)O3	0
(Ce0.4Tl0.6)TiO3	0
(Ba0.35Hg0.65)HfO3	0
(K0.5Sb0.5)TiO3	0
Gd(Li0.15Ru0.85)O3	0
Sr(Cr0.55Ru0.45)O3	0
Tb(Li0.25Ru0.75)O3	0
Ba(U0.5Sn0.5)O3	0
(Rb0.5Y0.5)ZrO3	0
(Sm0.75Pb0.25)MnO3	0
(Ba0.2Hg0.8)HfO3	0
Ca(Fe0.55Tc0.45)O3	0
Eu(Mn0.65Pd0.35)O3	0
(Tb0.95Pr0.05)CrO3	0
Pr(Ni0.45Pd0.55)O3	0
(Ba0.45Hg0.55)HfO3	0
(Ba0.3Hg0.7)HfO3	0
Sr(Al0.3Tc0.7)O3	0
Ba(Na0.25Tc0.75)O3	0
(Rb0.1Sm0.9)MnO3	0
Ba(Ce0.45Tc0.55)O3	0
(Rb0.1Ca0.9)MnO3	0
(Rb0.1Gd0.9)MnO3	0
Sr(Th0.15Re0.85)O3	0
(Ba0.1Ca0.9)MnO3	0
(Sm0.9Pb0.1)MnO3	0
(K0.35Hf0.65)MnO3	0
(K0.3La0.7)CeO3	0
(Sm0.8Pb0.2)MnO3	0
(Ba0.25Hg0.75)HfO3	0
(K0.3Tb0.7)MnO3	0
Sr(Th0.1Mo0.9)O3	0
(K0.3Ce0.7)LuO3	0
Sr(Sn0.35Pb0.65)O3	0
(Cs0.25Tl0.75)ZrO3	0
(Sr0.05Hg0.95)ZrO3	0
Sm(Fe0.45Sn0.55)O3	0
(Cs0.45Tl0.55)ZrO3	0
Pr(Li0.2Pd0.8)O3	0
Sm(Zn0.25Ir0.75)O3	0
(Sm0.3Dy0.7)CrO3	0
Nd(Zn0.05Ru0.95)O3	0
Nd(Zn0.45Ir0.55)O3	0
Sr(Ce0.15Sn0.85)O3	0
Nd(Zn0.35Ir0.65)O3	0
(Rb0.6Pb0.4)CeO3	0
(Cs0.5Gd0.5)ThO3	0
Eu(Cr0.7Si0.3)O3	0
Sr(Th0.95Tc0.05)O3	0
Ca(Zr0.4Ir0.6)O3	0
Ca(Nb0.35Ru0.65)O3	0
Sr(Mo0.25Ru0.75)O3	0
Sr(Ru0.2W0.8)O3	0
Sr(Sn0.4Pb0.6)O3	0
Sr(Sn0.45Pb0.55)O3	0
(La0.05Pb0.95)CrO3	0
Ca(Cr0.45Tc0.55)O3	0
(Ba0.7Hg0.3)HfO3	0
Sr(Cd0.05Mo0.95)O3	0
La(Fe0.2Pd0.8)O3	0
Sm(Mg0.1Ru0.9)O3	0
Sm(Mg0.15Ru0.85)O3	0
Sr(Sn0.55Pb0.45)O3	0
Sr(Sn0.5Pb0.5)O3	0
(Pr0.6Ag0.4)MnO3	0
(Rb0.3Pb0.7)CeO3	0
(Cs0.05Tl0.95)ZrO3	0
Tb(Mn0.35Ir0.65)O3	0
Sr(Sn0.6Pb0.4)O3	0
Sr(Mn0.4Pb0.6)O3	0
(Cs0.2Tl0.8)CeO3	0
Ba(Tl0.3V0.7)O3	0
(Yb0.7Ce0.3)FeO3	0
Sr(Ru0.35W0.65)O3	0
Ca(Zr0.65Mo0.35)O3	0
(Sm0.65Pb0.35)MnO3	0
Ba(Hf0.45Ti0.55)O3	0
Sr(Yb0.1Mn0.9)O3	0
Eu(Fe0.3Pb0.7)O3	0
La(Fe0.1Pd0.9)O3	0
(Ce0.45Ag0.55)ZrO3	0
Sr(Ce0.85Sn0.15)O3	0
Ba(Hf0.5Ti0.5)O3	0
Ca(Fe0.6Tc0.4)O3	0
(K0.35Hg0.65)NbO3	0
(Cs0.3Tl0.7)ZrO3	0
Sm(Zn0.45Ir0.55)O3	0
Ba(Hf0.4Ti0.6)O3	0
(Cs0.5Pr0.5)ZrO3	0
Tb(Mn0.45Ir0.55)O3	0
Sr(Be0.15Tc0.85)O3	0
(Ba0.4Tl0.6)CeO3	0
Ba(Hf0.55Ti0.45)O3	0
Sr(Hf0.9Ru0.1)O3	0
Ca(Nb0.1Ir0.9)O3	0
(K0.3Pr0.7)CeO3	0
Ba(Tl0.15Tc0.85)O3	0
Eu(Ni0.3Sn0.7)O3	0
(Cs0.5Ce0.5)ZrO3	0
Ca(Fe0.65Tc0.35)O3	0
(K0.3Bi0.7)CeO3	0
Ca(Sc0.4W0.6)O3	0
Sr(Cd0.2Mo0.8)O3	0
(Rb0.15Sm0.85)MnO3	0
Ca(Zr0.6Mo0.4)O3	0
Sm(Ga0.8Co0.2)O3	0
Sr(Mo0.1Ru0.9)O3	0
(K0.25La0.75)CeO3	0
(Yb0.6Pb0.4)MnO3	0
Sr(Tm0.4Mo0.6)O3	0
(Cs0.5Eu0.5)ThO3	0
Sr(Sn0.65Pb0.35)O3	0
(Ba0.6Y0.4)MnO3	0
(Sr0.9Ho0.1)CeO3	0
Sm(Zn0.35Ir0.65)O3	0
(Ba0.05Ca0.95)MnO3	0
Sm(Mg0.45Ru0.55)O3	0
(Sr0.9Dy0.1)CeO3	0
(Rb0.25Hg0.75)NbO3	0
Nd(Zn0.15Ru0.85)O3	0
(Sr0.9Tb0.1)CeO3	0
(La0.3Tm0.7)CrO3	0
Ca(Nb0.15Ir0.85)O3	0
(Cs0.2Lu0.8)MnO3	0
Ba(Na0.3Tc0.7)O3	0
Ca(Cr0.3Tc0.7)O3	0
Ba(Ta0.65Tl0.35)O3	0
Sr(Cr0.3Ru0.7)O3	0
Sm(Mg0.35Ru0.65)O3	0
(Eu0.7Y0.3)FeO3	0
Nd(Zn0.1Ru0.9)O3	0
(Cs0.5Y0.5)CeO3	0
(Cs0.05Hg0.95)TaO3	0
(Sr0.6Tl0.4)HfO3	0
Sr(Ce0.8Sn0.2)O3	0
Sm(Be0.35Pd0.65)O3	0
Sm(Co0.1Pd0.9)O3	0
Ca(Cr0.9W0.1)O3	0
(Ba0.1Tl0.9)CeO3	0
Sr(Ce0.05Sn0.95)O3	0
Pr(Co0.05Pd0.95)O3	0
Ce(Zn0.1Ir0.9)O3	0
(Sm0.7Pb0.3)MnO3	0
Sm(Be0.45Pd0.55)O3	0
Ba(Th0.1Zr0.9)O3	0
Sm(Na0.2Ru0.8)O3	0
(Cs0.5Sm0.5)ThO3	0
(Cs0.1Tl0.9)ZrO3	0
Sr(Np0.35Cr0.65)O3	0
Ca(Zr0.15Pd0.85)O3	0
Ca(Fe0.75Tc0.25)O3	0
(Eu0.85Pb0.15)FeO3	0
(Ba0.1Y0.9)MnO3	0
(Rb0.05Ca0.95)MnO3	0
Gd(Mn0.45Ni0.55)O3	0
(Eu0.9Pb0.1)MnO3	0
(Sm0.95Pb0.05)MnO3	0
(Cs0.5Tl0.5)ZrO3	0
Ca(Fe0.7Tc0.3)O3	0
(Rb0.45Ho0.55)CeO3	0
(Cs0.55Sb0.45)ZrO3	0
Ba(Tc0.75Pb0.25)O3	0
(Ba0.9Y0.1)CeO3	0
(Sr0.9Er0.1)CeO3	0
Ca(Cr0.6Tc0.4)O3	0
Ca(Ti0.2Ir0.8)O3	0
(Pr0.75Ag0.25)MnO3	0
(K0.25Eu0.75)MnO3	0
Ba(Ce0.5V0.5)O3	0
Sr(Ru0.4W0.6)O3	0
Sr(U0.25Ru0.75)O3	0
Ba(Ta0.55Tl0.45)O3	0
Ce(Zn0.1Ru0.9)O3	0
(Ce0.3Ho0.7)GaO3	0
(Gd0.95Bi0.05)MnO3	0
Sr(Ce0.1Sn0.9)O3	0
(Sr0.2Tl0.8)HfO3	0
(Pr0.65Ag0.35)MnO3	0
Ce(Cr0.55Ag0.45)O3	0
Sm(Ca0.05Ir0.95)O3	0
Pr(Zn0.1Ru0.9)O3	0
Ba(Zr0.45Pb0.55)O3	0
Sm(Mn0.65Pd0.35)O3	0
Eu(Ni0.25Pd0.75)O3	0
Sr(Ce0.65Sn0.35)O3	0
(Cs0.3Hg0.7)PaO3	0
(Pr0.7Ag0.3)MnO3	0
(Gd0.45Pb0.55)CrO3	0
(K0.25Bi0.75)CeO3	0
Sr(Ru0.75W0.25)O3	0
Sr(Y0.35Mn0.65)O3	0
(K0.4Yb0.6)CeO3	0
(Sr0.95Tm0.05)CeO3	0
(Ba0.55Lu0.45)MnO3	0
Sm(Zn0.25Ru0.75)O3	0
(K0.5Nd0.5)TiO3	1
Ba(Hf0.25Th0.75)O3	0
(K0.15Tb0.85)CrO3	0
Sm(Cr0.2Pd0.8)O3	0
(K0.5Pr0.5)TiO3	0
Sr(Th0.6Re0.4)O3	0
Sr(Hf0.85Ru0.15)O3	0
(Ba0.05Pb0.95)TcO3	0
Ca(V0.05Ru0.95)O3	0
(Yb0.65Pb0.35)MnO3	0
Sr(V0.7Hg0.3)O3	0
(Sr0.95Tb0.05)CeO3	0
Sr(Re0.85Ru0.15)O3	0
(Cs0.5Nd0.5)ThO3	0
Sr(U0.3Ru0.7)O3	0
(Ba0.1Hg0.9)MnO3	0
Pr(Mg0.15Cr0.85)O3	0
Eu(Dy0.15Mn0.85)O3	0
Sr(V0.75Hg0.25)O3	0
Ca(Zr0.45Ir0.55)O3	0
Ba(Hf0.35Ti0.65)O3	0
(Sm0.95Bi0.05)CrO3	0
(Sr0.95Dy0.05)CeO3	0
(Pr0.3Er0.7)CrO3	0
(K0.45As0.55)TiO3	0
(Sr0.95Ho0.05)CeO3	0
Sr(Mo0.3Ru0.7)O3	0
(Sr0.9Tm0.1)CeO3	0
Ca(Cr0.75Tc0.25)O3	0
(Yb0.7Pr0.3)FeO3	0
Ca(Mn0.05Ir0.95)O3	0
(Sr0.95Lu0.05)CeO3	0
(K0.5Sm0.5)TiO3	1
(Ba0.1Pb0.9)TcO3	0
Pr(Mg0.45Cr0.55)O3	0
Ba(U0.4Sn0.6)O3	0
Eu(Be0.35Pb0.65)O3	0
Ca(Cr0.15Re0.85)O3	0
Eu(Yb0.2Sn0.8)O3	0
(Sr0.95Er0.05)CeO3	0
Eu(Sr0.55W0.45)O3	0
Nd(In0.8Co0.2)O3	0
(La0.5Ag0.5)ZrO3	0
Nd(Be0.45Pd0.55)O3	0
(Ba0.2Ca0.8)MnO3	0
Sr(U0.15Ru0.85)O3	0
Ba(U0.45Sn0.55)O3	0
Sr(Cr0.4Ru0.6)O3	0
(Sm0.3Ho0.7)AlO3	0
Sr(Ce0.75Sn0.25)O3	0
(Nd0.7Pb0.3)CrO3	0
Ce(Co0.45Pd0.55)O3	0
Sm(Mg0.25Ru0.75)O3	0
Ca(Zr0.2Pd0.8)O3	0
