CollectionCode	HMS	StructuredFormula	StructureType	Authors	CellParameter	CellVolume	FormulaWeight	Temperature	PublicationYear	Quality	A1	A1_frac	A2	A2_frac	B1	B1_frac	B2	B2_frac	O	O_frac	a	b	c	alpha	beta	gamma	SpaceGroupNum	CrystalClass	atom_numA1	atom_numA2	atom_numB1	atom_numB2	atom_numO	mend_numA1	mend_numA2	mend_numB1	mend_numB2	mend_numO	atomic_rA1	atomic_rA2	atomic_rB1	atomic_rB2	atomic_rO	A1_X	A2_X	B1_X	B2_X	O_X	M_A1	M_A2	M_B1	M_B2	M_O	V_A1	V_A2	V_B1	V_B2	V_O	therm_con_A1	therm_con_A2	therm_con_B1	therm_con_B2	therm_con_O	polarizability_A1	polarizability_A2	polarizability_B1	polarizability_B2	polarizability_O	lattice_const_A1	lattice_const_A2	lattice_const_B1	lattice_const_B2	lattice_const_O	Row_A1	Row_A2	Row_B1	Row_B2	Row_O	Group_A1	Group_A2	Group_B1	Group_B2	Group_O	nA	nB	nO	rA_avg	rB_avg	rO	rA/rB	rA/rO	rB/rO	rA-rB	Goldschmidt_TF	SISSO_1	SISSO_2	SISSO_3	SISSO_4	SISSO_5	SISSO_6	SISSO_7	SISSO_8	SISSO_9	SISSO_10	is_perovskite
156742	R -3 c H	(Mg0.2Cd0.8)(CO3)	Calcite#CaCO3(hR10)	Bromiley, F.A.; Boffa Ballaran, T.; Langenhorst, F.; Seifert, F.	4.8670(2) 4.8670(2) 16.0787(4) 90 90 120	329.84	154.79	293	2007		Mg	0.2	Cd	0.8	C	1	_	0	O	3	4.867	4.867	16.0787	90	90	120	167	trigonal	12	48	6	0	8	73	75	95	0	101	1.5	1.55	0.7	0	0.6	1.31	1.69	2.55	0	3.44	24.305	112.411	12.0107	0	15.9994	14	13	5.29	0	17.36	160	97	140	0	0.02658	71.2	46	11.3	0	5.3	3.21	2.98	3.57	0	6.83	3	5	2	0	2	2	12	14	0	16	2	4	-2	1.044	0.3	1.26	3.48	0.8285714286	0.2380952381	0.744	1.044342323	5.375	12.8	3.26	3.85587262253321E-06	6.75	71.464	71.764342323	74.8442176872	-0.4887720286	2.7496986301	0
156743	R -3 c H	(Mg0.3Cd0.7)(CO3)	Calcite#CaCO3(hR10)	Bromiley, F.A.; Boffa Ballaran, T.; Langenhorst, F.; Seifert, F.	4.8398(2) 4.8398(2) 15.9621(6) 90 90 120	323.8	145.981	293	2007		Mg	0.3	Cd	0.7	C	1	_	0	O	3	4.8398	4.8398	15.9621	90	90	120	167	trigonal	12	48	6	0	8	73	75	95	0	101	1.5	1.55	0.7	0	0.6	1.31	1.69	2.55	0	3.44	24.305	112.411	12.0107	0	15.9994	14	13	5.29	0	17.36	160	97	140	0	0.02658	71.2	46	11.3	0	5.3	3.21	2.98	3.57	0	6.83	3	5	2	0	2	2	12	14	0	16	2	4	-2	1.021	0.3	1.26	3.4033333333	0.8103174603	0.2380952381	0.721	1.0339170307	5.375	12.8	3.26	3.85587262253321E-06	6.75	71.5176666667	71.8305836974	74.8442176872	-0.4977582075	2.6960319635	0
156746	R -3 H	(Mg0.6Cd0.4)(CO3)	Dolomite#CaMg(CO3)2	Bromiley, F.A.; Boffa Ballaran, T.; Langenhorst, F.; Seifert, F.	4.7590(7) 4.7590(7) 15.5956(10) 90 90 120	305.89	119.554	293	2007		Mg	0.6	Cd	0.4	C	1	_	0	O	3	4.759	4.759	15.5956	90	90	120	148	trigonal	12	48	6	0	8	73	75	95	0	101	1.5	1.55	0.7	0	0.6	1.31	1.69	2.55	0	3.44	24.305	112.411	12.0107	0	15.9994	14	13	5.29	0	17.36	160	97	140	0	0.02658	71.2	46	11.3	0	5.3	3.21	2.98	3.57	0	6.83	3	5	2	0	2	2	12	14	0	16	2	4	-2	0.952	0.3	1.26	3.1733333333	0.7555555556	0.2380952381	0.652	1.0026411538	5.375	12.8	3.26	3.85587262253321E-06	6.75	71.6786666667	72.0293078205	74.8442176872	-0.5243793395	2.5350319635	0
156754	R -3 c H	(Mg0.5Cd0.5)(CO3)	Calcite#CaCO3(hR10)	Bromiley, F.A.; Boffa Ballaran, T.; Langenhorst, F.; Seifert, F.	4.7820(7) 4.7820(7) 15.7028(9) 90 90 120	310.98	128.363	293	2007		Mg	0.5	Cd	0.5	C	1	_	0	O	3	4.782	4.782	15.7028	90	90	120	167	trigonal	12	48	6	0	8	73	75	95	0	101	1.5	1.55	0.7	0	0.6	1.31	1.69	2.55	0	3.44	24.305	112.411	12.0107	0	15.9994	14	13	5.29	0	17.36	160	97	140	0	0.02658	71.2	46	11.3	0	5.3	3.21	2.98	3.57	0	6.83	3	5	2	0	2	2	12	14	0	16	2	4	-2	0.975	0.3	1.26	3.25	0.7738095238	0.2380952381	0.675	1.0130664461	5.375	12.8	3.26	3.85587262253321E-06	6.75	71.625	71.9630664461	74.8442176872	-0.5155628305	2.5886986301	0
167140	P 63/m m c	(Y0.29Ba0.71)(CoO3)	BaNiO3	Juarez Arellano, E.A.; Kakazey, M.; Vlasova, M.; Urquiza-Beltran, G.; Aguilar-Franco, M.; Bokimi, X.; Martinez, E.; Orozco, E.	5.6382(6) 5.6382(6) 4.7568(7) 90 90 120	130.96	230.2209	293	2010		Y	0.29	Ba	0.71	Co	1	_	0	O	3	5.6382	5.6382	4.7568	90	90	120	194	hexagonal	39	56	27	0	8	25	14	64	0	101	1.8	2.15	1.35	0	0.6	1.22	0.89	1.88	0	3.44	88.90585	137.327	58.933195	0	15.9994	19.88	38.16	6.67	0	17.36	17	18	100	0	0.02658	162	272	55	0	5.3	3.65	5.02	2.51	0	6.83	5	6	4	0	2	3	2	9	0	16	2.29	3.7	-2	1.3595	0.6745	1.26	2.0155670867	1.078968254	0.5353174603	0.685	0.9574909348	47.288	24.32	6.14	0.0001152	31.44	165.6694329133	165.941923848	167.9757233578	-0.5355735837	1.3705670867	0
174278	P 63 c m	Yb((Mn0.9Fe0.1)O3)	LuMnO3	Samal, S.L.; Magdaleno, T.; Ramanujachary, K.V.; Lofland, S.E.; Ganguli, A.K.	6.0582(1) 6.0582(1) 11.3758(2) 90 90 120	361.58	276.068	293	2010		Yb	1	_	0	Mn	0.9	Fe	0.1	O	3	6.0582	6.0582	11.3758	90	90	120	185	hexagonal	70	0	25	26	8	17	0	60	61	101	1.75	0	1.4	1.4	0.6	1.1	0	1.55	1.83	3.44	173.04	0	54.938045	55.845	15.9994	24.84	0	7.35	7.09	17.36	39	0	7.8	80	0.02658	139	0	68	62	5.3	5.49	0	8.89	2.87	6.83	8	0	4	4	2	16	0	7	8	16	2.9	3.1	-2	1.0232	0.728	1.26	1.4054945055	0.8120634921	0.5777777778	0.2952	0.8121057358	61.090625	34.41	9.3	0.0159271321	39.86	145.8897054945	146.4066112303	147.98544973	-0.6291482186	1.1691180349	0
174279	P 63 c m	Yb((Mn0.8Fe0.2)O3)	LuMnO3	Samal, S.L.; Magdaleno, T.; Ramanujachary, K.V.; Lofland, S.E.; Ganguli, A.K.	6.0496(1) 6.0496(1) 11.4132(2) 90 90 120	361.74	276.159	293	2010		Yb	1	_	0	Mn	0.8	Fe	0.2	O	3	6.0496	6.0496	11.4132	90	90	120	185	hexagonal	70	0	25	26	8	17	0	60	61	101	1.75	0	1.4	1.4	0.6	1.1	0	1.55	1.83	3.44	173.04	0	54.938045	55.845	15.9994	24.84	0	7.35	7.09	17.36	39	0	7.8	80	0.02658	139	0	68	62	5.3	5.49	0	8.89	2.87	6.83	8	0	4	4	2	16	0	7	8	16	2.8	3.2	-2	1.0384	0.744	1.26	1.3956989247	0.8241269841	0.5904761905	0.2944	0.8109851427	61.090625	34.41	9.3	0.0159271321	39.86	145.8987010753	146.4152862179	147.98544973	-0.6299610429	1.1601224541	0
180016	C m c m	Ca((Ir0.7Pt0.3)O3)	Pyroxene#CaIrO3	Hirai, S.; Sanehira, T.; Nishiyama, N.; Irifune, T.; Klemme, S.; Bromiley, G.; Attfield, J.P.	3.14114(7) 9.8795(2) 7.3081(1) 90 90 90	226.79	281.844	293	2011		Ca	1	_	0	Ir	0.7	Pt	0.3	O	3	3.14114	9.8795	7.3081	90	90	90	63	orthorhombic	20	0	77	78	8	16	0	66	68	101	1.8	0	1.35	1.35	0.6	1	0	2.2	2.28	3.44	40.078	0	192.217	195.084	15.9994	26.2	0	8.52	9.09	17.36	200	0	150	72	0.02658	160.8	0	54	48	5.3	5.58	0	3.84	3.92	6.83	4	0	6	6	2	2	0	9	10	16	2	4	-2	1.14	0.765	1.26	1.4901960784	0.9047619048	0.6071428571	0.375	0.8380524814	45.968	17	4.6	0.0171386719	23.8	163.6848039216	164.147856403	165.7757233578	-0.6064117655	1.1776960784	0
180017	C m c m	Ca((Ir0.5Pt0.5)O3)	Pyroxene#CaIrO3	Hirai, S.; Sanehira, T.; Nishiyama, N.; Irifune, T.; Klemme, S.; Bromiley, G.; Attfield, J.P.	3.13575(7) 9.8924(1) 7.3169(1) 90 90 90	226.97	282.222	293	2011		Ca	1	_	0	Ir	0.5	Pt	0.5	O	3	3.13575	9.8924	7.3169	90	90	90	63	orthorhombic	20	0	77	78	8	16	0	66	68	101	1.8	0	1.35	1.35	0.6	1	0	2.2	2.28	3.44	40.078	0	192.217	195.084	15.9994	26.2	0	8.52	9.09	17.36	200	0	150	72	0.02658	160.8	0	54	48	5.3	5.58	0	3.84	3.92	6.83	4	0	6	6	2	2	0	9	10	16	2	4	-2	1.14	0.765	1.26	1.4901960784	0.9047619048	0.6071428571	0.375	0.8380524814	45.968	17	4.6	0.0171386719	23.8	163.6848039216	164.147856403	165.7757233578	-0.6064117655	1.1776960784	0
180018	C m c m	Ca((Ir0.3Pt0.7)O3)	Pyroxene#CaIrO3	Hirai, S.; Sanehira, T.; Nishiyama, N.; Irifune, T.; Klemme, S.; Bromiley, G.; Attfield, J.P.	3.13216(4) 9.9051(1) 7.3303(1) 90 90 90	227.42	282.6	293	2011		Ca	1	_	0	Ir	0.3	Pt	0.7	O	3	3.13216	9.9051	7.3303	90	90	90	63	orthorhombic	20	0	77	78	8	16	0	66	68	101	1.8	0	1.35	1.35	0.6	1	0	2.2	2.28	3.44	40.078	0	192.217	195.084	15.9994	26.2	0	8.52	9.09	17.36	200	0	150	72	0.02658	160.8	0	54	48	5.3	5.58	0	3.84	3.92	6.83	4	0	6	6	2	2	0	9	10	16	2	4	-2	1.14	0.765	1.26	1.4901960784	0.9047619048	0.6071428571	0.375	0.8380524814	45.968	17	4.6	0.0171386719	23.8	163.6848039216	164.147856403	165.7757233578	-0.6064117655	1.1776960784	0
180019	C m c m	Ca((Ir0.5Rh0.5)O3)	Pyroxene#CaIrO3	Hirai, S.; Sanehira, T.; Nishiyama, N.; Irifune, T.; Klemme, S.; Bromiley, G.; Attfield, J.P.	3.11997(6) 9.8652(1) 7.2930(1) 90 90 90	224.47	235.2143	293	2011		Ca	1	_	0	Ir	0.5	Rh	0.5	O	3	3.11997	9.8652	7.293	90	90	90	63	orthorhombic	20	0	77	45	8	16	0	66	65	101	1.8	0	1.35	1.35	0.6	1	0	2.2	2.28	3.44	40.078	0	192.217	102.9055	15.9994	26.2	0	8.52	8.28	17.36	200	0	150	150	0.02658	160.8	0	54	66	5.3	5.58	0	3.84	3.8	6.83	4	0	6	5	2	2	0	9	9	16	2	4	-2	1.14	0.7575	1.26	1.504950495	0.9047619048	0.6011904762	0.3825	0.8411679181	45.968	17	4.6	0.0361816406	23.8	163.677549505	164.1362174231	165.7757233578	-0.6040926886	1.184950495	0
181376	C m c m	(Fe0.4Mg0.6)(SiO3)	Pyroxene#CaIrO3	Yamanaka, T.; Mao, W.-L.; Mao, H.-K.; Hemley, R.J.; Shen, G.	2.4647(3) 8.15345(11) 6.1257(8) 90 90 90	123.1	113.009	2000	2010		Fe	0.4	Mg	0.6	Si	1	_	0	O	3	2.4647	8.15345	6.1257	90	90	90	63	orthorhombic	26	12	14	0	8	61	73	85	0	101	1.4	1.5	1.1	0	0.6	1.83	1.31	1.9	0	3.44	55.845	24.305	28.0855	0	15.9994	7.09	14	12.06	0	17.36	80	160	150	0	0.02658	62	71.2	37.3	0	5.3	2.87	3.21	5.43	0	6.83	4	3	3	0	2	8	2	14	0	16	2	4	-2	0.816	0.54	1.26	1.5111111111	0.6476190476	0.4285714286	0.276	0.815529821	32.656	14.81	5.33	6.1679171384389E-06	26.91	64.7648888889	65.3044187099	66.8912073601	-0.6690892903	1.2515045537	0
188071	P b c a	(Fe1.19Mg2.81)(SiO3)4	Pyroxene#MgSiO3	Jacob, D.; Palatinus, L.; Cuvillier, P.; Leroux, H.; Domeneghetti, C.; Camara, F.	18.3022(14) 8.8816(7) 5.2082(4) 90 90 90	846.61	439.1046	293	2013		Fe	0.297	Mg	0.703	Si	1	_	0	O	3	18.3022	8.8816	5.2082	90	90	90	61	orthorhombic	26	12	14	0	8	61	73	85	0	101	1.4	1.5	1.1	0	0.6	1.83	1.31	1.9	0	3.44	55.845	24.305	28.0855	0	15.9994	7.09	14	12.06	0	17.36	80	160	150	0	0.02658	62	71.2	37.3	0	5.3	2.87	3.21	5.43	0	6.83	4	3	3	0	2	8	2	14	0	16	2	4	-2	0.82733	0.54	1.26	1.5320925926	0.6566111111	0.4285714286	0.28733	0.8199806653	32.656	14.81	5.33	6.1679171384389E-06	26.91	64.7552374074	65.2878880727	66.8912073601	-0.665841901	1.2611560352	0
188400	C m c m	(Mg0.93Fe0.07)(SiO3)	Pyroxene#CaIrO3	Zhang, Li; Meng, Yue; Dera, Przemyslaw; Yang, Wenge; Mao, Wendy L.; Mao, Ho-Kwang	2.466(1) 8.130(6) 6.108(10) 90 90 90	122.46	102.6008	293	2013		Mg	0.93	Fe	0.07	Si	1	_	0	O	3	2.466	8.13	6.108	90	90	90	63	orthorhombic	12	26	14	0	8	73	61	85	0	101	1.5	1.4	1.1	0	0.6	1.31	1.83	1.9	0	3.44	24.305	55.845	28.0855	0	15.9994	14	7.09	12.06	0	17.36	160	80	150	0	0.02658	71.2	62	37.3	0	5.3	3.21	2.87	5.43	0	6.83	3	4	3	0	2	2	8	14	0	16	2	4	-2	0.8523	0.54	1.26	1.5783333333	0.6764285714	0.4285714286	0.3123	0.8297898077	32.025	7.8	3.91	3.85587262253321E-06	19.9	72.9339666667	73.4514564744	75.0912073601	-0.6613322225	1.2797319635	0
189507	R -3 c H	(YSc)(BO3)2	Calcite#CaCO3(hR10)	Doi, Yoshihiro; Satou, Tatsuya; Hinatsu, Yukio	4.8581(4) 4.8581(4) 15.9571(10) 90 90 120	326.15	251.481	293	2013		Y	0.5	Sc	0.5	B	1	_	0	O	3	4.8581	4.8581	15.9571	90	90	120	167	trigonal	39	21	5	0	8	25	19	86	0	101	1.8	1.6	0.85	0	0.6	1.22	1.36	2.04	0	3.44	88.90585	44.955912	10.811	0	15.9994	19.88	15	4.39	0	17.36	17	16	27	0	0.02658	162	97	20.5	0	5.3	3.65	3.31	8.73	0	6.83	5	4	2	0	2	3	3	13	0	16	3	3	-2	0.9625	0.41	1.26	2.3475609756	0.7638888889	0.3253968254	0.5525	0.9410448031	12.628	14.18	5.98	0.0001152	3.22	165.2049390244	165.5934838275	167.7512804051	-0.5489439641	1.8350609756	0
189508	R -3 c H	(HoSc)(BO3)2	Calcite#CaCO3(hR10)	Doi, Yoshihiro; Satou, Tatsuya; Hinatsu, Yukio	4.8593(6) 4.8593(6) 15.9808(16) 90 90 120	326.8	327.506	293	2013		Ho	0.5	Sc	0.5	B	1	_	0	O	3	4.8593	4.8593	15.9808	90	90	120	167	trigonal	67	21	5	0	8	23	19	86	0	101	1.75	1.6	0.85	0	0.6	1.23	1.36	2.04	0	3.44	164.93032	44.955912	10.811	0	15.9994	18.74	15	4.39	0	17.36	16	16	27	0	0.02658	156	97	20.5	0	5.3	3.58	3.31	8.73	0	6.83	8	4	2	0	2	13	3	13	0	16	3	3	-2	0.963	0.41	1.26	2.3487804878	0.7642857143	0.3253968254	0.553	0.9412565117	13.100625	12.99	8.94	0.0001438317	2.03	162.2042195122	162.5924760239	164.7512804051	-0.5452945926	1.8392587487	0
189509	R -3 c H	(ErSc)(BO3)2	Calcite#CaCO3(hR10)	Doi, Yoshihiro; Satou, Tatsuya; Hinatsu, Yukio	4.8532(4) 4.8532(4) 15.9186(10) 90 90 120	324.71	329.836	293	2013		Er	0.5	Sc	0.5	B	1	_	0	O	3	4.8532	4.8532	15.9186	90	90	120	167	trigonal	68	21	5	0	8	22	19	86	0	101	1.75	1.6	0.85	0	0.6	1.24	1.36	2.04	0	3.44	167.259	44.955912	10.811	0	15.9994	18.46	15	4.39	0	17.36	15	16	27	0	0.02658	150	97	20.5	0	5.3	3.56	3.31	8.73	0	6.83	8	4	2	0	2	14	3	13	0	16	3	3	-2	0.9575	0.41	1.26	2.3353658537	0.7599206349	0.3253968254	0.5475	0.9389277169	13.100625	12.71	8.95	0.0001643501	1.75	156.2121341463	156.6035618633	158.7512804051	-0.5451990712	1.8333203991	0
189510	R -3 c H	(TmSc)(BO3)2	Calcite#CaCO3(hR10)	Doi, Yoshihiro; Satou, Tatsuya; Hinatsu, Yukio	4.8449(4) 4.8449(4) 15.8979(12) 90 90 120	323.18	331.506	293	2013		Tm	0.5	Sc	0.5	B	1	_	0	O	3	4.8449	4.8449	15.8979	90	90	120	167	trigonal	69	21	5	0	8	21	19	86	0	101	1.75	1.6	0.85	0	0.6	1.25	1.36	2.04	0	3.44	168.93421	44.955912	10.811	0	15.9994	19.1	15	4.39	0	17.36	17	16	27	0	0.02658	144	97	20.5	0	5.3	3.54	3.31	8.73	0	6.83	8	4	2	0	2	15	3	13	0	16	3	3	-2	0.9525	0.41	1.26	2.3231707317	0.755952381	0.3253968254	0.5425	0.9368106308	13.100625	13.35	8.96	0.0001889645	2.39	150.2193292683	150.6136398991	152.7512804051	-0.5447415743	1.8282897793	0
189511	R -3 c H	(YbSc)(BO3)2	Calcite#CaCO3(hR10)	Doi, Yoshihiro; Satou, Tatsuya; Hinatsu, Yukio	4.8403(4) 4.8403(4) 15.8339(11) 90 90 120	321.26	335.616	293	2013		Yb	0.5	Sc	0.5	B	1	_	0	O	3	4.8403	4.8403	15.8339	90	90	120	167	trigonal	70	21	5	0	8	17	19	86	0	101	1.75	1.6	0.85	0	0.6	1.1	1.36	2.04	0	3.44	173.04	44.955912	10.811	0	15.9994	24.84	15	4.39	0	17.36	39	16	27	0	0.02658	139	97	20.5	0	5.3	5.49	3.31	8.73	0	6.83	8	4	2	0	2	16	3	13	0	16	3	3	-2	0.9465	0.41	1.26	2.3085365854	0.7511904762	0.3253968254	0.5365	0.9342701274	13.100625	19.09	8.81	0.0003561978	8.13	145.2279634146	145.625733542	147.7512804051	-0.5355819936	1.8308601148	0
189512	R -3 c H	(LuSc)(BO3)2	Calcite#CaCO3(hR10)	Doi, Yoshihiro; Satou, Tatsuya; Hinatsu, Yukio	4.8402(5) 4.8402(5) 15.8245(13) 90 90 120	321.06	337.546	293	2013		Lu	0.5	Sc	0.5	B	1	_	0	O	3	4.8402	4.8402	15.8245	90	90	120	167	trigonal	71	21	5	0	8	20	19	86	0	101	1.75	1.6	0.85	0	0.6	1.27	1.36	2.04	0	3.44	174.967	44.955912	10.811	0	15.9994	17.78	15	4.39	0	17.36	16	16	27	0	0.02658	137	97	20.5	0	5.3	3.51	3.31	8.73	0	6.83	8	4	2	0	2	17	3	13	0	16	3	3	-2	0.943	0.41	1.26	2.3	0.7484126984	0.3253968254	0.533	0.932788167	13.100625	12.03	8.98	0.00021875	1.07	143.233	143.632788167	145.7512804051	-0.5455966111	1.817	0
191975	P 63 c m	(Dy0.7Y0.3)(MnO3)	LuMnO3	Abughayada, C.; Dabrowski, B.; Avdevv, M.; Kolesnik, S.; Remsen, S.; Chmaissem, O.	6.1644(7) 6.1644(7) 11.4304(3) 90 90 120	376.16	243.3585	293	2014		Dy	0.7	Y	0.3	Mn	1	_	0	O	3	6.1644	6.1644	11.4304	90	90	120	185	hexagonal	66	39	25	0	8	24	25	60	0	101	1.75	1.8	1.4	0	0.6	1.22	1.22	1.55	0	3.44	162.5	88.90585	54.938045	0	15.9994	19.01	19.88	7.35	0	17.36	11	17	7.8	0	0.02658	163	162	68	0	5.3	3.59	3.65	8.89	0	6.83	8	5	4	0	2	12	3	7	0	16	3	3	-2	1.0484	0.72	1.26	1.4561111111	0.8320634921	0.5714285714	0.3284	0.824386512	61.090625	40.24	9.42	0.0001265914	45.69	169.8722888889	170.3682754009	171.98544973	-0.6373408075	1.1693777778	0
191976	P 63 c m	(Dy0.5Y0.5)(MnO3)	LuMnO3	Abughayada, C.; Dabrowski, B.; Avdevv, M.; Kolesnik, S.; Remsen, S.; Chmaissem, O.	6.1556(2) 6.1556(2) 11.4204(5) 90 90 120	374.76	228.6395	293	2014		Dy	0.5	Y	0.5	Mn	1	_	0	O	3	6.1556	6.1556	11.4204	90	90	120	185	hexagonal	66	39	25	0	8	24	25	60	0	101	1.75	1.8	1.4	0	0.6	1.22	1.22	1.55	0	3.44	162.5	88.90585	54.938045	0	15.9994	19.01	19.88	7.35	0	17.36	11	17	7.8	0	0.02658	163	162	68	0	5.3	3.59	3.65	8.89	0	6.83	8	5	4	0	2	12	3	7	0	16	3	3	-2	1.046	0.72	1.26	1.4527777778	0.8301587302	0.5714285714	0.326	0.8235294128	61.090625	40.24	9.42	0.0001265914	45.69	169.8732222222	170.3707516351	171.98544973	-0.6379697814	1.1684444444	0
191977	P 63 c m	(Dy0.3Y0.7)(MnO3)	LuMnO3	Abughayada, C.; Dabrowski, B.; Avdevv, M.; Kolesnik, S.; Remsen, S.; Chmaissem, O.	6.1503(5) 6.1503(5) 11.4129(0) 90 90 120	373.87	213.9205	293	2014		Dy	0.3	Y	0.7	Mn	1	_	0	O	3	6.1503	6.1503	11.4129	90	90	120	185	hexagonal	66	39	25	0	8	24	25	60	0	101	1.75	1.8	1.4	0	0.6	1.22	1.22	1.55	0	3.44	162.5	88.90585	54.938045	0	15.9994	19.01	19.88	7.35	0	17.36	11	17	7.8	0	0.02658	163	162	68	0	5.3	3.59	3.65	8.89	0	6.83	8	5	4	0	2	12	3	7	0	16	3	3	-2	1.0436	0.72	1.26	1.4494444444	0.8282539683	0.5714285714	0.3236	0.8226723137	61.090625	40.24	9.42	0.0001265914	45.69	169.8741555556	170.3732278693	171.98544973	-0.638598256	1.1675111111	0
195442	P 63 c m	Y((Mn0.9Fe0.1)O3)	LuMnO3	Sharma, Neetika; Das, A.; Prajapat, C.L.; Meena, S.S.	6.1359(4) 6.1359(4) 11.4289(9) 90 90 120	372.64	191.933	6	2013		Y	1	_	0	Mn	0.9	Fe	0.1	O	3	6.1359	6.1359	11.4289	90	90	120	185	hexagonal	39	0	25	26	8	25	0	60	61	101	1.8	0	1.4	1.4	0.6	1.22	0	1.55	1.83	3.44	88.90585	0	54.938045	55.845	15.9994	19.88	0	7.35	7.09	17.36	17	0	7.8	80	0.02658	162	0	68	62	5.3	3.65	0	8.89	2.87	6.83	5	0	4	4	2	3	0	7	8	16	3	3	-2	1.04	0.734	1.26	1.416893733	0.8253968254	0.5825396825	0.306	0.8156196573	60.618	39.32	6.47	0.0050048	44.77	165.889106267	166.3987259244	167.98544973	-0.6454173213	1.150893733	0
195444	P 63 c m	Y((Mn0.9Ga0.1)O3)	LuMnO3	Sharma, Neetika; Das, A.; Prajapat, C.L.; Meena, S.S.	6.1378(4) 6.1378(4) 11.3560(12) 90 90 120	370.49	193.32	6	2013		Y	1	_	0	Mn	0.9	Ga	0.1	O	3	6.1378	6.1378	11.356	90	90	120	185	hexagonal	39	0	25	31	8	25	0	60	81	101	1.8	0	1.4	1.3	0.6	1.22	0	1.55	1.81	3.44	88.90585	0	54.938045	69.723	15.9994	19.88	0	7.35	11.8	17.36	17	0	7.8	29	0.02658	162	0	68	50	5.3	3.65	0	8.89	4.51	6.83	5	0	4	4	2	3	0	7	13	16	3	3	-2	1.04	0.724	1.26	1.4364640884	0.8253968254	0.5746031746	0.316	0.8197306435	60.618	39.32	6.47	0.0017408	44.77	165.8795359116	166.3832665551	167.98544973	-0.6424181214	1.1604640884	0
195448	P 63 c m	Y((Mn0.9Ti0.1)O3)	LuMnO3	Sharma, Neetika; Das, A.; Prajapat, C.L.; Meena, S.S.	6.1412(4) 6.1412(4) 11.3695(8) 90 90 120	371.35	191.138	6	2013		Y	1	_	0	Mn	0.9	Ti	0.1	O	3	6.1412	6.1412	11.3695	90	90	120	185	hexagonal	39	0	25	22	8	25	0	60	51	101	1.8	0	1.4	1.4	0.6	1.22	0	1.55	1.54	3.44	88.90585	0	54.938045	47.867	15.9994	19.88	0	7.35	10.64	17.36	17	0	7.8	22	0.02658	162	0	68	100	5.3	3.65	0	8.89	2.95	6.83	5	0	4	4	2	3	0	7	4	16	3	3	-2	1.04	0.7475	1.26	1.3913043478	0.8253968254	0.5932539683	0.2925	0.8101347929	60.618	39.32	6.47	0.0012928	44.77	165.9011956522	166.4188304451	167.98544973	-0.6494007979	1.1388043478	0
196433	P b c a	Mg((Ge0.21Si0.79)O3)	Pyroxene#MgSiO3	Welch, M.D.; Pawley, A.R.	18.3727(10) 8.8447(4) 5.2147(2) 90 90 90	847.39	109.7388	293	2016		Mg	1	_	0	Ge	0.21	Si	0.79	O	3	18.3727	8.8447	5.2147	90	90	90	61	orthorhombic	12	0	32	14	8	73	0	84	85	101	1.5	0	1.25	1.1	0.6	1.31	0	2.01	1.9	3.44	24.305	0	72.64	28.0855	15.9994	14	0	13.63	12.06	17.36	160	0	60	150	0.02658	71.2	0	40	37.3	5.3	3.21	0	5.66	5.43	6.83	3	0	4	3	2	2	0	14	14	16	2	4	-2	0.86	0.5673	1.26	1.5159527587	0.6825396825	0.4502380952	0.2927	0.8203723396	34.615	10.5	3.8	0.0003817314	22.49	72.9767472413	73.5044195809	75.1489846194	-0.6682502953	1.2369513888	0
196434	P b c a	Mg((Ge0.30Si0.70)O3)	Pyroxene#MgSiO3	Welch, M.D.; Pawley, A.R.	18.427(3) 8.8706(6) 5.2309(5) 90 90 90	855.04	113.7442	293	2016		Mg	1	_	0	Ge	0.3	Si	0.7	O	3	18.427	8.8706	5.2309	90	90	90	61	orthorhombic	12	0	32	14	8	73	0	84	85	101	1.5	0	1.25	1.1	0.6	1.31	0	2.01	1.9	3.44	24.305	0	72.64	28.0855	15.9994	14	0	13.63	12.06	17.36	160	0	60	150	0.02658	71.2	0	40	37.3	5.3	3.21	0	5.66	5.43	6.83	3	0	4	3	2	2	0	14	14	16	2	4	-2	0.86	0.579	1.26	1.4853195164	0.6825396825	0.4595238095	0.281	0.815153005	34.615	10.5	3.8	0.0003817314	22.49	72.9956804836	73.5298334885	75.1489846194	-0.6720584097	1.2180181465	0
196435	P b c a	Mg((Ge0.34Si0.66)O3)	Pyroxene#MgSiO3	Welch, M.D.; Pawley, A.R.	18.4591(10) 8.8662(4) 5.2385(3) 90 90 90	857.34	115.5244	293	2016		Mg	1	_	0	Ge	0.34	Si	0.66	O	3	18.4591	8.8662	5.2385	90	90	90	61	orthorhombic	12	0	32	14	8	73	0	84	85	101	1.5	0	1.25	1.1	0.6	1.31	0	2.01	1.9	3.44	24.305	0	72.64	28.0855	15.9994	14	0	13.63	12.06	17.36	160	0	60	150	0.02658	71.2	0	40	37.3	5.3	3.21	0	5.66	5.43	6.83	3	0	4	3	2	2	0	14	14	16	2	4	-2	0.86	0.5842	1.26	1.4720985964	0.6825396825	0.4636507937	0.2758	0.8128545581	34.615	10.5	3.8	0.0003817314	22.49	73.0037014036	73.5407559618	75.1489846194	-0.6737294766	1.2099972265	0
