CollectionCode	HMS	StructuredFormula	StructureType	Authors	CellParameter	CellVolume	FormulaWeight	Temperature	PublicationYear	Quality	A1	A1_frac	A2	A2_frac	B1	B1_frac	B2	B2_frac	O	O_frac	a	b	c	alpha	beta	gamma	SpaceGroupNum	CrystalClass	atom_numA1	atom_numA2	atom_numB1	atom_numB2	atom_numO	mend_numA1	mend_numA2	mend_numB1	mend_numB2	mend_numO	atomic_rA1	atomic_rA2	atomic_rB1	atomic_rB2	atomic_rO	A1_X	A2_X	B1_X	B2_X	O_X	M_A1	M_A2	M_B1	M_B2	M_O	V_A1	V_A2	V_B1	V_B2	V_O	therm_con_A1	therm_con_A2	therm_con_B1	therm_con_B2	therm_con_O	polarizability_A1	polarizability_A2	polarizability_B1	polarizability_B2	polarizability_O	lattice_const_A1	lattice_const_A2	lattice_const_B1	lattice_const_B2	lattice_const_O	Row_A1	Row_A2	Row_B1	Row_B2	Row_O	Group_A1	Group_A2	Group_B1	Group_B2	Group_O	nA	nB	nO	rA_avg	rB_avg	rO	rA/rB	rA/rO	rB/rO	rA-rB	Goldschmidt_TF	SISSO_1	SISSO_2	SISSO_3	SISSO_4	SISSO_5	SISSO_6	SISSO_7	SISSO_8	SISSO_9	SISSO_10	is_perovskite
196436	P 1 21/c 1	Mg((Ge0.63Si0.37)O3)	Pyroxene(LT)#MgSiO3	Welch, M.D.; Pawley, A.R.	9.7919(4) 8.8950(2) 5.2868(2) 90 107.876(3) 90	438.24	128.4305	293	2016		Mg	1	_	0	Ge	0.63	Si	0.37	O	3	9.7919	8.895	5.2868	90	107.876	90	14	monoclinic	12	0	32	14	8	73	0	84	85	101	1.5	0	1.25	1.1	0.6	1.31	0	2.01	1.9	3.44	24.305	0	72.64	28.0855	15.9994	14	0	13.63	12.06	17.36	160	0	60	150	0.02658	71.2	0	40	37.3	5.3	3.21	0	5.66	5.43	6.83	3	0	4	3	2	2	0	14	14	16	2	4	-2	0.86	0.6219	1.26	1.3828589805	0.6825396825	0.4935714286	0.2381	0.7965706871	34.615	10.5	3.8	0.0003817314	22.49	73.0552410195	73.6137117066	75.1489846194	-0.6854640162	1.1584576107	0
196438	C 1 2/c 1	Mg((Ge0.912Si0.088)O3)	Pyroxene#CaMg(SiO3)2	Welch, M.D.; Pawley, A.R.	9.9878(7) 8.9437(5) 5.1516(3) 90 109.353(5) 90	434.18	140.9806	293	2016		Mg	1	_	0	Ge	0.912	Si	0.088	O	3	9.9878	8.9437	5.1516	90	109.353	90	15	monoclinic	12	0	32	14	8	73	0	84	85	101	1.5	0	1.25	1.1	0.6	1.31	0	2.01	1.9	3.44	24.305	0	72.64	28.0855	15.9994	14	0	13.63	12.06	17.36	160	0	60	150	0.02658	71.2	0	40	37.3	5.3	3.21	0	5.66	5.43	6.83	3	0	4	3	2	2	0	14	14	16	2	4	-2	0.86	0.65856	1.26	1.3058794947	0.6825396825	0.5226666667	0.20144	0.7813497499	34.615	10.5	3.8	0.0003817314	22.49	73.0955605053	73.6754702552	75.1489846194	-0.6962650093	1.1181381248	0
200333	C -1	(Ca2.88Mn0.12)(SiO3)3	(Ca,Mn)3Si3O9	Ohashi, Y.; Finger, L.W.	10.121(2) 11.070(1) 7.312(1) 99.51(1) 100.51(1) 83.43(1)	791.41	350.2722	293	1978		Ca	0.96	Mn	0.04	Si	1	_	0	O	3	10.121	11.07	7.312	99.51	100.51	83.43	2	triclinic	20	25	14	0	8	16	60	85	0	101	1.8	1.4	1.1	0	0.6	1	1.55	1.9	0	3.44	40.078	54.938045	28.0855	0	15.9994	26.2	7.35	12.06	0	17.36	200	7.8	150	0	0.02658	160.8	68	37.3	0	5.3	5.58	8.89	5.43	0	6.83	4	4	3	0	2	2	7	14	0	16	2	4	-2	1.1268	0.54	1.26	2.0866666667	0.8942857143	0.4285714286	0.5868	0.9376235919	29.568	4.7	4.9	0.0004394531	7.4	163.3001333333	163.6509569252	165.6912073601	-0.5292054455	1.5623666667	0
200334	C -1	(Ca2.87Fe0.13)(SiO3)3	(Ca,Mn)3Si3O9	Ohashi, Y.; Finger, L.W.	10.104(1) 11.054(1) 7.305(1) 99.53(1) 100.56(1) 83.44(1)	788.04	350.5391	293	1978		Ca	0.957	Fe	0.043	Si	1	_	0	O	3	10.104	11.054	7.305	99.53	100.56	83.44	2	triclinic	20	26	14	0	8	16	61	85	0	101	1.8	1.4	1.1	0	0.6	1	1.83	1.9	0	3.44	40.078	55.845	28.0855	0	15.9994	26.2	7.09	12.06	0	17.36	200	80	150	0	0.02658	160.8	62	37.3	0	5.3	5.58	2.87	5.43	0	6.83	4	4	3	0	2	2	8	14	0	16	2	4	-2	1.12323	0.54	1.26	2.0800555556	0.891452381	0.4285714286	0.58323	0.9362211634	29.568	4.7	4.9	0.0004394531	7.4	163.3031744444	163.6561656078	165.6912073601	-0.5303354369	1.5593255556	0
202758	P b c a	(Mg3.90Ca0.10)(SiO3)4	Pyroxene#MgSiO3	Carlson, W.D.; Swinnea, J.S.; Miser, D.E.	18.280(2) 8.834(1) 5.197(1) 90 90 90	839.24	403.149	298	1988		Mg	0.975	Ca	0.025	Si	1	_	0	O	3	18.28	8.834	5.197	90	90	90	61	orthorhombic	12	20	14	0	8	73	16	85	0	101	1.5	1.8	1.1	0	0.6	1.31	1	1.9	0	3.44	24.305	40.078	28.0855	0	15.9994	14	26.2	12.06	0	17.36	160	200	150	0	0.02658	71.2	160.8	37.3	0	5.3	3.21	5.58	5.43	0	6.83	3	4	3	0	2	2	2	14	0	16	2	4	-2	0.867	0.54	1.26	1.6055555556	0.6880952381	0.4285714286	0.327	0.8355645131	32.025	7.8	3.91	3.85587262253321E-06	19.9	72.9214444444	73.4300089575	75.0912073601	-0.657060474	1.2922541857	0
202789	C -1	(Mn0.97Mg0.03)(SiO3)	MnSiO3(aP70)	Pinckney, L.R.; Burnham, C.W.	9.715(10) 10.549(6) 17.424(21) 112.05(6) 102.83(9) 82.94(6)	1612.2	130.1041	473	1988		Mn	0.97	Mg	0.03	Si	1	_	0	O	3	9.715	10.549	17.424	112.05	102.83	82.94	2	triclinic	25	12	14	0	8	60	73	85	0	101	1.4	1.5	1.1	0	0.6	1.55	1.31	1.9	0	3.44	54.938045	24.305	28.0855	0	15.9994	7.35	14	12.06	0	17.36	7.8	160	150	0	0.02658	68	71.2	37.3	0	5.3	8.89	3.21	5.43	0	6.83	4	3	3	0	2	7	2	14	0	16	2	4	-2	0.8115	0.54	1.26	1.5027777778	0.644047619	0.4285714286	0.2715	0.813762054	32.656	14.55	5.05	6.48148148148148E-06	26.65	70.7687222222	71.3109842762	72.8912073601	-0.670102086	1.2479444444	0
203052	P b c a	(Mg1.79Fe0.21)(Si2O6)	Pyroxene#MgSiO3	Molin, G.M.	18.2440(20) 8.805(1) 5.196(1) 90 90 90	834.68	207.4094	293	1989		Mg	0.895	Fe	0.105	Si	1	_	0	O	3	18.244	8.805	5.196	90	90	90	61	orthorhombic	12	26	14	0	8	73	61	85	0	101	1.5	1.4	1.1	0	0.6	1.31	1.83	1.9	0	3.44	24.305	55.845	28.0855	0	15.9994	14	7.09	12.06	0	17.36	160	80	150	0	0.02658	71.2	62	37.3	0	5.3	3.21	2.87	5.43	0	6.83	3	4	3	0	2	2	8	14	0	16	2	4	-2	0.84845	0.54	1.26	1.5712037037	0.6733730159	0.4285714286	0.30845	0.8282773849	32.025	7.8	3.91	3.85587262253321E-06	19.9	72.9372462963	73.4570736812	75.0912073601	-0.6624472997	1.2764523338	0
203057	P b c a	(Mg1.83Fe0.17)(Si2O6)	Pyroxene#MgSiO3	Molin, G.M.	18.2460(20) 8.828(1) 5.189(1) 90 90 90	835.82	206.1478	293	1989		Mg	0.915	Fe	0.085	Si	1	_	0	O	3	18.246	8.828	5.189	90	90	90	61	orthorhombic	12	26	14	0	8	73	61	85	0	101	1.5	1.4	1.1	0	0.6	1.31	1.83	1.9	0	3.44	24.305	55.845	28.0855	0	15.9994	14	7.09	12.06	0	17.36	160	80	150	0	0.02658	71.2	62	37.3	0	5.3	3.21	2.87	5.43	0	6.83	3	4	3	0	2	2	8	14	0	16	2	4	-2	0.85065	0.54	1.26	1.5752777778	0.6751190476	0.4285714286	0.31065	0.8291416265	32.025	7.8	3.91	3.85587262253321E-06	19.9	72.9353722222	73.4538638487	75.0912073601	-0.661810302	1.2783264079	0
237342	P 63 c m	(Lu0.5Sc0.5)FeO3	LuMnO3	Masuno, Atsunobu; Ishimoto, Atsushi; Moriyoshi, Chikako; Hayashi, Naoaki; Kawaji, Hitoshi; Kuroiwa, Yoshihiro; Inoue, Hiroyuki	5.86024(6) 5.86024(6) 11.7105(2) 90 90 120	348.28	213.812	300	2013		Lu	0.5	Sc	0.5	Fe	1	_	0	O	3	5.86024	5.86024	11.7105	90	90	120	185	hexagonal	71	21	26	0	8	20	19	61	0	101	1.75	1.6	1.4	0	0.6	1.27	1.36	1.83	0	3.44	174.967	44.955912	55.845	0	15.9994	17.78	15	7.09	0	17.36	16	16	80	0	0.02658	137	97	62	0	5.3	3.51	3.31	2.87	0	6.83	8	4	4	0	2	17	3	8	0	16	3	3	-2	0.943	0.69	1.26	1.3666666667	0.7484126984	0.5476190476	0.253	0.7988493533	54.810625	34.47	9.19	0.00021875	40.64	143.8863333333	144.4321826866	145.98544973	-0.6475316714	1.1636666667	0
245795	P 63 c m	Y(Mn0.7Fe0.3)O3	LuMnO3	Samal, S.L.; Green, W.; Lofland, S.E.; Ramanujachary, K.V.; Das, D.; Ganguli, A.K.	6.1708(1) 6.1708(1) 11.4204(2) 90 90 120	376.61	192.115	293	2008		Y	1	_	0	Mn	0.7	Fe	0.3	O	3	6.1708	6.1708	11.4204	90	90	120	185	hexagonal	39	0	25	26	8	25	0	60	61	101	1.8	0	1.4	1.4	0.6	1.22	0	1.55	1.83	3.44	88.90585	0	54.938045	55.845	15.9994	19.88	0	7.35	7.09	17.36	17	0	7.8	80	0.02658	162	0	68	62	5.3	3.65	0	8.89	2.87	6.83	5	0	4	4	2	3	0	7	8	16	3	3	-2	1.04	0.711	1.26	1.4627285513	0.8253968254	0.5642857143	0.329	0.8251372891	60.618	39.32	6.47	0.0050048	44.77	165.8662714487	166.3624087377	167.98544973	-0.6384561139	1.1737285513	0
247657	C m c m	(Fe0.1Mg0.9)SiO3	Pyroxene#CaIrO3	Yamanaka, Takamitsu; Hirose, Kei; Mao, Wendy L.; Meng, Yue; Ganesh, P.; Shulenburger, Luke; Shen, Guoyin; Hemley, Russell J.	2.4597(7) 8.0505(29) 6.1051(14) 90 90 90	120.89	103.547	293	2012		Fe	0.1	Mg	0.9	Si	1	_	0	O	3	2.4597	8.0505	6.1051	90	90	90	63	orthorhombic	26	12	14	0	8	61	73	85	0	101	1.4	1.5	1.1	0	0.6	1.83	1.31	1.9	0	3.44	55.845	24.305	28.0855	0	15.9994	7.09	14	12.06	0	17.36	80	160	150	0	0.02658	62	71.2	37.3	0	5.3	2.87	3.21	5.43	0	6.83	4	3	3	0	2	8	2	14	0	16	2	4	-2	0.849	0.54	1.26	1.5722222222	0.6738095238	0.4285714286	0.309	0.8284934453	32.656	14.81	5.33	6.1679171384389E-06	26.91	64.7367777778	65.2562712231	66.8912073601	-0.6595932851	1.2796156648	0
401349	R -3 m H	Ba9(Ru3.2Mn5.8)O27	BaRuO3	Frenzen, S.; Mueller Buschbaum, H.	5.7043(5) 5.7043(5) 21.25499 90 90 120	598.96	2310.109	293	1995		Ba	1	_	0	Ru	0.356	Mn	0.644	O	3	5.7043	5.7043	21.25499	90	90	120	166	trigonal	56	0	44	25	8	14	0	62	60	101	2.15	0	1.3	1.4	0.6	0.89	0	2.2	1.55	3.44	137.327	0	101.07	54.938045	15.9994	38.16	0	8.17	7.35	17.36	18	0	120	7.8	0.02658	272	0	72	68	5.3	5.02	0	2.7	8.89	6.83	6	0	5	4	2	2	0	8	7	16	2	3.9633333333	-2	1.49	0.73733	1.26	2.0208047957	1.1825396825	0.5851825397	0.75267	0.9735715421	59.861625	23.69	6.84	0.0020590379	29.49	276.7318652043	276.9527667465	278.9635581854	-0.4909212465	1.3395633671	0
16971	P b c a	(Fe0.3Mg0.7)(SiO3)	Pyroxene#MgSiO3	Warren, B.E.; Modell, D.I.	18.24 8.88 5.21 90 90 90	843.87	109.855	293	1930		Fe	0.3	Mg	0.7	Si	1	_	0	O	3	18.24	8.88	5.21	90	90	90	61	orthorhombic	26	12	14	0	8	61	73	85	0	101	1.4	1.5	1.1	0	0.6	1.83	1.31	1.9	0	3.44	55.845	24.305	28.0855	0	15.9994	7.09	14	12.06	0	17.36	80	160	150	0	0.02658	62	71.2	37.3	0	5.3	2.87	3.21	5.43	0	6.83	4	3	3	0	2	8	2	14	0	16	2	4	-2	0.827	0.54	1.26	1.5314814815	0.6563492063	0.4285714286	0.287	0.8198510291	32.656	14.81	5.33	6.1679171384389E-06	26.91	64.7555185185	65.2883695476	66.8912073601	-0.6659366766	1.2608749241	0
23963	P 63/m m c	(Ba0.833Sr0.167)(RuO3)	BaMnO3	Donohue, P.C.; Katz, L.; Ward, R.	5.712(5) 5.712(5) 9.488(5) 90 90 120	268.09	278.1038	293	1966		Ba	0.833	Sr	0.167	Ru	1	_	0	O	3	5.712	5.712	9.488	90	90	120	194	hexagonal	56	38	44	0	8	14	15	62	0	101	2.15	2	1.3	0	0.6	0.89	0.95	2.2	0	3.44	137.327	87.62	101.07	0	15.9994	38.16	33.94	8.17	0	17.36	18	35	120	0	0.02658	272	197.2	72	0	5.3	5.02	6.08	2.7	0	6.83	6	5	5	0	2	2	2	8	0	16	2	4	-2	1.46161	0.76	1.26	1.9231710526	1.1600079365	0.6031746032	0.70161	0.9527073697	59.861625	23.69	6.84	0.0007835277	29.49	276.7784389474	277.029536317	278.9635581854	-0.5080501724	1.2929896241	0
23964	P 63/m m c	(Ba0.667Sr0.333)(IrO3)	BaMnO3	Donohue, P.C.; Katz, L.; Ward, R.	5.707(5) 5.707(5) 9.767(5) 90 90 120	275.49	361.9802	293	1966		Ba	0.667	Sr	0.333	Ir	1	_	0	O	3	5.707	5.707	9.767	90	90	120	194	hexagonal	56	38	77	0	8	14	15	66	0	101	2.15	2	1.35	0	0.6	0.89	0.95	2.2	0	3.44	137.327	87.62	192.217	0	15.9994	38.16	33.94	8.52	0	17.36	18	35	150	0	0.02658	272	197.2	54	0	5.3	5.02	6.08	3.84	0	6.83	6	5	6	0	2	2	2	9	0	16	2	4	-2	1.43339	0.765	1.26	1.8737124183	1.1376111111	0.6071428571	0.66839	0.9405009054	41.861625	4.69	6.84	0.0007835277	11.49	276.7946775817	277.0667884871	278.9757233578	-0.5179548694	1.2767509897	0
27171	P b c a	(Fe.155Mg.845)SiO3	Pyroxene#MgSiO3	Takane, K.	18.15999 8.84 5.19 90 90 90	833.17	105.2817	293	1932		Fe	0.155	Mg	0.845	Si	1	_	0	O	3	18.15999	8.84	5.19	90	90	90	61	orthorhombic	26	12	14	0	8	61	73	85	0	101	1.4	1.5	1.1	0	0.6	1.83	1.31	1.9	0	3.44	55.845	24.305	28.0855	0	15.9994	7.09	14	12.06	0	17.36	80	160	150	0	0.02658	62	71.2	37.3	0	5.3	2.87	3.21	5.43	0	6.83	4	3	3	0	2	8	2	14	0	16	2	4	-2	0.84295	0.54	1.26	1.5610185185	0.6690079365	0.4285714286	0.30295	0.8261167808	32.656	14.81	5.33	6.1679171384389E-06	26.91	64.7419314815	65.2650982623	66.8912073601	-0.6613427711	1.2744619611	0
50720	P 63/m m c	(Ba0.875Sr0.125)RuO3	BaMnO3	Santoro, A.; Sora, I.N.; Huang, Q.	5.7179(1) 5.7179(1) 9.4897(2) 90 90 120	268.69	280.192	293	1999		Ba	0.875	Sr	0.125	Ru	1	_	0	O	3	5.7179	5.7179	9.4897	90	90	120	194	hexagonal	56	38	44	0	8	14	15	62	0	101	2.15	2	1.3	0	0.6	0.89	0.95	2.2	0	3.44	137.327	87.62	101.07	0	15.9994	38.16	33.94	8.17	0	17.36	18	35	120	0	0.02658	272	197.2	72	0	5.3	5.02	6.08	2.7	0	6.83	6	5	5	0	2	2	2	8	0	16	2	4	-2	1.46875	0.76	1.26	1.9325657895	1.1656746032	0.6031746032	0.70875	0.9552067471	59.861625	23.69	6.84	0.0007835277	29.49	276.7761842105	277.0226409576	278.9635581854	-0.5060114036	1.2952443609	0
54862	C 1 2/c 1	(Y0.92Er0.08)(BO3)	SrSiO3	Lin Jian Hua; Sheptyakov, D.; Wang Yingxia; Allenspach, P.	11.3140(3) 6.5404(2) 9.5503(2) 90 112.902(1) 90	651	153.9814	293	2004		Y	0.92	Er	0.08	B	1	_	0	O	3	11.314	6.5404	9.5503	90	112.902	90	15	monoclinic	39	68	5	0	8	25	22	86	0	101	1.8	1.75	0.85	0	0.6	1.22	1.24	2.04	0	3.44	88.90585	167.259	10.811	0	15.9994	19.88	18.46	4.39	0	17.36	17	15	27	0	0.02658	162	150	20.5	0	5.3	3.65	3.56	8.73	0	6.83	5	8	2	0	2	3	14	13	0	16	3	3	-2	1.0392	0.41	1.26	2.5346341463	0.8247619048	0.3253968254	0.6292	0.973520905	12.628	14.18	5.98	0.0001152	3.22	165.0945658537	165.4388867586	167.7512804051	-0.522391689	1.9454341463	0
95698	P 63 c m	Y2(CuTi)O6	LuMnO3	Floros, N.; Rijssenbeek, J.T.; Martinson, A.B.; Poeppelmeier, K.R.	6.172(1) 6.172(1) 11.482(1) 9 9 12	378.79	385.254	293	2002		Y	1	_	0	Cu	0.5	Ti	0.5	O	3	6.172	6.172	11.482	9	9	12	185	hexagonal	39	0	29	22	8	25	0	72	51	101	1.8	0	1.35	1.4	0.6	1.22	0	1.9	1.54	3.44	88.90585	0	63.546	47.867	15.9994	19.88	0	7.11	10.64	17.36	17	0	400	22	0.02658	162	0	46.5	100	5.3	3.65	0	3.61	2.95	6.83	5	0	4	4	2	3	0	11	4	16	3	3	-2	1.04	0.8075	1.26	1.2879256966	0.8253968254	0.6408730159	0.2325	0.7866242306	38.768	13.82	6.12	0.0012928	22.92	165.9445743034	166.498698534	167.9757233578	-0.6662392895	1.0954256966	0
95699	P 63 c m	Tb2Cu(TiO6)	LuMnO3	Floros, N.; Rijssenbeek, J.T.; Martinson, A.B.; Poeppelmeier, K.R.	6.252(1) 6.252(1) 11.422(1) 9 9 12	386.64	525.284	293	2002		Tb	1	_	0	Cu	0.5	Ti	0.5	O	3	6.252	6.252	11.422	9	9	12	185	hexagonal	65	0	29	22	8	26	0	72	51	101	1.75	0	1.35	1.4	0.6	1.1	0	1.9	1.54	3.44	158.92535	0	63.546	47.867	15.9994	19.3	0	7.11	10.64	17.36	11	0	400	22	0.02658	170	0	46.5	100	5.3	3.6	0	3.61	2.95	6.83	8	0	4	4	2	11	0	11	4	16	3	3	-2	1.063	0.8075	1.26	1.3164086687	0.8436507937	0.6408730159	0.2555	0.7944904729	39.240625	14.45	8.95	0.0011521393	23.55	176.9390913313	177.4780818042	178.9757233578	-0.6621868695	1.0993702072	0
95700	P 63 c m	Dy2(CuTiO6)	LuMnO3	Floros, N.; Rijssenbeek, J.T.; Martinson, A.B.; Poeppelmeier, K.R.	6.214(1) 6.214(1) 11.483(1) 9 9 12	384	532.444	293	2002		Dy	1	_	0	Cu	0.5	Ti	0.5	O	3	6.214	6.214	11.483	9	9	12	185	hexagonal	66	0	29	22	8	24	0	72	51	101	1.75	0	1.35	1.4	0.6	1.22	0	1.9	1.54	3.44	162.5	0	63.546	47.867	15.9994	19.01	0	7.11	10.64	17.36	11	0	400	22	0.02658	163	0	46.5	100	5.3	3.59	0	3.61	2.95	6.83	8	0	4	4	2	12	0	11	4	16	3	3	-2	1.052	0.8075	1.26	1.3027863777	0.8349206349	0.6408730159	0.2445	0.790728357	39.240625	14.74	9.07	0.0014648438	23.84	169.9417136223	170.4879419793	171.9757233578	-0.6616610716	1.0999530444	0
95701	P 63 c m	Ho2(CuTiO6)	LuMnO3	Floros, N.; Rijssenbeek, J.T.; Martinson, A.B.; Poeppelmeier, K.R.	6.180(1) 6.180(1) 11.499(1) 9 9 12	380.34	537.304	293	2002		Ho	1	_	0	Cu	0.5	Ti	0.5	O	3	6.18	6.18	11.499	9	9	12	185	hexagonal	67	0	29	22	8	23	0	72	51	101	1.75	0	1.35	1.4	0.6	1.23	0	1.9	1.54	3.44	164.93032	0	63.546	47.867	15.9994	18.74	0	7.11	10.64	17.36	16	0	400	22	0.02658	156	0	46.5	100	5.3	3.58	0	3.61	2.95	6.83	8	0	4	4	2	13	0	11	4	16	3	3	-2	1.041	0.8075	1.26	1.2891640867	0.8261904762	0.6408730159	0.2335	0.7869662411	39.240625	15.01	9.08	0.001664338	24.11	162.9443359133	163.4978021544	164.9757233578	-0.662518853	1.0991423476	0
95702	P 63 c m	Er2(CuTiO6)	LuMnO3	Floros, N.; Rijssenbeek, J.T.; Martinson, A.B.; Poeppelmeier, K.R.	6.144(1) 6.144(1) 11.506(2) 9 9 12	376.15	541.964	293	2002		Er	1	_	0	Cu	0.5	Ti	0.5	O	3	6.144	6.144	11.506	9	9	12	185	hexagonal	68	0	29	22	8	22	0	72	51	101	1.75	0	1.35	1.4	0.6	1.24	0	1.9	1.54	3.44	167.259	0	63.546	47.867	15.9994	18.46	0	7.11	10.64	17.36	15	0	400	22	0.02658	150	0	46.5	100	5.3	3.56	0	3.61	2.95	6.83	8	0	4	4	2	14	0	11	4	16	3	3	-2	1.03	0.8075	1.26	1.2755417957	0.8174603175	0.6408730159	0.2225	0.7832041252	39.240625	15.29	9.09	0.0019017656	24.39	156.9469582043	157.5076623296	158.9757233578	-0.6632019518	1.0984963411	0
95703	P 63 c m	Tm2(CuTiO6)	LuMnO3	Floros, N.; Rijssenbeek, J.T.; Martinson, A.B.; Poeppelmeier, K.R.	6.113(1) 6.113(1) 11.504(1) 9 9 12	372.3	545.304	293	2002		Tm	1	_	0	Cu	0.5	Ti	0.5	O	3	6.113	6.113	11.504	9	9	12	185	hexagonal	69	0	29	22	8	21	0	72	51	101	1.75	0	1.35	1.4	0.6	1.25	0	1.9	1.54	3.44	168.93421	0	63.546	47.867	15.9994	19.1	0	7.11	10.64	17.36	17	0	400	22	0.02658	144	0	46.5	100	5.3	3.54	0	3.61	2.95	6.83	8	0	4	4	2	15	0	11	4	16	3	3	-2	1.02	0.8075	1.26	1.2631578947	0.8095238095	0.6408730159	0.2125	0.7797840199	39.240625	14.65	9.1	0.0021865889	23.75	150.9493421053	151.5166261251	152.9757233578	-0.6634463682	1.0982769424	0
95704	P 63 c m	Yb2(CuTiO6)	LuMnO3	Floros, N.; Rijssenbeek, J.T.; Martinson, A.B.; Poeppelmeier, K.R.	6.095(2) 6.095(2) 11.515(3) 9 9 12	370.46	553.524	293	2002		Yb	1	_	0	Cu	0.5	Ti	0.5	O	3	6.095	6.095	11.515	9	9	12	185	hexagonal	70	0	29	22	8	17	0	72	51	101	1.75	0	1.35	1.4	0.6	1.1	0	1.9	1.54	3.44	173.04	0	63.546	47.867	15.9994	24.84	0	7.11	10.64	17.36	39	0	400	22	0.02658	139	0	46.5	100	5.3	5.49	0	3.61	2.95	6.83	8	0	4	4	2	16	0	11	4	16	3	3	-2	1.008	0.8075	1.26	1.2482972136	0.8	0.6408730159	0.2005	0.7756798935	39.240625	8.91	8.95	0.0041217179	18.01	145.9522027864	146.5273826798	147.9757233578	-0.6551216072	1.106620743	0
95705	P 63 c m	Lu2(CuTiO6)	LuMnO3	Floros, N.; Rijssenbeek, J.T.; Martinson, A.B.; Poeppelmeier, K.R.	6.057(1) 6.057(1) 11.516(2) 9 9 12	365.89	557.384	293	2002		Lu	1	_	0	Cu	0.5	Ti	0.5	O	3	6.057	6.057	11.516	9	9	12	185	hexagonal	71	0	29	22	8	20	0	72	51	101	1.75	0	1.35	1.4	0.6	1.27	0	1.9	1.54	3.44	174.967	0	63.546	47.867	15.9994	17.78	0	7.11	10.64	17.36	16	0	400	22	0.02658	137	0	46.5	100	5.3	3.51	0	3.61	2.95	6.83	8	0	4	4	2	17	0	11	4	16	3	3	-2	1.001	0.8075	1.26	1.239628483	0.7944444444	0.6408730159	0.1935	0.7732858197	39.240625	15.97	9.12	0.00253125	25.07	143.953871517	144.5336573367	145.9757233578	-0.6656194233	1.096128483	0
97945	P n m a	(La0.8Al0.2)(BO3)	Aragonite#CaCO3(oP20)	Simon, S.; Pop, M.; Borodi, G.; Djurado, D.	5.871 5.099 8.239 9 9 9	246.64	175.332	293	2002		La	0.8	Al	0.2	B	1	_	0	O	3	5.871	5.099	8.239	9	9	9	62	orthorhombic	57	13	5	0	8	33	80	86	0	101	1.95	1.25	0.85	0	0.6	1.1	1.61	2.04	0	3.44	138.90547	26.9815386	10.811	0	15.9994	22.39	10	4.39	0	17.36	13	235	27	0	0.02658	215	57.8	20.5	0	5.3	3.75	4.05	8.73	0	6.83	8	3	2	0	2	3	13	13	0	16	3	3	-2	1.0726	0.41	1.26	2.616097561	0.8512698413	0.3253968254	0.6626	0.9876630406	11.045125	16.84	9.01	5.42616245095584E-05	5.88	221.046502439	221.3715654796	223.7512804051	-0.520339089	1.9838005913	0
159866	R -3 c H	(Cr0.95Eu0.05)(BO3)	Calcite#CaCO3(hR10)	Anantharamulu, N.; Vijaya Kumar, B.; Rama Devi, V.; Vithal, M.	4.54 4.54 14.225 90 90 120	253.92	115.806	293	2008		Cr	0.95	Eu	0.05	B	1	_	0	O	3	4.54	4.54	14.225	90	90	120	167	trigonal	24	63	5	0	8	57	18	86	0	101	1.4	1.85	0.85	0	0.6	1.66	1.2	2.04	0	3.44	51.9961	151.964	10.811	0	15.9994	7.23	28.97	4.39	0	17.36	94	14	27	0	0.02658	83	184	20.5	0	5.3	2.88	4.61	8.73	0	6.83	4	8	2	0	2	6	9	13	0	16	3	3	-2	0.7716	0.41	1.26	1.8819512195	0.6123809524	0.3253968254	0.3616	0.8602144531	15.716	1.13	5.02	7.55968098146258E-06	9.83	85.4796487805	85.9782632336	87.7512804051	-0.6347310718	1.5378950792	0
74410	P 63/m m c	Ba2Cr(TaO6)	Ba4Nb3LiO12	Choy, J.-H.; Hong, S.-T.; Park, J.-H.; Kim, D.-K.	5.7383(1) 5.7383(1) 18.78319(20) 90 90 120	535.63	603.624	293	1993		Ba	1	_	0	Cr	0.5	Ta	0.5	O	3	5.7383	5.7383	18.78319	90	90	120	194	hexagonal	56	0	24	73	8	14	0	57	52	101	2.15	0	1.4	1.45	0.6	0.89	0	1.66	1.5	3.44	137.327	0	51.9961	180.94788	15.9994	38.16	0	7.23	10.85	17.36	18	0	94	57	0.02658	272	0	83	74	5.3	5.02	0	2.88	3.31	6.83	6	0	4	6	2	2	0	6	5	16	2	4	-2	1.49	0.7675	1.26	1.9413680782	1.1825396825	0.6091269841	0.7225	0.9590844134	71.401625	36.69	7.38	0.0199890671	41.03	276.7811319218	277.0177163353	278.98544973	-0.5028412149	1.2902966496	0
