CollectionCode_x	HMS_x	CollectionCode_y	HMS_y	StructuredFormula_x	StructureType_x	StructuredFormula_y	StructureType_y	Authors_x	CellParameter_x	CellVolume_x	FormulaWeight_x	Temperature_x	PublicationYear_x	Quality_x	A1	A1_frac	A2	A2_frac	B1	B1_frac	B2	B2_frac	O_x	O_frac_x	a_x	b_x	c_x	alpha_x	beta_x	gamma_x	SpaceGroupNum_x	CrystalClass_x	atom_numA1_x	atom_numA2_x	atom_numB1_x	atom_numB2_x	atom_numO_x	mend_numA1_x	mend_numA2_x	mend_numB1_x	mend_numB2_x	mend_numO_x	atomic_rA1_x	atomic_rA2_x	atomic_rB1_x	atomic_rB2_x	atomic_rO_x	A1_X_x	A2_X_x	B1_X_x	B2_X_x	O_X_x	M_A1_x	M_A2_x	M_B1_x	M_B2_x	M_O_x	V_A1_x	V_A2_x	V_B1_x	V_B2_x	V_O_x	therm_con_A1_x	therm_con_A2_x	therm_con_B1_x	therm_con_B2_x	therm_con_O_x	polarizability_A1_x	polarizability_A2_x	polarizability_B1_x	polarizability_B2_x	polarizability_O_x	lattice_const_A1_x	lattice_const_A2_x	lattice_const_B1_x	lattice_const_B2_x	lattice_const_O_x	Row_A1_x	Row_A2_x	Row_B1_x	Row_B2_x	Row_O_x	Group_A1_x	Group_A2_x	Group_B1_x	Group_B2_x	Group_O_x	nA_x	nB_x	nO_x	rA_avg_x	rB_avg_x	rO_x	rA/rB_x	rA/rO_x	rB/rO_x	rA-rB_x	Goldschmidt_TF_x	SISSO_1_x	SISSO_2_x	SISSO_3_x	SISSO_4_x	SISSO_5_x	SISSO_6_x	SISSO_7_x	SISSO_8_x	SISSO_9_x	SISSO_10_x	is_perovskite_x					Authors_y	CellParameter_y	CellVolume_y	FormulaWeight_y	Temperature_y	PublicationYear_y	Quality_y	O_y	O_frac_y	a_y	b_y	c_y	alpha_y	beta_y	gamma_y	SpaceGroupNum_y	CrystalClass_y	atom_numA1_y	atom_numA2_y	atom_numB1_y	atom_numB2_y	atom_numO_y	mend_numA1_y	mend_numA2_y	mend_numB1_y	mend_numB2_y	mend_numO_y	atomic_rA1_y	atomic_rA2_y	atomic_rB1_y	atomic_rB2_y	atomic_rO_y	A1_X_y	A2_X_y	B1_X_y	B2_X_y	O_X_y	M_A1_y	M_A2_y	M_B1_y	M_B2_y	M_O_y	V_A1_y	V_A2_y	V_B1_y	V_B2_y	V_O_y	therm_con_A1_y	therm_con_A2_y	therm_con_B1_y	therm_con_B2_y	therm_con_O_y	polarizability_A1_y	polarizability_A2_y	polarizability_B1_y	polarizability_B2_y	polarizability_O_y	lattice_const_A1_y	lattice_const_A2_y	lattice_const_B1_y	lattice_const_B2_y	lattice_const_O_y	Row_A1_y	Row_A2_y	Row_B1_y	Row_B2_y	Row_O_y	Group_A1_y	Group_A2_y	Group_B1_y	Group_B2_y	Group_O_y	nA_y	nB_y	nO_y	rA_avg_y	rB_avg_y	rO_y	rA/rB_y	rA/rO_y	rB/rO_y	rA-rB_y	Goldschmidt_TF_y	SISSO_1_y	SISSO_2_y	SISSO_3_y	SISSO_4_y	SISSO_5_y	SISSO_6_y	SISSO_7_y	SISSO_8_y	SISSO_9_y	SISSO_10_y	is_perovskite_y
1603	R 3 c H	262096	P m -3 m	Pb(Zr0.9Ti0.1)O3	LiNbO3	Pb(Zr0.9Ti0.1)O3	Perovskite#CaTiO3	Glazer, A.M.; Mabud, S.A.; Clarke, R.	5.8412 5.8412 14.4122 90 90 120	425.86	342.075	293	1978		Pb	1	_	0	Zr	0.9	Ti	0.1	O	3	5.8412	5.8412	14.4122	90	90	120	161	trigonal	82	0	40	22	8	82	0	49	51	101	1.8	0	1.55	1.4	0.6	2.33	0	1.33	1.54	3.44	207.2	0	91.224	47.867	15.9994	18.26	0	14.02	10.64	17.36	35	0	23	22	0.02658	47	0	112	100	5.3	4.95	0	3.23	2.95	6.83	6	0	5	4	2	14	0	4	4	16	2	4	-2	1.33	0.8485	1.26	1.5674720094	1.0555555556	0.6734126984	0.4815	0.8685826717	104.838	87.94	6.8	3.66361486339432E-05	90.61	51.9140279906	52.3011106623	53.9997837642	-0.6337140823	1.0981671314	0					Zhang Nan; Yokota, H.; Glazer, A.M.; Thomas, P.A.	4.144990(3) 4.144990(3) 4.144990(3) 9 9 9	71.21	342.075	623	2011		O	3	4.14499	4.14499	4.14499	9	9	9	221	cubic	82	0	40	22	8	82	0	49	51	101	1.8	0	1.55	1.4	0.6	2.33	0	1.33	1.54	3.44	207.2	0	91.224	47.867	15.9994	18.26	0	14.02	10.64	17.36	35	0	23	22	0.02658	47	0	112	100	5.3	4.95	0	3.23	2.95	6.83	6	0	5	4	2	14	0	4	4	16	2	4	-2	1.33	0.8485	1.26	1.5674720094	1.0555555556	0.6734126984	0.4815	0.8685826717	104.838	87.94	6.8	3.66361486339432E-05	90.61	51.9140279906	52.3011106623	53.9997837642	-0.6337140823	1.0981671314	1
166042	R 3 c H	230654	P n m a	(Bi0.9Gd0.1)(FeO3)	LiNbO3	(Bi0.90Gd0.10)FeO3	Perovskite#GdFeO3	Khomchenko, V.A.; Shvartsman, V.V.; Borisov, P.; Kleemann, W.; Kiselev, D.A.; Bdikin, I.K.; Vieira, J.M.; Kholkin, A.L.	5.5694(1) 5.5694(1) 13.8112(1) 90 90 120	371	307.654	293	2009		Bi	0.9	Gd	0.1	Fe	1	_	0	O	3	5.5694	5.5694	13.8112	90	90	120	161	trigonal	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	0					Godara, Priyanka; Agarwal, Ashish; Ahlawat, Neetu; Sanghi, Sujata	5.62 7.81 5.43 90 90 90	238.33	307.654	293	2018		O	3	5.62	7.81	5.43	90	90	90	62	orthorhombic	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	1
166042	R 3 c H	237028	P b n m	(Bi0.9Gd0.1)(FeO3)	LiNbO3	(Bi0.9Gd0.1)FeO3	Perovskite#GdFeO3	Khomchenko, V.A.; Shvartsman, V.V.; Borisov, P.; Kleemann, W.; Kiselev, D.A.; Bdikin, I.K.; Vieira, J.M.; Kholkin, A.L.	5.5694(1) 5.5694(1) 13.8112(1) 90 90 120	371	307.654	293	2009		Bi	0.9	Gd	0.1	Fe	1	_	0	O	3	5.5694	5.5694	13.8112	90	90	120	161	trigonal	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	0					Zhang, Xingquan; Sui, Yu; Wang, Xianjie; Xie, Ruishi	5.4365(3) 5.6348(2) 7.8146(4) 90 90 90	239.39	307.654	293	2014		O	3	5.4365	5.6348	7.8146	90	90	90	62	orthorhombic	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	1
166042	R 3 c H	166043	P n 21 a	(Bi0.9Gd0.1)(FeO3)	LiNbO3	(Bi0.9Gd0.1)(FeO3)	Perovskite#YScS3	Khomchenko, V.A.; Shvartsman, V.V.; Borisov, P.; Kleemann, W.; Kiselev, D.A.; Bdikin, I.K.; Vieira, J.M.; Kholkin, A.L.	5.5694(1) 5.5694(1) 13.8112(1) 90 90 120	371	307.654	293	2009		Bi	0.9	Gd	0.1	Fe	1	_	0	O	3	5.5694	5.5694	13.8112	90	90	120	161	trigonal	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	0					Khomchenko, V.A.; Shvartsman, V.V.; Borisov, P.; Kleemann, W.; Kiselev, D.A.; Bdikin, I.K.; Vieira, J.M.; Kholkin, A.L.	5.6281(6) 7.8289(7) 5.4363(5) 90 90 90	239.53	307.654	293	2009		O	3	5.6281	7.8289	5.4363	90	90	90	33	orthorhombic	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	1
230653	R 3 c H	230654	P n m a	(Bi0.90Gd0.10)FeO3	LiNbO3	(Bi0.90Gd0.10)FeO3	Perovskite#GdFeO3	Godara, Priyanka; Agarwal, Ashish; Ahlawat, Neetu; Sanghi, Sujata	5.57 5.57 13.82 90 90 120	371.32	307.654	293	2018		Bi	0.9	Gd	0.1	Fe	1	_	0	O	3	5.57	5.57	13.82	90	90	120	161	trigonal	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	0					Godara, Priyanka; Agarwal, Ashish; Ahlawat, Neetu; Sanghi, Sujata	5.62 7.81 5.43 90 90 90	238.33	307.654	293	2018		O	3	5.62	7.81	5.43	90	90	90	62	orthorhombic	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	1
230653	R 3 c H	237028	P b n m	(Bi0.90Gd0.10)FeO3	LiNbO3	(Bi0.9Gd0.1)FeO3	Perovskite#GdFeO3	Godara, Priyanka; Agarwal, Ashish; Ahlawat, Neetu; Sanghi, Sujata	5.57 5.57 13.82 90 90 120	371.32	307.654	293	2018		Bi	0.9	Gd	0.1	Fe	1	_	0	O	3	5.57	5.57	13.82	90	90	120	161	trigonal	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	0					Zhang, Xingquan; Sui, Yu; Wang, Xianjie; Xie, Ruishi	5.4365(3) 5.6348(2) 7.8146(4) 90 90 90	239.39	307.654	293	2014		O	3	5.4365	5.6348	7.8146	90	90	90	62	orthorhombic	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	1
230653	R 3 c H	166043	P n 21 a	(Bi0.90Gd0.10)FeO3	LiNbO3	(Bi0.9Gd0.1)(FeO3)	Perovskite#YScS3	Godara, Priyanka; Agarwal, Ashish; Ahlawat, Neetu; Sanghi, Sujata	5.57 5.57 13.82 90 90 120	371.32	307.654	293	2018		Bi	0.9	Gd	0.1	Fe	1	_	0	O	3	5.57	5.57	13.82	90	90	120	161	trigonal	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	0					Khomchenko, V.A.; Shvartsman, V.V.; Borisov, P.; Kleemann, W.; Kiselev, D.A.; Bdikin, I.K.; Vieira, J.M.; Kholkin, A.L.	5.6281(6) 7.8289(7) 5.4363(5) 90 90 90	239.53	307.654	293	2009		O	3	5.6281	7.8289	5.4363	90	90	90	33	orthorhombic	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	1
237027	R 3 c H	230654	P n m a	(Bi0.9Gd0.1)FeO3	LiNbO3	(Bi0.90Gd0.10)FeO3	Perovskite#GdFeO3	Zhang, Xingquan; Sui, Yu; Wang, Xianjie; Xie, Ruishi	5.5568(8) 5.5568(8) 13.7427(2) 90 90 120	367.5	307.654	293	2014		Bi	0.9	Gd	0.1	Fe	1	_	0	O	3	5.5568	5.5568	13.7427	90	90	120	161	trigonal	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	0					Godara, Priyanka; Agarwal, Ashish; Ahlawat, Neetu; Sanghi, Sujata	5.62 7.81 5.43 90 90 90	238.33	307.654	293	2018		O	3	5.62	7.81	5.43	90	90	90	62	orthorhombic	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	1
237027	R 3 c H	237028	P b n m	(Bi0.9Gd0.1)FeO3	LiNbO3	(Bi0.9Gd0.1)FeO3	Perovskite#GdFeO3	Zhang, Xingquan; Sui, Yu; Wang, Xianjie; Xie, Ruishi	5.5568(8) 5.5568(8) 13.7427(2) 90 90 120	367.5	307.654	293	2014		Bi	0.9	Gd	0.1	Fe	1	_	0	O	3	5.5568	5.5568	13.7427	90	90	120	161	trigonal	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	0					Zhang, Xingquan; Sui, Yu; Wang, Xianjie; Xie, Ruishi	5.4365(3) 5.6348(2) 7.8146(4) 90 90 90	239.39	307.654	293	2014		O	3	5.4365	5.6348	7.8146	90	90	90	62	orthorhombic	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	1
237027	R 3 c H	166043	P n 21 a	(Bi0.9Gd0.1)FeO3	LiNbO3	(Bi0.9Gd0.1)(FeO3)	Perovskite#YScS3	Zhang, Xingquan; Sui, Yu; Wang, Xianjie; Xie, Ruishi	5.5568(8) 5.5568(8) 13.7427(2) 90 90 120	367.5	307.654	293	2014		Bi	0.9	Gd	0.1	Fe	1	_	0	O	3	5.5568	5.5568	13.7427	90	90	120	161	trigonal	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	0					Khomchenko, V.A.; Shvartsman, V.V.; Borisov, P.; Kleemann, W.; Kiselev, D.A.; Bdikin, I.K.; Vieira, J.M.; Kholkin, A.L.	5.6281(6) 7.8289(7) 5.4363(5) 90 90 90	239.53	307.654	293	2009		O	3	5.6281	7.8289	5.4363	90	90	90	33	orthorhombic	83	64	26	0	8	87	27	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.2	1.83	0	3.44	208.9804	157.25	55.845	0	15.9994	21.31	19.9	7.09	0	17.36	8	11	80	0	0.02658	48	158	62	0	5.3	4.75	3.64	2.87	0	6.83	6	8	4	0	2	15	10	8	0	16	3	3	-2	1.1608	0.69	1.26	1.6823188406	0.9212698413	0.5476190476	0.4708	0.8778277415	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7884811594	53.1955089009	54.98544973	-0.6273296308	1.2230130935	1
167232	R 3 c H	196247	P 4 m m	(Bi0.8Ba0.2)(FeO3)	LiNbO3	(Bi0.8Ba0.2)(FeO3)	Perovskite#PbTiO3#BaTiO3	Khomchenko, V.A.; Shvartsman, V.V.; Borisov, P.; Kleemann, W.; Kiselev, D.A.; Bdikin, I.K.; Vieira, J.M.; Kholkin, A.L.	5.6318(1) 5.6318(1) 13.7944(1) 90 90 120	378.9	298.499	293	2009		Bi	0.8	Ba	0.2	Fe	1	_	0	O	3	5.6318	5.6318	13.7944	90	90	120	161	trigonal	83	56	26	0	8	87	14	61	0	101	1.6	2.15	1.4	0	0.6	2.02	0.89	1.83	0	3.44	208.9804	137.327	55.845	0	15.9994	21.31	38.16	7.09	0	17.36	8	18	80	0	0.02658	48	272	62	0	5.3	4.75	5.02	2.87	0	6.83	6	6	4	0	2	15	2	8	0	16	3.2	2.8	-2	1.18	0.702	1.26	1.6809116809	0.9365079365	0.5571428571	0.478	0.8793784639	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7970883191	53.1984667829	54.98544973	-0.6261358103	1.2144059338	0					Das, Rajasree; Sharma, Sucheta; Mandal, Kalyan	3.9935(2) 3.9935(2) 3.9804(1) 90 90 90	63.48	298.499	293	2016		O	3	3.9935	3.9935	3.9804	90	90	90	99	tetragonal	83	56	26	0	8	87	14	61	0	101	1.6	2.15	1.4	0	0.6	2.02	0.89	1.83	0	3.44	208.9804	137.327	55.845	0	15.9994	21.31	38.16	7.09	0	17.36	8	18	80	0	0.02658	48	272	62	0	5.3	4.75	5.02	2.87	0	6.83	6	6	4	0	2	15	2	8	0	16	3.2	2.8	-2	1.18	0.702	1.26	1.6809116809	0.9365079365	0.5571428571	0.478	0.8793784639	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7970883191	53.1984667829	54.98544973	-0.6261358103	1.2144059338	1
290948	R 3 c H	196247	P 4 m m	(Bi0.8Ba0.2)FeO3	LiNbO3	(Bi0.8Ba0.2)(FeO3)	Perovskite#PbTiO3#BaTiO3	Godara, Priyanka; Agarwal, Ashish; Ahlawat, Neetu; Sanghi, Sujata; Dahiya, Reetu	5.65 5.65 13.75 90 90 120	380.13	298.499	293	2014		Bi	0.8	Ba	0.2	Fe	1	_	0	O	3	5.65	5.65	13.75	90	90	120	161	trigonal	83	56	26	0	8	87	14	61	0	101	1.6	2.15	1.4	0	0.6	2.02	0.89	1.83	0	3.44	208.9804	137.327	55.845	0	15.9994	21.31	38.16	7.09	0	17.36	8	18	80	0	0.02658	48	272	62	0	5.3	4.75	5.02	2.87	0	6.83	6	6	4	0	2	15	2	8	0	16	3.2	2.8	-2	1.18	0.702	1.26	1.6809116809	0.9365079365	0.5571428571	0.478	0.8793784639	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7970883191	53.1984667829	54.98544973	-0.6261358103	1.2144059338	0					Das, Rajasree; Sharma, Sucheta; Mandal, Kalyan	3.9935(2) 3.9935(2) 3.9804(1) 90 90 90	63.48	298.499	293	2016		O	3	3.9935	3.9935	3.9804	90	90	90	99	tetragonal	83	56	26	0	8	87	14	61	0	101	1.6	2.15	1.4	0	0.6	2.02	0.89	1.83	0	3.44	208.9804	137.327	55.845	0	15.9994	21.31	38.16	7.09	0	17.36	8	18	80	0	0.02658	48	272	62	0	5.3	4.75	5.02	2.87	0	6.83	6	6	4	0	2	15	2	8	0	16	3.2	2.8	-2	1.18	0.702	1.26	1.6809116809	0.9365079365	0.5571428571	0.478	0.8793784639	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7970883191	53.1984667829	54.98544973	-0.6261358103	1.2144059338	1
168743	R 3 c H	196145	P b n m	(Bi0.9Y0.1)(FeO3)	LiNbO3	(Bi0.90Y0.10)(FeO3)	Perovskite#GdFeO3	Bellakki, M.B.; Manivannan, V.	5.571(2) 5.571(2) 13.789(2) 90 90 120	370.62	300.8195	293	2010		Bi	0.9	Y	0.1	Fe	1	_	0	O	3	5.571	5.571	13.789	90	90	120	161	trigonal	83	39	26	0	8	87	25	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.22	1.83	0	3.44	208.9804	88.90585	55.845	0	15.9994	21.31	19.88	7.09	0	17.36	8	17	80	0	0.02658	48	162	62	0	5.3	4.75	3.65	2.87	0	6.83	6	5	4	0	2	15	3	8	0	16	3	3	-2	1.157	0.69	1.26	1.6768115942	0.9182539683	0.5476190476	0.467	0.8764497898	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7901884058	53.1996381956	54.98544973	-0.6283891553	1.2213058471	0					Perejon, Antonio; Gil-Gonzalez, Eva; Sanchez-Jimenez, Pedro E.; Criado, Jose M.; Perez-Maqueda, Luis A.	5.42433(4) 5.62842(7) 7.84045(8) 90 90 90	239.37	300.8195	293	2015		O	3	5.42433	5.62842	7.84045	90	90	90	62	orthorhombic	83	39	26	0	8	87	25	61	0	101	1.6	1.8	1.4	0	0.6	2.02	1.22	1.83	0	3.44	208.9804	88.90585	55.845	0	15.9994	21.31	19.88	7.09	0	17.36	8	17	80	0	0.02658	48	162	62	0	5.3	4.75	3.65	2.87	0	6.83	6	5	4	0	2	15	3	8	0	16	3	3	-2	1.157	0.69	1.26	1.6768115942	0.9182539683	0.5476190476	0.467	0.8764497898	56.074	31.09	7.41	2.42975354706053E-06	37.26	52.7901884058	53.1996381956	54.98544973	-0.6283891553	1.2213058471	1
